Name	Id	Pal	Act	QuestFlag	QuestFlagEx	Layer	SizeX	SizeY	SizeX(N)	SizeY(N)	SizeX(H)	SizeY(H)	OffsetX	OffsetY	Depend	Teleport	Rain	Mud	NoPer	LOSDraw	FloorFilter	BlankScreen	DrawEdges	IsInside	DrlgType	LevelType	SubType	SubTheme	SubWaypoint	SubShrine	Vis0	Vis1	Vis2	Vis3	Vis4	Vis5	Vis6	Vis7	Warp0	Warp1	Warp2	Warp3	Warp4	Warp5	Warp6	Warp7	Intensity	Red	Green	Blue	Portal	Position	SaveMonsters	Quest	WarpDist	MonLvl1	MonLvl2	MonLvl3	MonLvl1Ex	MonLvl2Ex	MonLvl3Ex	MonDen	MonDen(N)	MonDen(H)	MonUMin	MonUMax	MonUMin(N)	MonUMax(N)	MonUMin(H)	MonUMax(H)	MonWndr	MonSpcWalk	NumMon	mon1	mon2	mon3	mon4	mon5	mon6	mon7	mon8	mon9	mon10	mon11	mon12	mon13	mon14	mon15	mon16	mon17	mon18	mon19	mon20	mon21	mon22	mon23	mon24	mon25	rangedspawn	nmon1	nmon2	nmon3	nmon4	nmon5	nmon6	nmon7	nmon8	nmon9	nmon10	nmon11	nmon12	nmon13	nmon14	nmon15	nmon16	nmon17	nmon18	nmon19	nmon20	nmon21	nmon22	nmon23	nmon24	nmon25	umon1	umon2	umon3	umon4	umon5	umon6	umon7	umon8	umon9	umon10	umon11	umon12	umon13	umon14	umon15	umon16	umon17	umon18	umon19	umon20	umon21	umon22	umon23	umon24	umon25	cmon1	cmon2	cmon3	cmon4	cpct1	cpct2	cpct3	cpct4	camt1	camt2	camt3	camt4	Themes	SoundEnv	Waypoint	LevelName	LevelWarp	EntryFile	ObjGrp0	ObjGrp1	ObjGrp2	ObjGrp3	ObjGrp4	ObjGrp5	ObjGrp6	ObjGrp7	ObjPrb0	ObjPrb1	ObjPrb2	ObjPrb3	ObjPrb4	ObjPrb5	ObjPrb6	ObjPrb7	Beta
Act 3 - Dungeon 2 Treasure	91	2	2			65	40	40	40	40	40	40	2000	2340	0	1	0	0	0	1	1	1	0	1	2	24	-1	-1	-1	-1	0	89	0	0	0	0	0	0	-1	55	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	1000	22	47	72	23	53	86	1050	1050	1050	4	5	6	7	8	9	1	0	6	fetish5	bonefetish5	fetishshaman3	fetishshaman5	fetishshaman4	fetish3																					fetish5	bonefetish5	fetishshaman3	fetishshaman5	fetishshaman4	fetish3																				fetish5	bonefetish5	fetishshaman3	fetishshaman5	fetishshaman4	fetish3																				rat				30								0	27	255	Flayer Dungeon Level 3	To The Flayer Dungeon Level 3	A3L17	66	67	62	64	72	0	0	0	80	55	35	35	35	0	0	0	0
Act 3 - Sewer 1	92	2	2			66	200	200	200	200	200	200	2500	1000	0	1	0	0	0	1	1	1	0	1	1	25	-1	-1	-1	-1	98	80	81	78	93	0	0	0	58	59	58	60	60	-1	-1	-1	0	255	255	255	0	0	1	0	2025	23	48	73	24	54	87	650	650	650	5	6	7	8	9	10	1	0	6	willowisp2	sandraider4	arach4	baboon3	frogdemon2	zombie4																					willowisp2	sandraider4	arach4	baboon3	frogdemon2	zombie4																				willowisp2	sandraider4	arach4	baboon3	frogdemon2	zombie4																				rat	rat			100	100							0	26	255	A3 Sewers Level 1	To The A3 Sewers Level 1	A3L18	64	70	62	65	0	0	0	0	50	50	35	45	45	0	0	0	0
Act 3 - Sewer 2	93	2	2			67	18	22	18	22	18	22	2500	1300	0	1	0	0	0	1	1	1	0	1	2	25	-1	-1	-1	-1	92	0	0	0	0	0	0	0	58	-1	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	24	49	74	25	55	88	1050	1050	1050	5	6	7	8	9	10	1	0	6	willowisp3	vampire2	vulture3	blunderbore3	batdemon3	batdemon4																					willowisp3	vampire2	vulture3	blunderbore3	batdemon3	batdemon4																				willowisp3	vampire2	vulture3	blunderbore3	batdemon3	batdemon4																				rat	rat			100	100							0	26	255	A3 Sewers Level 2	To The A3 Sewers Level 2	A3L19	64	70	62	65	0	0	0	0	50	50	35	45	45	0	0	0	0
Act 3 - Temple 1	94	2	2			68	24	24	24	24	24	24	3000	1000	0	1	0	0	0	1	1	1	0	1	2	22	-1	-1	-1	-1	86	86	0	0	0	0	0	0	62	63	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	100	23	48	73	44	68	87	1400	1400	1400	8	9	10	11	12	13	1	0	5	sarinasmaiden	trollgreen	milkmaiden	darksuccubus	mindsucker																						sarinasmaiden	trollgreen	milkmaiden	darksuccubus	mindsucker																					sarinasmaiden	trollgreen	milkmaiden	darksuccubus	mindsucker																					rat				30								0	28	255	Ruined Temple	To The Ruined Temple	A3L20	60	61	59	60	0	0	0	0	50	25	45	33	0	0	0	0	0
Act 3 - Temple 2	95	2	2			69	24	24	24	24	24	24	3000	1124	0	1	0	0	0	1	1	1	0	1	2	22	-1	-1	-1	-1	80	80	0	0	0	0	0	0	62	63	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	100	23	48	73	24	55	87	1280	1280	1280	5	6	7	8	9	10	1	0	6	fetish5	arach5	frogdemon1	blunderbore3	fetishblow4	bonefetish4																					fetish5	arach5	frogdemon1	blunderbore3	fetishblow4	bonefetish4																				fetish5	arach5	frogdemon1	blunderbore3	fetishblow4	bonefetish4																				rat				30								0	28	255	Disused Fane	To The Disused Fane	A3L21	60	61	59	60	0	0	0	0	50	25	45	33	0	0	0	0	0
Act 3 - Temple 3	96	2	2			70	24	24	24	24	24	24	3000	1248	0	1	0	0	0	1	1	1	0	1	2	22	-1	-1	-1	-1	81	81	0	0	0	0	0	0	62	63	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	100	23	48	73	24	55	87	1280	1280	1280	5	6	7	8	9	10	1	0	6	mummy5	zealot1	frogdemon1	cantor3	irongolemmon	mosquito4																					mummy5	zealot1	frogdemon1	cantor3	irongolemmon	mosquito4																				mummy5	zealot1	frogdemon1	cantor3	irongolemmon	mosquito4																				rat				30								0	28	255	Forgotten Reliquary	To The Forgotten Reliquary	A3L22	60	61	59	60	0	0	0	0	50	25	45	33	0	0	0	0	0
Act 3 - Temple 4	97	2	2			71	24	24	24	24	24	24	3000	1372	0	1	0	0	0	1	1	1	0	1	2	22	-1	-1	-1	-1	81	81	0	0	0	0	0	0	62	63	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	100	24	49	74	25	56	88	1280	1280	1280	5	6	7	8	9	10	1	0	6	vampire4	vampire2	vulture3	thornhulk4	irongolemmon	frogdemon3																					vampire4	vampire2	vulture3	thornhulk4	irongolemmon	frogdemon3																				vampire4	vampire2	vulture3	thornhulk4	irongolemmon	frogdemon3																				rat				30								0	28	255	Forgotten Temple	To The Forgotten Temple	A3L23	60	61	59	60	0	0	0	0	50	25	45	33	0	0	0	0	0
Act 3 - Temple 5	98	2	2			72	24	24	24	24	24	24	3000	1496	0	1	0	0	0	1	1	1	0	1	2	22	-1	-1	-1	-1	92	92	0	0	0	0	0	0	62	63	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	100	24	49	74	25	56	88	1280	1280	1280	5	6	7	8	9	10	1	0	6	mummy5	zealot1	frogdemon1	cantor3	irongolemmon	mosquito4																					mummy5	zealot1	frogdemon1	cantor3	irongolemmon	mosquito4																				mummy5	zealot1	frogdemon1	cantor3	irongolemmon	mosquito4																				rat				30								0	28	255	Ruined Fane	To The Ruined Fane	A3L24	60	61	59	60	0	0	0	0	50	25	45	33	0	0	0	0	0
Act 3 - Temple 6	99	2	2			73	24	24	24	24	24	24	3000	1620	0	1	0	0	0	1	1	1	0	1	2	22	-1	-1	-1	-1	82	82	0	0	0	0	0	0	62	63	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	100	24	49	74	25	56	88	1280	1280	1280	5	6	7	8	9	10	1	0	6	willowisp3	thornhulk3	cantor2	blunderbore3	irongolemmon	batdemon4																					willowisp3	thornhulk3	cantor2	blunderbore3	irongolemmon	batdemon4																				willowisp3	thornhulk3	cantor2	blunderbore3	irongolemmon	batdemon4																				rat				30								0	28	255	Disused Reliquary	To The Disused Reliquary	A3L25	60	61	59	60	0	0	0	0	50	25	45	33	0	0	0	0	0
Act 3 - Mephisto 1	100	2	2	21	21	74	200	200	200	200	200	200	3500	1000	0	1	0	0	0	1	1	1	0	1	1	22	-1	-1	-1	-1	101	101	83	83	0	0	0	0	67	68	65	66	-1	-1	-1	-1	20	255	81	81	0	0	1	0	3800	25	50	75	26	57	86	800	800	800	5	6	7	8	9	10	1	0	6	willowisp3	vampire2	goatman6	cantor3	irongolemmon	batdemon4	blackknight3	zealot1																			willowisp3	vampire2	goatman6	cantor3	irongolemmon	batdemon4	blackknight3	zealot1																		willowisp3	vampire2	goatman6	cantor3	irongolemmon	batdemon4	blackknight3	zealot1																		bat				30								0	30	255	Durance of Hate Level 1	To The Durance of Hate Level 1	A3L26	60	61	59	74	0	0	0	0	50	25	45	45	0	0	0	0	0
Act 3 - Mephisto 2	101	2	2	21	21	75	200	200	200	200	200	200	3500	1300	0	1	0	0	0	1	1	1	0	1	1	22	-1	-1	-1	-1	102	102	100	100	0	0	0	0	67	68	65	66	-1	-1	-1	-1	20	255	81	81	0	0	1	0	3700	25	50	75	26	57	86	800	800	800	5	6	7	8	9	10	1	0	6	vampire4	corruptrogue5	goatman6	thornhulk4	irongolemmon	batdemon4	blackknight3	overlord3																			vampire4	corruptrogue5	goatman6	thornhulk4	irongolemmon	batdemon4	blackknight3	overlord3																		vampire4	corruptrogue5	goatman6	thornhulk4	irongolemmon	batdemon4	blackknight3	overlord3																		bat				30								0	30	26	Durance of Hate Level 2	To The Durance of Hate Level 2	A3L27	60	61	59	74	0	0	0	0	50	25	45	45	0	0	0	0	0
Act 3 - Mephisto 3	102	2	2	21	21	76	41	29	41	29	41	29	3500	1600	0	2	0	0	0	1	1	1	0	1	2	22	-1	-1	-1	-1	0	0	101	101	0	0	0	0	-1	-1	65	66	-1	-1	-1	-1	20	255	81	81	0	1	1	0	3800	25	50	75	26	57	86	800	800	800	5	6	7	8	9	10	1	0	6	vampire3	vampire4	overlord3	irongolemmon	blackknight3	corruptrogue5																					vampire3	vampire4	overlord3	irongolemmon	blackknight3	corruptrogue5																				vampire3	vampire4	overlord3	irongolemmon	blackknight3	corruptrogue5																				bat				30								0	30	255	Durance of Hate Level 3	To The Durance of Hate Level 3	A3L28	60	61	59	74	0	0	0	0	50	25	45	45	0	0	0	0	0
Act 4 - Town	103	3	3			77	32	24	32	24	32	24	1000	1000	0	1	0	0	0	0	1	1	0	0	2	26	-1	-1	-1	-1	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	120	20	20	255	0	1	0	0	2025	0	25	50				0	0	0							0	0																																																																																										0	31	27	The Pandemonium Fortress	To The Pandemonium Fortress	A4L1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Act 4 - Mesa 1	104	3	3			77	80	64	80	64	80	64	-1	-1	0	1	0	0	0	0	1	1	0	0	3	27	-1	-1	-1	-1	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	40	255	50	25	0	0	1	0	3900	26	51	76	27	58	85	800	800	800	5	6	7	8	9	10	1	0	6	fingermage1	regurgitator2	vilemother1	sandleaper5	quillbear5	regurgitator1	doomknight1	firegolemmon	megademon3	rhino4	blackknight4																fingermage1	regurgitator2	vilemother1	sandleaper5	quillbear5	regurgitator1	doomknight1	firegolemmon	megademon3	rhino4	blackknight4															fingermage1	regurgitator2	vilemother1	sandleaper5	quillbear5	regurgitator1	doomknight1	firegolemmon	megademon3	rhino4	blackknight4																											0	32	255	Outer Steppes	To The Outer Steppes	A4L2	46	47	77	0	0	0	0	0	30	80	70	0	0	0	0	0	0
Act 4 - Mesa 2	105	3	3			77	64	80	64	80	64	80	-1	-1	0	1	0	0	0	0	1	1	0	0	3	27	-1	-1	-1	-1	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	40	255	50	25	0	0	1	0	2025	26	51	76	27	58	86	800	800	800	5	6	7	8	9	10	1	0	6	willowisp4	vilemother1	fallen5	fallenshaman5	sandraider5	megademon3	fingermage1	firegolemmon	doomknight1	rhino4	blackknight4																willowisp4	vilemother1	fallen5	fallenshaman5	sandraider5	megademon3	fingermage1	firegolemmon	doomknight1	rhino4	blackknight4															willowisp4	vilemother1	fallen5	fallenshaman5	sandraider5	megademon3	fingermage1	firegolemmon	doomknight1	rhino4	blackknight4																											0	32	255	Plains of Despair	To The Plains of Despair	A4L3	46	47	77	0	0	0	0	0	30	80	70	0	0	0	0	0	0
Act 4 - Mesa 3	106	3	3			77	80	64	80	64	80	64	-1	-1	0	1	0	0	0	0	1	1	0	0	3	27	-1	-1	-1	-1	0	107	0	0	0	0	0	0	-1	69	-1	-1	-1	-1	-1	-1	40	255	50	25	0	0	1	0	2025	27	52	77	28	59	87	800	800	800	5	6	7	8	9	10	1	0	6	willowisp4	doomknight2	megademon1	fingermage2	vilemother2	regurgitator3	megademon2	firegolemmon	blackknight4	bighead5																	willowisp4	doomknight2	megademon1	fingermage2	vilemother2	regurgitator3	megademon2	firegolemmon	blackknight4	bighead5																willowisp4	doomknight2	megademon1	fingermage2	vilemother2	regurgitator3	megademon2	firegolemmon	blackknight4	bighead5																												0	32	28	City of the Damned	To The City of the Damned	A4L4	46	47	77	0	0	0	0	0	30	80	70	0	0	0	0	0	0
Act 4 - Lava 1	107	3	3			78	200	200	200	200	200	200	-1	-1	0	1	0	0	0	0	1	1	0	0	1	28	-1	-1	-1	-1	106	108	0	0	0	0	0	0	70	-1	-1	-1	-1	-1	-1	-1	55	255	0	0	0	0	1	0	3800	27	52	77	28	59	88	800	800	800	5	6	7	8	9	10	1	5	6	goatlord6	doomknight2	megademon2	fingermage2	batdemon5	vilemother3	regurgitator3	firegolemmon	belhifet1	blackknight4	overlord4																goatlord6	doomknight2	megademon2	fingermage2	batdemon5	vilemother3	regurgitator3	firegolemmon	belhifet1	blackknight4	overlord4															goatlord6	doomknight2	megademon2	fingermage2	batdemon5	vilemother3	regurgitator3	firegolemmon	belhifet1	blackknight4	overlord4																											0	33	29	River of Flame	To The River of Flame	A4L5	48	49	0	0	0	0	0	0	90	60	0	0	0	0	0	0	0
Act 4 - Diablo 1	108	3	3			78	120	120	120	120	120	120	1500	1000	0	2	0	0	0	0	1	1	0	0	3	28	-1	-1	-1	-1	107	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	55	255	0	0	0	0	1	0	2025	28	53	78	29	60	88	800	800	800	5	6	7	8	9	10	1	0	6	goatlord6	doomknight3	blunderbore4	fingermage3	megademon3	beholder	overlord4	firegolemmon	blackknight4																		goatlord6	doomknight3	blunderbore4	fingermage3	megademon3	beholder	overlord4	firegolemmon	blackknight4																	goatlord6	doomknight3	blunderbore4	fingermage3	megademon3	beholder	overlord4	firegolemmon	blackknight4																													0	34	255	Chaos Sanctum	To Chaos Sanctum	A4L6	48	49	0	0	0	0	0	0	30	50	0	0	0	0	0	0	0
Expansion																																																																																																																																																																																								
Act 5 - Town	109	4	4			79	40	40	40	40	40	40	1000	1000	0	1	1	0	0	0	1	1	0	0	2	29	-1	-1	-1	-1	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	1	0	0	2025	0	0	0				0	0	0							0	0																																																																																										0	36	30	Harrogath	To Harrogath	A5L1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Act 5 - Siege 1	110	4	4			79	240	48	240	48	240	48	760	1000	0	1	1	0	0	0	0	1	0	0	3	30	-1	-1	-1	-1	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	1	0	2025	24	49	74	25	92	83	650	650	650	5	6	7	8	9	10	0	0	7	minion1	deathmauler1	overseer1	imp1	sk_archer6	quillrat6	bighead6																			1	minion1	deathmauler1	overseer1	imp1	sk_archer6	quillrat6	bighead6																																												bunny				3								0	37	31	Bloody Foothills	To The Bloody Foothills	A5L2	99	100	101	102	103	104	105	106	40	25	25	25	25	25	25	25	0
Act 5 - Barricade 1	111	4	4			79	-1	-1	-1	-1	-1	-1	-1	-1	0	1	1	0	0	0	0	1	0	0	3	31	10	1	-1	-1	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	1	0	3900	25	50	75	26	61	84	450	450	450	5	6	7	8	9	10	0	0	6	imp1	siegebeast2	cyclops1																							1	imp3	siegebeast1	minion2	deathmauler2	sk_archer6	cr_archer6	cr_lancer6	slinger8	blunderbore5	overseer2	cyclops1															imp1	siegebeast2	cyclops1																							bunny				2								0	37	32	Rigid Highlands	To The Rigid Highlands	A5L3	99	100	101	102	103	104	105	106	25	25	25	25	25	25	25	25	0
Act 5 - Barricade 2	112	4	4			79	-1	-1	-1	-1	-1	-1	-1	-1	0	1	1	0	0	0	0	1	0	0	3	31	10	1	-1	-1	0	0	114	0	0	0	0	0	-1	-1	71	-1	-1	-1	-1	-1	0	0	0	0	0	0	1	0	2025	26	51	76	27	62	84	350	350	350	5	6	7	8	9	10	0	0	6	overseer2	minion2	cyclops1																							1	deathmauler3	minion4	siegebeast3	overseer5	imp3	slinger9	skmage_ltng5	skmage_fire5	goatman7	fallenshaman6	cyclops1															overseer2	minion2	cyclops1																							bunny				2								0	37	33	Arreat Plateau	To The Arreat Plateau	A5L4	99	100	101	102	103	104	105	106	25	25	25	26	25	25	25	25	0
Act 5 - Ice Cave 1	113	4	4			80	200	200	200	200	200	200	2000	1000	0	1	0	0	0	0	1	1	0	1	1	34	-1	-1	-1	-1	122	124	0	0	0	0	0	0	81	82	-1	-1	-1	-1	-1	-1	40	255	25	25	0	0	1	0	2025	42	67	92	44	68	93	1100	1100	1100	8	9	10	11	12	13	0	0	6	automaton	grimalkin	pestilencerat	ghastlyhorseman	izualsghost	treant																					automaton	grimalkin	pestilencerat	blacksoul	ghastlyhorseman	izualsghost	treant																			automaton	grimalkin	pestilencerat	blacksoul	ghastlyhorseman	izualsghost	treant																															0	47	255	Crystalized Cavern Level 1	To The Crystalized Cavern Level 1	A5L20	119	120	121	122	129	106	0	0	25	25	35	25	25	25	0	0	0
Act 5 - Ice Cave 1A	114	4	4			81	64	64	64	64	64	64	2000	1300	0	1	0	0	0	1	1	1	0	1	1	33	-1	-1	-1	-1	112	0	0	0	0	0	0	0	73	-1	-1	-1	-1	-1	-1	-1	128	0	0	255	0	0	1	0	2025	29	54	79	30	63	86	800	800	800	4	5	6	7	8	9	1	0	6	snowyeti2	succubus5	reanimatedhorde1																							1	snowyeti1	frozenhorror1	succubus6	reanimatedhorde1	succubuswitch6	willowisp5	skmage_cold5	cr_lancer7	wraith6	clawviper6																frozenhorror2	deathmauler3	bloodlord1																																			0	39	255	Cellar of Pity	To The Cellar of Pity	A5L8	107	108	109	123	129	110	0	0	25	25	70	25	25	25	0	0	0
Act 5 - Ice Cave 2	115	4	4			82	200	200	200	200	200	200	2000	1464	0	1	0	0	0	1	1	1	0	1	1	33	-1	-1	-1	-1	123	118	116	0	0	0	0	0	73	74	75	-1	-1	-1	-1	-1	128	0	0	255	0	0	1	0	2025	29	54	79	44	68	90	1100	1100	1100	8	9	10	11	12	13	1	0	10	komusume1	komusume2	komusume3	inoshishi	livingice	acupuncturist	akudaikan	ikidaore	fuyushogun	snowman																	komusume1	komusume2	komusume3	inoshishi	livingice	acupuncturist	akudaikan	ikidaore	fuyushogun	snowman																komusume1	komusume2	komusume3	inoshishi	livingice	acupuncturist	akudaikan	ikidaore	fuyushogun	snowman																												0	39	34	Crystalized Cavern Level 2	To The Crystalized Cavern Level 2	A5L15	107	108	109	123	129	110	0	0	25	25	70	25	25	25	0	0	0
Act 5 - Ice Cave 2A	116	4	4			83	32	32	32	32	32	32	2000	1764	0	1	0	0	0	1	1	1	0	1	1	33	-1	-1	-1	-1	123	115	0	0	0	0	0	0	73	73	-1	-1	-1	-1	-1	-1	128	0	0	255	0	0	1	0	2025	29	54	79	44	68	92	2200	2200	2200	8	9	10	11	12	13	1	0	8	cheerleader	quarterback	widereceiver	linebacker	defensiveend	defensivetackle	cornerback	safety																			cheerleader	quarterback	widereceiver	linebacker	defensiveend	defensivetackle	cornerback	safety																		cheerleader	quarterback	widereceiver	linebacker	defensiveend	defensivetackle	cornerback	safety																														0	40	255	Echo Chamber	To The Echo Chamber	A5L10	107	108	109	123	129	110	0	0	25	25	70	25	25	25	0	0	0
Act 5 - Barricade Snow	117	4	4			84	128	80	128	80	128	80	2000	1896	0	1	1	0	0	0	0	1	0	0	3	31	11	1	-1	-1	121	0	118	0	0	0	0	0	72	-1	71	-1	-1	-1	-1	-1	0	0	0	0	0	0	1	0	2025	27	52	77	28	62	84	550	550	550	5	7	7	9	9	11	0	0	6	siegebeast2	imp4																								1	siegebeast2	imp2	deathmauler4	minion5	succubus5	sk_archer7	vulture5	skmage_ltng5	goatman10	pantherwoman6																imp4																									bunny				2								0	38	36	Tundra Wastelands	To The Tundra Wastelands	A5L5	112	111	113	114	115	129	0	0	25	25	25	25	25	25	0	0	0
Act 5 - Ice Cave 3	118	4	4			85	200	200	200	200	200	200	2000	2076	0	1	0	0	0	1	1	1	0	1	1	33	-1	-1	-1	-1	117	120	115	0	0	0	0	0	73	74	75	-1	-1	-1	-1	-1	128	0	0	255	0	0	1	0	2025	29	54	79	30	64	85	700	700	700	4	5	6	7	8	9	1	0	6	frozenhorror3	deathmauler3	bloodlord1																							1	frozenhorror2	snowyeti2	bloodlord7	fallenshaman6	quillrat7	cr_lancer7	skmage_cold5	cr_lancer7	reanimatedhorde2	bighead6																frozenhorror3	succubus1																																				0	41	37	Glacial Caves Level 1	To The Glacier Caves Level 1	A5L11	107	108	109	123	129	110	0	0	25	25	70	25	25	25	0	0	0
Act 5 - Ice Cave 3A	119	4	4			86	32	32	32	32	32	32	2000	2376	0	1	0	0	0	1	1	1	0	1	1	33	-1	-1	-1	-1	130	0	0	0	0	0	0	0	73	-1	-1	-1	-1	-1	-1	-1	128	0	0	255	0	0	1	0	2025	29	54	79	44	68	92	2200	2200	2200	8	9	10	11	12	13	1	0	7	cheerleader	infielder	outfielder	slugger	manager	umpire	knuckleballer																				cheerleader	infielder	outfielder	slugger	manager	umpire	knuckleballer	suicideminion8																		cheerleader	infielder	outfielder	slugger	manager	umpire	knuckleballer	suicideminion8																														0	41	255	Glacial Caves Level 2	To The Glacier Caves Level 2	A5L12	107	108	109	123	129	110	0	0	25	25	70	25	25	25	0	0	0
Act 5 - Mountain Top	120	4	4			87	20	28	20	28	20	28	2000	2508	0	1	1	0	1	0	0	1	0	0	2	31	-1	1	-1	-1	118	129	0	0	0	0	0	0	79	80	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	1	0	0	27	52	77	38	70	90	0	0	0							0	0	6	ancientbarb1	ancientbarb2	ancientbarb3																								ancientbarb1	ancientbarb2	ancientbarb3																							ancientbarb1	ancientbarb2	ancientbarb3																																			0	42	255	Rocky Summit	To The Rocky Summit	A5L6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Act 5 - Temple Entrance	121	4	4			88	22	27	22	27	22	27	2000	2636	0	1	1	0	0	0	0	1	0	1	2	31	-1	-1	-1	-1	0	117	0	0	0	0	0	0	-1	76	-1	-1	-1	-1	-1	-1	0	255	255	255	0	1	1	0	2025	32	57	82	33	65	86	0	0	0							0	0																																																																																										0	43	35	Nihlathaks Temple	To Nihlathaks Temple	A5L13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Act 5 - Temple 1	122	2	4			89	80	80	80	80	80	80	2000	2763	0	1	0	0	0	0	1	1	0	1	1	32	-1	-1	-1	-1	130	113	0	0	0	0	0	0	81	82	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	33	58	83	44	68	92	1100	1100	1100	8	9	10	11	12	13	0	0	6	creepinggold	thegoldbug	masterthief																								creepinggold	thegoldbug	masterthief																							creepinggold	thegoldbug	masterthief																																			0	47	255	Halls of Anguish	To The Halls of Anguish	A5L14	116	117	118	124	125	129	128	0	30	30	30	30	40	25	30	0	0
Act 5 - Temple 2	123	4	4			90	200	200	200	200	200	200	2000	2943	0	1	0	0	0	1	1	1	0	1	1	33	-1	-1	-1	-1	130	115	116	0	0	0	0	0	73	74	75	-1	-1	-1	-1	-1	128	0	0	255	0	0	1	0	2025	34	59	84	44	68	90	1100	1100	1100	8	9	10	11	12	13	1	0	10	komusume2	komusume4	orochi	orochi_archer	livingice	evileye	tekkahada	akudaikan	abarenboushogun	namahage																	komusume2	komusume4	orochi	orochi_archer	livingice	evileye	tekkahada	akudaikan	abarenboushogun	namahage																komusume2	komusume4	orochi	orochi_archer	livingice	evileye	tekkahada	akudaikan	abarenboushogun	namahage																												0	39	255	Halls of Death's Calling	To The Halls of Death's Calling	A5L7	119	120	121	122	129	106	0	0	25	25	35	25	26	25	0	0	0
Act 5 - Temple Boss	124	2	4			91	84	84	84	84	84	84	2500	1000	0	2	0	0	0	0	1	1	0	1	2	32	-1	-1	-1	-1	113	0	0	0	0	0	0	0	78	-1	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	1000	36	61	86	44	68	94	1300	1300	1300	8	9	10	11	12	13	0	0	6	automaton	grimalkin	pestilencerat	shrieker	tatarashi	vileswordsman	abysseye																				automaton	grimalkin	pestilencerat	shrieker	tatarashi	vileswordsman	abysseye																			automaton	grimalkin	pestilencerat	shrieker	tatarashi	vileswordsman	abysseye																															0	45	255	Halls of Vaught	To The Halls of Vaught	A5L17	116	117	118	124	125	129	128	0	30	30	30	30	40	25	30	0	0
Act 5 - Hell 1	125	3	4			92	200	200	200	200	200	200	2500	1184	0	1	0	0	0	0	1	1	0	0	1	35	-1	-1	-1	-1	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	120	255	0	0	0	1	1	0	3800	39	64	89	44	68	87	1600	1600	1600	8	9	10	11	12	13	1	0	6	nihlathak_clone1	corruptedbarb1	darkwarehouser	veteranparttimer	darkclerk	darkbouncer																					nihlathak_clone1	corruptedbarb1	darkwarehouser	veteranparttimer	darkclerk	darkbouncer																				nihlathak_clone1	corruptedbarb1	darkwarehouser	veteranparttimer	darkclerk	darkbouncer																																0	46	255	Hell1	To Hell1	A5L23	48	49	0	0	0	0	0	0	90	60	0	0	0	0	0	0	0
Act 5 - Hell 2	126	3	4			93	200	200	200	200	200	200	2500	1484	0	1	0	0	0	0	1	1	0	0	1	35	-1	-1	-1	-1	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	120	255	0	0	0	1	1	0	3800	39	64	89	44	68	88	1600	1600	1600	8	9	10	11	12	13	1	0	5	corruptedbarb2	factoryscavenger	skeletonwarrior	factorydust	electricleakage																						corruptedbarb2	factoryscavenger	skeletonwarrior	factorydust	electricleakage																					corruptedbarb2	factoryscavenger	skeletonwarrior	factorydust	electricleakage																																	0	46	255	Hell2	To Hell2	A5L24	48	49	0	0	0	0	0	0	90	60	0	0	0	0	0	0	0
