Treasure Class	group	level	Picks	Unique	Set	Rare	Magic	NoDrop	Item1	Prob1	Item2	Prob2	Item3	Prob3	Item4	Prob4	Item5	Prob5	Item6	Prob6	Item7	Prob7	Item8	Prob8	Item9	Prob9	Item10	Prob10	SumItems	TotalProb	DropChance	Term
Act 2 (H) Champ A	13	69	-2					0	Act 2 (H) Citem A	1	Cpot 7	1																				0
Act 2 (H) Champ B	13	71	-2					0	Act 2 (H) Citem B	1	Cpot 7	1																				0
Act 2 (H) Champ C	13	72	-2					0	Act 2 (H) Citem C	1	Cpot 7	1																				0
Act 3 (H) Champ A	13	74	-2					0	Act 3 (H) Citem A	1	Cpot 7	1																				0
Act 3 (H) Champ B	13	75	-2					0	Act 3 (H) Citem B	1	Cpot 7	1																				0
Act 3 (H) Champ C	13	77	-2					0	Act 3 (H) Citem C	1	Cpot 7	1																				0
Act 4 (H) Champ A	13	78	-2					0	Act 4 (H) Citem A	1	Cpot 7	1																				0
Act 4 (H) Champ B	13	80	-2					0	Act 4 (H) Citem B	1	Cpot 7	1																				0
Act 5 (H) Champ A	13	81	-2					0	Act 5 (H) Citem A	1	Cpot 7	1																				0
Act 5 (H) Champ B	13	83	-2					0	Act 5 (H) Citem B	1	Cpot 7	1																				0
Act 5 (H) Champ C	13	85	-2					0	Act 5 (H) Citem C	1	Cpot 7	1																				0
Council			3	682	682	682	682	50	Gold	30	Act 4 Equip A	50	Act 4 Junk	14	Act 4 UGood	6																0
Council (N)			3	682	682	682	682	50	Gold	30	Act 4 (N) Equip A	50	Act 4 (N) Junk	14	Act 4 (N) UGood	6																0
Council (H)			3	682	682	682	682	50	Gold	30	Act 4 (H) Equip A	50	Act 4 (H) Junk	14	Act 4 (H) UGood	6																0
Act 1 Uitem A	14	0	1	820	820	820	1024	0	Act 1 Equip A	93	Act 1 UGood	7																				0
Act 1 Uitem B	14	5	1	820	820	820	1024	0	Act 1 Equip B	93	Act 1 UGood	7																				0
Act 1 Uitem C	14	9	1	820	820	820	1024	0	Act 1 Equip C	93	Act 1 UGood	7																				0
Act 2 Uitem A	14	12	1	820	820	820	1024	0	Act 2 Equip A	93	Act 2 UGood	7																				0
Act 2 Uitem B	14	15	1	820	820	820	1024	0	Act 2 Equip B	93	Act 2 UGood	7																				0
Act 2 Uitem C	14	18	1	820	820	820	1024	0	Act 2 Equip C	93	Act 3 UGood	7																				0
Act 3 Uitem A	14	20	1	820	820	820	1024	0	Act 3 Equip A	93	Act 3 UGood	7																				0
Act 3 Uitem B	14	22	1	820	820	820	1024	0	Act 3 Equip B	93	Act 3 UGood	7																				0
Act 3 Uitem C	14	24	1	820	820	820	1024	0	Act 3 Equip C	93	Act 3 UGood	7																				0
Act 4 Uitem A	14	26	1	820	820	820	1024	0	Act 4 Equip A	93	Act 4 UGood	7																				0
Act 4 Uitem B	14	29	1	820	820	820	1024	0	Act 4 Equip B	93	Act 4 UGood	7																				0
Act 5 Uitem A	14	32	1	820	820	820	1024	0	Act 5 Equip A	93	Act 5 UGood	7																				0
Act 5 Uitem B	14	34	1	820	820	820	1024	0	Act 5 Equip B	93	Act 5 UGood	7																				0
Act 5 Uitem C	14	36	1	820	820	820	1024	0	Act 5 Equip C	93	Act 5 UGood	7																				0
Act 1 (N) Uitem A	14	38	1	820	820	820	1024	0	Act 1 (N) Equip A	93	Act 1 (N) UGood	7																				0
Act 1 (N) Uitem B	14	40	1	820	820	820	1024	0	Act 1 (N) Equip B	93	Act 1 (N) UGood	7																				0
Act 1 (N) Uitem C	14	41	1	820	820	820	1024	0	Act 1 (N) Equip B	93	Act 1 (N) UGood	7																				0
Act 2 (N) Uitem A	14	42	1	820	820	820	1024	0	Act 2 (N) Equip A	93	Act 2 (N) UGood	7																				0
Act 2 (N) Uitem B	14	44	1	820	820	820	1024	0	Act 2 (N) Equip B	93	Act 2 (N) UGood	7																				0
Act 2 (N) Uitem C	14	45	1	820	820	820	1024	0	Act 2 (N) Equip B	93	Act 2 (N) UGood	7																				0
Act 3 (N) Uitem A	14	46	1	820	820	820	1024	0	Act 3 (N) Equip A	93	Act 3 (N) UGood	7																				0
Act 3 (N) Uitem B	14	48	1	820	820	820	1024	0	Act 3 (N) Equip B	93	Act 3 (N) UGood	7																				0
Act 3 (N) Uitem C	14	50	1	820	820	820	1024	0	Act 3 (N) Equip B	93	Act 3 (N) UGood	7																				0
Act 4 (N) Uitem A	14	51	1	820	820	820	1024	0	Act 4 (N) Equip A	93	Act 4 (N) UGood	7																				0
Act 4 (N) Uitem B	14	54	1	820	820	820	1024	0	Act 4 (N) Equip B	93	Act 4 (N) UGood	7																				0
Act 5 (N) Uitem A	14	57	1	820	820	820	1024	0	Act 5 (N) Equip A	93	Act 5 (N) UGood	7																				0
Act 5 (N) Uitem B	14	60	1	820	820	820	1024	0	Act 5 (N) Equip B	93	Act 5 (N) UGood	7																				0
Act 5 (N) Uitem C	14	62	1	820	820	820	1024	0	Act 5 (N) Equip C	93	Act 5 (N) UGood	7																				0
Act 1 (H) Uitem A	14	63	1	820	820	820	1024	0	Act 1 (H) Equip A	93	Act 1 (H) UGood	7																				0
Act 1 (H) Uitem B	14	66	1	820	820	820	1024	0	Act 1 (H) Equip B	93	Act 1 (H) UGood	7																				0
Act 1 (H) Uitem C	14	68	1	820	820	820	1024	0	Act 1 (H) Equip B	93	Act 1 (H) UGood	7																				0
Act 2 (H) Uitem A	14	69	1	820	820	820	1024	0	Act 2 (H) Equip A	93	Act 2 (H) UGood	7																				0
Act 2 (H) Uitem B	14	71	1	820	820	820	1024	0	Act 2 (H) Equip B	93	Act 2 (H) UGood	7																				0
Act 2 (H) Uitem C	14	72	1	820	820	820	1024	0	Act 2 (H) Equip B	93	Act 2 (H) UGood	7																				0
Act 3 (H) Uitem A	14	74	1	820	820	820	1024	0	Act 3 (H) Equip A	93	Act 3 (H) UGood	7																				0
Act 3 (H) Uitem B	14	75	1	820	820	820	1024	0	Act 3 (H) Equip B	93	Act 3 (H) UGood	7																				0
Act 3 (H) Uitem C	14	77	1	820	820	820	1024	0	Act 3 (H) Equip B	93	Act 3 (H) UGood	7																				0
Act 4 (H) Uitem A	14	78	1	820	820	820	1024	0	Act 4 (H) Equip A	93	Act 4 (H) UGood	7																				0
Act 4 (H) Uitem B	14	80	1	820	820	820	1024	0	Act 4 (H) Equip B	93	Act 4 (H) UGood	7																				0
Act 5 (H) Uitem A	14	81	1	820	820	820	1024	0	Act 5 (H) Equip A	93	Act 5 (H) UGood	7																				0
Act 5 (H) Uitem B	14	83	1	820	820	820	1024	0	Act 5 (H) Equip B	93	Act 5 (H) UGood	7																				0
Act 5 (H) Uitem C	14	85	1	820	820	820	1024	0	Act 5 (H) Equip C	93	Act 5 (H) UGood	7																				0
Act 1 Unique A	15	0	-2					0	Act 1 Uitem A	1	Cpot 1	1																				0
Act 1 Unique B	15	5	-2					0	Act 1 Uitem B	1	Cpot 1	1																				0
Act 1 Unique C	15	9	-2					0	Act 1 Uitem C	1	Cpot 1	1																				0
Act 2 Unique A	15	12	-2					0	Act 2 Uitem A	1	Cpot 2	1																				0
Act 2 Unique B	15	15	-2					0	Act 2 Uitem B	1	Cpot 2	1																				0
Act 2 Unique C	15	18	-2					0	Act 2 Uitem C	1	Cpot 2	1																				0
Act 3 Unique A	15	20	-2					0	Act 3 Uitem A	1	Cpot 3	1																				0
Act 3 Unique B	15	22	-2					0	Act 3 Uitem B	1	Cpot 3	1																				0
Act 3 Unique C	15	24	-2					0	Act 3 Uitem C	1	Cpot 3	1																				0
Act 4 Unique A	15	26	-2					0	Act 4 Uitem A	1	Cpot 4	1																				0
Act 4 Unique B	15	29	-2					0	Act 4 Uitem B	1	Cpot 4	1																				0
Act 5 Unique A	15	32	-2					0	Act 5 Uitem A	1	Cpot 5	1																				0
Act 5 Unique B	15	34	-2					0	Act 5 Uitem B	1	Cpot 5	1																				0
Act 5 Unique C	15	36	-2					0	Act 5 Uitem C	1	Cpot 5	1																				0
Act 1 (N) Unique A	15	38	-2					0	Act 1 (N) Uitem A	1	Cpot 6	1																				0
Act 1 (N) Unique B	15	40	-2					0	Act 1 (N) Uitem B	1	Cpot 6	1																				0
Act 1 (N) Unique C	15	41	-2					0	Act 1 (N) Uitem C	1	Cpot 6	1																				0
Act 2 (N) Unique A	15	42	-2					0	Act 2 (N) Uitem A	1	Cpot 6	1																				0
Act 2 (N) Unique B	15	44	-2					0	Act 2 (N) Uitem B	1	Cpot 6	1																				0
Act 2 (N) Unique C	15	45	-2					0	Act 2 (N) Uitem C	1	Cpot 6	1																				0
Act 3 (N) Unique A	15	46	-2					0	Act 3 (N) Uitem A	1	Cpot 6	1																				0
Act 3 (N) Unique B	15	48	-2					0	Act 3 (N) Uitem B	1	Cpot 6	1																				0
Act 3 (N) Unique C	15	50	-2					0	Act 3 (N) Uitem C	1	Cpot 6	1																				0
Act 4 (N) Unique A	15	51	-2					0	Act 4 (N) Uitem A	1	Cpot 6	1																				0
Act 4 (N) Unique B	15	54	-2					0	Act 4 (N) Uitem B	1	Cpot 6	1																				0
Act 5 (N) Unique A	15	57	-2					0	Act 5 (N) Uitem A	1	Cpot 6	1																				0
Act 5 (N) Unique B	15	60	-2					0	Act 5 (N) Uitem B	1	Cpot 6	1																				0
Act 5 (N) Unique C	15	62	-2					0	Act 5 (N) Uitem C	1	Cpot 6	1																				0
Act 1 (H) Unique A	15	63	-2					0	Act 1 (H) Uitem A	1	Cpot 7	1																				0
Act 1 (H) Unique B	15	66	-2					0	Act 1 (H) Uitem B	1	Cpot 7	1																				0
Act 1 (H) Unique C	15	68	-2					0	Act 1 (H) Uitem C	1	Cpot 7	1																				0
Act 2 (H) Unique A	15	69	-2					0	Act 2 (H) Uitem A	1	Cpot 7	1																				0
Act 2 (H) Unique B	15	71	-2					0	Act 2 (H) Uitem B	1	Cpot 7	1																				0
Act 2 (H) Unique C	15	72	-2					0	Act 2 (H) Uitem C	1	Cpot 7	1																				0
Act 3 (H) Unique A	15	74	-2					0	Act 3 (H) Uitem A	1	Cpot 7	1																				0
Act 3 (H) Unique B	15	75	-2					0	Act 3 (H) Uitem B	1	Cpot 7	1																				0
Act 3 (H) Unique C	15	77	-2					0	Act 3 (H) Uitem C	1	Cpot 7	1																				0
Act 4 (H) Unique A	15	78	-2					0	Act 4 (H) Uitem A	1	Cpot 7	1																				0
Act 4 (H) Unique B	15	80	-2					0	Act 4 (H) Uitem B	1	Cpot 7	1																				0
Act 5 (H) Unique A	15	81	-2					0	Act 5 (H) Uitem A	1	Cpot 7	1																				0
Act 5 (H) Unique B	15	83	-2					0	Act 5 (H) Uitem B	1	Cpot 7	1																				0
Act 5 (H) Unique C	15	85	-2					0	Act 5 (H) Uitem C	1	Cpot 7	1																				0
Act 1 Super A			3	864	864	864	1024	25	"gld,mul=2048"	20	Act 1 Equip A	40	Act 1 Junk	10	Act 1 UGood	5	Sets01	1														0
Act 1 Super B			3	864	864	864	1024	25	"gld,mul=2048"	20	Act 1 Equip B	40	Act 1 Junk	10	Act 1 UGood	5	Sets01	1														0
Act 1 Super C			3	864	864	864	1024	25	"gld,mul=2048"	20	Act 1 Equip C	40	Act 1 Junk	10	Act 1 UGood	5	Sets01	1														0
Act 2 Super A			3	864	864	864	1024	25	"gld,mul=2048"	20	Act 2 Equip A	40	Act 2 Junk	10	Act 2 UGood	5																0
Act 2 Super B			3	864	864	864	1024	25	"gld,mul=2048"	20	Act 2 Equip B	40	Act 2 Junk	10	Act 2 UGood	5																0
Act 2 Super C			3	864	864	864	1024	25	"gld,mul=2048"	20	Act 2 Equip C	40	Act 2 Junk	10	Act 2 UGood	5																0
Act 3 Super A			3	864	864	864	1024	25	"gld,mul=2048"	20	Act 3 Equip A	40	Act 3 Junk	10	Act 3 UGood	5																0
Act 3 Super B			3	864	864	864	1024	25	"gld,mul=2048"	20	Act 3 Equip B	40	Act 3 Junk	10	Act 3 UGood	5																0
Act 3 Super C			3	864	864	864	1024	25	"gld,mul=2048"	20	Act 3 Equip C	40	Act 3 Junk	10	Act 3 UGood	5																0
Act 4 Super A			3	864	864	864	1024	25	"gld,mul=2048"	20	Act 4 Equip A	40	Act 4 Junk	10	Act 4 UGood	5																0
Act 4 Super B			3	864	864	864	1024	25	"gld,mul=2048"	20	Act 4 Equip B	40	Act 4 Junk	10	Act 4 UGood	5																0
Act 5 Super A			3	864	864	864	1024	25	"gld,mul=2048"	20	Act 5 Equip A	40	Act 5 Junk	10	Act 5 UGood	5																0
Act 5 Super B			3	864	864	864	1024	25	"gld,mul=2048"	20	Act 5 Equip B	40	Act 5 Junk	10	Act 5 UGood	5																0
Act 5 Super C			3	864	864	864	1024	25	"gld,mul=2048"	20	Act 5 Equip C	40	Act 5 Junk	10	Act 5 UGood	5																0
Act 1 (N) Super A			3	864	864	864	1024	25	"gld,mul=2048"	20	Act 1 (N) Equip A	40	Act 1 (N) Junk	10	Act 1 (N) UGood	5																0
Act 1 (N) Super B			3	864	864	864	1024	25	"gld,mul=2048"	20	Act 1 (N) Equip B	40	Act 1 (N) Junk	10	Act 1 (N) UGood	5																0
Act 1 (N) Super C			3	864	864	864	1024	25	"gld,mul=2048"	20	Act 1 (N) Equip C	40	Act 1 (N) Junk	10	Act 1 (N) UGood	5																0
Act 2 (N) Super A			3	864	864	864	1024	25	"gld,mul=2048"	20	Act 2 (N) Equip A	40	Act 2 (N) Junk	10	Act 2 (N) UGood	5																0
Act 2 (N) Super B			3	864	864	864	1024	25	"gld,mul=2048"	20	Act 2 (N) Equip B	40	Act 2 (N) Junk	10	Act 2 (N) UGood	5																0
Act 2 (N) Super C			3	864	864	864	1024	25	"gld,mul=2048"	20	Act 2 (N) Equip C	40	Act 2 (N) Junk	10	Act 2 (N) UGood	5																0
Act 3 (N) Super A			3	864	864	864	1024	25	"gld,mul=2048"	20	Act 3 (N) Equip A	40	Act 3 (N) Junk	10	Act 3 (N) UGood	5																0
Act 3 (N) Super B			3	864	864	864	1024	25	"gld,mul=2048"	20	Act 3 (N) Equip B	40	Act 3 (N) Junk	10	Act 3 (N) UGood	5																0
Act 3 (N) Super C			3	864	864	864	1024	25	"gld,mul=2048"	20	Act 3 (N) Equip C	40	Act 3 (N) Junk	10	Act 3 (N) UGood	5																0
Act 4 (N) Super A			3	864	864	864	1024	25	"gld,mul=2048"	20	Act 4 (N) Equip A	40	Act 4 (N) Junk	10	Act 4 (N) UGood	5																0
Act 4 (N) Super B			3	864	864	864	1024	25	"gld,mul=2048"	20	Act 4 (N) Equip B	40	Act 4 (N) Junk	10	Act 4 (N) UGood	5																0
Act 5 (N) Super A			3	864	864	864	1024	25	"gld,mul=2048"	20	Act 5 (N) Equip A	40	Act 5 (N) Junk	10	Act 5 (N) UGood	5																0
Act 5 (N) Super B			3	864	864	864	1024	25	"gld,mul=2048"	20	Act 5 (N) Equip B	40	Act 5 (N) Junk	10	Act 5 (N) UGood	5																0
Act 5 (N) Super C			3	864	864	864	1024	25	"gld,mul=2048"	20	Act 5 (N) Equip C	40	Act 5 (N) Junk	10	Act 5 (N) UGood	5																0
Act 1 (H) Super A			3	864	864	864	1024	25	"gld,mul=2048"	20	Act 1 (H) Equip A	40	Act 1 (H) Junk	10	Act 1 (H) UGood	5																0
Act 1 (H) Super B			3	864	864	864	1024	25	"gld,mul=2048"	20	Act 1 (H) Equip B	40	Act 1 (H) Junk	10	Act 1 (H) UGood	5																0
Act 1 (H) Super C			3	864	864	864	1024	25	"gld,mul=2048"	20	Act 1 (H) Equip C	40	Act 1 (H) Junk	10	Act 1 (H) UGood	5																0
Act 2 (H) Super A			3	864	864	864	1024	25	"gld,mul=2048"	20	Act 2 (H) Equip A	40	Act 2 (H) Junk	10	Act 2 (H) UGood	5																0
Act 2 (H) Super B			3	864	864	864	1024	25	"gld,mul=2048"	20	Act 2 (H) Equip B	40	Act 2 (H) Junk	10	Act 2 (H) UGood	5																0
Act 2 (H) Super C			3	864	864	864	1024	25	"gld,mul=2048"	20	Act 2 (H) Equip C	40	Act 2 (H) Junk	10	Act 2 (H) UGood	5																0
Act 3 (H) Super A			3	864	864	864	1024	25	"gld,mul=2048"	20	Act 3 (H) Equip A	40	Act 3 (H) Junk	10	Act 3 (H) UGood	5																0
Act 3 (H) Super B			3	864	864	864	1024	25	"gld,mul=2048"	20	Act 3 (H) Equip B	40	Act 3 (H) Junk	10	Act 3 (H) UGood	5																0
Act 3 (H) Super C			3	864	864	864	1024	25	"gld,mul=2048"	20	Act 3 (H) Equip C	40	Act 3 (H) Junk	10	Act 3 (H) UGood	5																0
Act 4 (H) Super A			3	864	864	864	1024	25	"gld,mul=2048"	20	Act 4 (H) Equip A	40	Act 4 (H) Junk	10	Act 4 (H) UGood	5																0
Act 4 (H) Super B			3	864	864	864	1024	25	"gld,mul=2048"	20	Act 4 (H) Equip B	40	Act 4 (H) Junk	10	Act 4 (H) UGood	5																0
Act 5 (H) Super A			3	864	864	864	1024	25	"gld,mul=2048"	20	Act 5 (H) Equip A	40	Act 5 (H) Junk	10	Act 5 (H) UGood	5																0
Act 5 (H) Super B			3	864	864	864	1024	25	"gld,mul=2048"	20	Act 5 (H) Equip B	40	Act 5 (H) Junk	10	Act 5 (H) UGood	5																0
Act 5 (H) Super C			3	864	864	864	1024	25	"gld,mul=2048"	20	Act 5 (H) Equip C	40	Act 5 (H) Junk	10	Act 5 (H) UGood	5																0
HoD			1						hh2	1	isc	1																				0
HoD (N)			1						hh2	3	isc	1																				0
HoD (H)			1						hh2	1																						0
Bloodwitch the Wild			-2						Act 2 Super A	1	HoD	1																				0
Bloodwitch the Wild (N)			-2						Act 2 (N) Super A	1	HoD (N)	1																				0
Bloodwitch the Wild (H)			-2						Act 2 (H) Super A	1	HoD (H)	1																				0
Treehead WoodFist			-3						Act 1 Super C	1		1																				0
Treehead WoodFist (N)			-3						Act 1 (N) Super C	1		1																				0
Treehead WoodFist (H)			-3						Act 1 (H) Super C	1		1																				0
Act 1 Ultra			1	944	944	944	1024	25	"gld,mul=2048"	15	Act 1 Equip C	50	Act 1 Junk	5	Act 1 UGood	5																0
Act 2 Ultra			1	944	944	944	1024	25	"gld,mul=2048"	15	Act 2 Equip C	50	Act 2 Junk	5	Act 2 UGood	5																0
Act 3 Ultra			1	944	944	944	1024	25	"gld,mul=2048"	15	Act 3 Equip C	50	Act 3 Junk	5	Act 3 UGood	5																0
Act 4 Ultra			1	944	944	944	1024	25	"gld,mul=2048"	15	Act 4 Equip B	50	Act 4 Junk	5	Act 4 UGood	5																0
Act 5 Ultra			1	944	944	944	1024	25	"gld,mul=2048"	15	Act 5 Equip C	50	Act 5 Junk	5	Act 5 UGood	5																0
Act 1 (N) Ultra			1	944	944	944	1024	25	"gld,mul=2048"	15	Act 1 (N) Equip C	50	Act 1 (N) Junk	5	Act 1 (N) UGood	5																0
Act 2 (N) Ultra			1	944	944	944	1024	25	"gld,mul=2048"	15	Act 2 (N) Equip C	50	Act 2 (N) Junk	5	Act 2 (N) UGood	5																0
Act 3 (N) Ultra			1	944	944	944	1024	25	"gld,mul=2048"	15	Act 3 (N) Equip C	50	Act 3 (N) Junk	5	Act 3 (N) UGood	5																0
Act 4 (N) Ultra			1	944	944	944	1024	25	"gld,mul=2048"	15	Act 4 (N) Equip B	50	Act 4 (N) Junk	5	Act 4 (N) UGood	5																0
Act 5 (N) Ultra			1	944	944	944	1024	25	"gld,mul=2048"	15	Act 5 (N) Equip C	50	Act 5 (N) Junk	5	Act 5 (N) UGood	5																0
Act 1 (H) Ultra			1	944	944	944	1024	25	"gld,mul=2048"	15	Act 1 (H) Equip C	50	Act 1 (H) Junk	5	Act 1 (H) UGood	5																0
Act 2 (H) Ultra			1	944	944	944	1024	25	"gld,mul=2048"	15	Act 2 (H) Equip C	50	Act 2 (H) Junk	5	Act 2 (H) UGood	5																0
Act 3 (H) Ultra			1	944	944	944	1024	25	"gld,mul=2048"	15	Act 3 (H) Equip C	50	Act 3 (H) Junk	5	Act 3 (H) UGood	5																0
Act 4 (H) Ultra			1	944	944	944	1024	25	"gld,mul=2048"	15	Act 4 (H) Equip B	50	Act 4 (H) Junk	5	Act 4 (H) UGood	5																0
Act 5 (H) Ultra			1	944	944	944	1024	25	"gld,mul=2048"	15	Act 5 (H) Equip C	50	Act 5 (H) Junk	5	Act 5 (H) UGood	5																0
Act 5 Uber			1	960	960	960	1024	25	"gld,mul=2048"	15	Act 5 Equip C	50	Act 5 Junk	5	Act 5 UGood	5																0
Act 5 (N) Uber			1	960	960	960	1024	25	"gld,mul=2048"	15	Act 5 (N) Equip C	50	Act 5 (N) Junk	5	Act 5 (N) UGood	5																0
Act 5 (H) Uber			1	960	960	960	1024	25	"gld,mul=2048"	15	Act 5 (H) Equip C	50	Act 5 (H) Junk	5	Act 5 (H) UGood	5																0
Countess Rune			1						Runes 4	1	Runes 2	1																				0
Countess Rune (N)			1						Runes 9	1	Runes 4	1																				0
Countess Rune (H)			1						Runes 14	1	Runes 9	1																				0
Countess			-5						Act 1 Ultra	4	Countess Rune	1																				0
Countess (N)			-5						Act 1 (N) Ultra	4	Countess Rune (N)	1																				0
Countess (H)			-5						Act 1 (H) Ultra	4	Countess Rune (H)	1																				0
Blood Raven			5						Act 1 Ultra	900	Uni Ore 11	1																				0
Blood Raven (N)			5						Act 1 (N) Ultra	600	Uni Ore 11	1																				0
Blood Raven (H)			5						Act 1 (H) Ultra	300	Uni Ore 11	1																				0
Griswold			5						Act 1 Ultra	900	Uni Ore 9	1																				0
Griswold (N)			5						Act 1 (N) Ultra	600	Uni Ore 9	1																				0
Griswold (H)			5						Act 1 (H) Ultra	300	Uni Ore 9	1																				0
Radament			5						Act 2 Ultra	900	Uni Ore 8	1																				0
Radament (N)			5						Act 2 (N) Ultra	600	Uni Ore 8	1																				0
Radament (H)			5						Act 2 (H) Ultra	300	Uni Ore 8	1																				0
Summoner			5						Act 2 Ultra	900	Uni Ore 7	1																				0
Summoner (N)			5						Act 2 (N) Ultra	600	Uni Ore 7	1																				0
Summoner (H)			5						Act 2 (H) Ultra	200	Uni Ore 7	1																				0
Sarina			5						Act 5 Ultra	900	Uni Ore 11	1																				0
Sarina (N)			5						Act 5 (H) Ultra	600	Uni Ore 11	1																				0
Sarina (H)			5						Act 5 (H) Ultra	300	Uni Ore 11	1																				0
Izual			5						Act 4 Ultra	180	Scrolls 5	1																				0
Izual (N)			5						Act 4 (N) Ultra	120	Scrolls 10	1																				0
Izual (H)			5						Act 4 (H) Ultra	60	Scrolls 15	1																				0
Haphesto			5						Act 4 Ultra	900	Uni Ore 6	1																				0
Haphesto (N)			5						Act 4 (N) Ultra	600	Uni Ore 6	1																				0
Haphesto (H)			5						Act 4 (H) Ultra	300	Uni Ore 6	1																				0
Seal			3						Act 4 Ultra	900	Uni Ore 2	1																				0
Seal (N)			3						Act 4 (N) Ultra	600	Uni Ore 2	1																				0
Seal (H)			3						Act 4 (H) Ultra	300	Uni Ore 2	1																				0
Cow King			5						Act 5 Ultra	1																						0
Cow King (N)			5						Act 5 (H) Ultra	1																						0
Cow King (H)			5						Act 5 (H) Ultra	1																						0
Treant King			6						Act 5 Uber	1080	Uni Ore 10	1																				0
Treant King (N)			6						Act 5 (N) Uber	720	Uni Ore 10	1																				0
Treant King (H)			6						Act 5 (H) Uber	360	Uni Ore 10	1																				0
Reporb			6						Act 5 Uber	1080	Uni Ore 6	1																				0
Reporb (N)			6						Act 5 (N) Uber	720	Uni Ore 6	1																				0
Reporb (H)			6						Act 5 (H) Uber	360	Uni Ore 6	1																				0
Reziarfg			6						Act 5 Uber	1080	Uni Ore 8	1																				0
Reziarfg (N)			6						Act 5 (N) Uber	720	Uni Ore 8	1																				0
Reziarfg (H)			6						Act 5 (H) Uber	360	Uni Ore 8	1																				0
Guardian0			6						Act 5 Uber	1080	Uni Ore 1	1																				0
Guardian0 (N)			6						Act 5 (N) Uber	720	Uni Ore 1	1																				0
Guardian0 (H)			6						Act 5 (H) Uber	360	Uni Ore 1	1																				0
Guardian1			6						Act 5 Uber	1080	Uni Ore 11	1																				0
Guardian1 (N)			6						Act 5 (N) Uber	720	Uni Ore 11	1																				0
Guardian1 (H)			6						Act 5 (H) Uber	360	Uni Ore 11	1																				0
Guardian2			6						Act 5 Uber	1080	Uni Ore 0	1																				0
Guardian2 (N)			6						Act 5 (N) Uber	720	Uni Ore 0	1																				0
Guardian2 (H)			6						Act 5 (H) Uber	360	Uni Ore 0	1																				0
Guardian3			6						Act 5 Uber	1080	Uni Ore 9	1																				0
Guardian3 (N)			6						Act 5 (N) Uber	720	Uni Ore 9	1																				0
Guardian3 (H)			6						Act 5 (H) Uber	360	Uni Ore 9	1																				0
Guardian4			6						Act 5 Uber	1080	Uni Ore 7	1																				0
Guardian4 (N)			6						Act 5 (N) Uber	720	Uni Ore 7	1																				0
Guardian4 (H)			6						Act 5 (H) Uber	360	Uni Ore 7	1																				0
Act 1  Boss			1	960	960	960	1024	15	"gld,mul=3072"	10	Act 3 Equip A	55	Act 3 Junk	8	Act 3 UGood	7																0
Act 1 (N) Boss			1	960	960	960	1024	15	"gld,mul=3072"	10	Act 3 (N) Equip A	55	Act 3 (N) Junk	8	Act 3 (N) UGood	7																0
Act 1 (H) Boss			1	960	960	960	1024	15	"gld,mul=3072"	10	Act 3 (H) Equip A	55	Act 3 (H) Junk	8	Act 3 (H) UGood	7																0
Act 2  Boss			1	960	960	960	1024	15	"gld,mul=3072"	10	Act 4 Equip A	55	Act 4 Junk	8	Act 4 UGood	7																0
Act 2 (N) Boss			1	960	960	960	1024	15	"gld,mul=3072"	10	Act 4 (N) Equip A	55	Act 4 (N) Junk	8	Act 4 (N) UGood	7																0
Act 2 (H) Boss			1	960	960	960	1024	15	"gld,mul=3072"	10	Act 4 (H) Equip A	55	Act 4 (H) Junk	8	Act 4 (H) UGood	7																0
Act 3  Boss			1	960	960	960	1024	15	"gld,mul=3072"	10	Act 4 Equip B	55	Act 4 Junk	8	Act 4 UGood	7																0
Act 3 (N) Boss			1	960	960	960	1024	15	"gld,mul=3072"	10	Act 4 (N) Equip B	55	Act 4 (N) Junk	8	Act 4 (N) UGood	7																0
Act 3 (H) Boss			1	960	960	960	1024	15	"gld,mul=3072"	10	Act 4 (H) Equip B	55	Act 4 (H) Junk	8	Act 4 (H) UGood	7																0
Act 4  Boss			1	960	960	960	1024	15	"gld,mul=3072"	10	Act 5 Equip A	55	Act 5 Junk	8	Act 5 UGood	7																0
Act 4 (N) Boss			1	960	960	960	1024	15	"gld,mul=3072"	10	Act 5 (N) Equip A	55	Act 5 (N) Junk	8	Act 5 (N) UGood	7																0
Act 4 (H) Boss			1	960	960	960	1024	15	"gld,mul=3072"	10	Act 5 (H) Equip A	55	Act 5 (H) Junk	8	Act 5 (H) UGood	7																0
Act 5  Boss			1	960	960	960	1024	15	"gld,mul=3072"	10	Act 5 Equip C	55	Act 5 Junk	8	Act 5 UGood	7																0
Act 5 (N) Boss			1	960	960	960	1024	15	"gld,mul=3072"	10	Act 5 (N) Equip C	55	Act 5 (N) Junk	8	Act 5 (N) UGood	7																0
Act 5 (H) Boss			1	960	960	960	1024	15	"gld,mul=3072"	10	Act 5 (H) Equip C	55	Act 5 (H) Junk	8	Act 5 (H) UGood	7																0
Nihlathak			6						Act 5  Boss	1080	Uni Ore 0	1																				0
Nihlathak (N)			6						Act 5 (N) Boss	720	Uni Ore 0	1																				0
Nihlathak (H)			6						Act 5 (H) Boss	260	Uni Ore 0	1																				0
Andariel			6						Act 1  Boss	1080	Uni Ore 5	1																				0
Andariel (N)			6						Act 1 (N) Boss	720	Uni Ore 5	1																				0
Andariel (H)			6						Act 1 (H) Boss	360	Uni Ore 5	1																				0
