name	*name	szFlavorText	compactsave	version	level	levelreq	rarity	spawnable	speed	nodurability	cost	gamble cost	code	alternategfx	namestr	auto prefix	component	invwidth	invheight	hasinv	gemsockets	gemapplytype	flippyfile	invfile	uniqueinvfile	special	Transmogrify	TMogType	TMogMin	TMogMax	useable	throwable	type	type2	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	lightradius	belt	autobelt	stackable	minstack	maxstack	spawnstack	quest	questdiffcheck	missiletype	spellicon	pSpell	state	cstate1	cstate2	len	stat1	calc1	stat2	calc2	stat3	calc3	spelldesc	spelldescstr	spelldesccalc	durwarning	qntwarning	gemoffset	BetterGem	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HraltiMin	HraltiMax	HraltiMagicMin	HraltiMagicMax	HraltiMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	DrehyaMin	DrehyaMax	DrehyaMagicMin	DrehyaMagicMax	DrehyaMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	Source Art	Game Art	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	PermStoreItem	multibuy	Nameable	*eol
Multi Stocker	Multi Stocker		0	0	0	0	1	1	0	1	500		t68	t68	can8		16	1	1	0	0	0	flpflag	invs-flag			0	xxx			0	0	can8		item_woodshield	12	item_woodshield	0	0	5	0	0	0	0	0	0	0			0	-1												1	t68		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx				0
Multi Stocker	Multi Stocker		0	0	0	0	1	1	0	1	500		t69	t69	can8		16	1	1	0	0	0	flprin	invs-donut			0	xxx			0	0	can8		item_woodshield	12	item_woodshield	0	0	5	0	0	0	0	0	0	0			0	-1												1	t69		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx				0
Multi Stocker	Multi Stocker		0	0	0	0	1	1	0	1	500		t70	t70	can8		16	1	1	0	0	0	flpscr	invs-cpn1			0	xxx			0	0	can8		item_woodshield	12	item_woodshield	0	0	5	0	0	0	0	0	0	0			0	-1												1	t70		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx				0
Multi Stocker	Multi Stocker		0	0	0	0	1	1	0	1	500		t71	t71	can8		16	1	1	0	0	0	flpscr	invs-cpn1			0	xxx			0	0	can8		item_woodshield	12	item_woodshield	0	0	5	0	0	0	0	0	0	0			0	-1												1	t71		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx				0
Multi Stocker	Multi Stocker		0	0	0	0	1	1	0	1	500		t72	t72	can8		16	1	1	0	0	0	flpscr	invs-cpn1			0	xxx			0	0	can8		item_woodshield	12	item_woodshield	0	0	5	0	0	0	0	0	0	0			0	-1												1	t72		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx				0
Multi Stocker	Multi Stocker		0	0	0	0	1	1	0	1	500		t73	t73	can8		16	1	1	0	0	0	flpscr	invs-cpn1			0	xxx			0	0	can8		item_woodshield	12	item_woodshield	0	0	5	0	0	0	0	0	0	0			0	-1												1	t73		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx				0
Multi Stocker	Multi Stocker		0	0	0	0	1	1	0	1	500		t74	t74	can8		16	1	1	0	0	0	flpvpl	invs-vpl			0	xxx			0	0	can8		item_woodshield	12	item_woodshield	0	0	5	0	0	0	0	0	0	0			0	-1												1	t74		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx				0
Multi Stocker	Multi Stocker		0	0	0	0	1	1	0	1	500		t76	t76	can8		16	1	1	0	0	0	flprun	invorbofcorruptiongreen			0	xxx			0	0	can8		item_woodshield	12	item_woodshield	0	0	5	0	0	0	0	0	0	0			0	-1												1	t76		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx				0
FAQ Scroll	FAQ Scroll		1	0	0	0	1	1	0	1	1		fq0	fq0	fq0		16	1	1	0	0	0	flpscr	invscbsw			0	xxx			0	0	cube		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	fq0desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx				0
FAQ Scroll	FAQ Scroll		1	0	0	0	1	1	0	1	1		fq1	fq1	fq1		16	1	1	0	0	0	flpscr	invscbsw			0	xxx			0	0	cube		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	fq1desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx				0
FAQ Scroll	FAQ Scroll		1	0	0	0	1	1	0	1	1		fq2	fq2	fq2		16	1	1	0	0	0	flpscr	invscbsw			0	xxx			0	0	cube		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	fq2desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx				0
FAQ Scroll	FAQ Scroll		1	0	0	0	1	1	0	1	1		fq3	fq3	fq3		16	1	1	0	0	0	flpscr	invscbsw			0	xxx			0	0	cube		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	fq3desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx				0
FAQ Scroll	FAQ Scroll		1	0	0	0	1	1	0	1	1		fq4	fq4	fq4		16	1	1	0	0	0	flpscr	invscbsw			0	xxx			0	0	cube		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	fq4desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx				0
FAQ Scroll	FAQ Scroll		1	0	0	0	1	1	0	1	1		fq5	fq5	fq5		16	1	1	0	0	0	flpscr	invscbsw			0	xxx			0	0	cube		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	fq5desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx				0
FAQ Scroll	FAQ Scroll		1	0	0	0	1	1	0	1	1		fq6	fq6	fq6		16	1	1	0	0	0	flpscr	invscbsw			0	xxx			0	0	cube		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	fq6desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx				0
FAQ Scroll	FAQ Scroll		1	0	0	0	1	1	0	1	1		fq7	fq7	fq7		16	1	1	0	0	0	flpscr	invscbsw			0	xxx			0	0	cube		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	fq7desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx				0
FAQ Scroll	FAQ Scroll		1	0	0	0	1	1	0	1	1		fq8	fq8	fq8		16	1	1	0	0	0	flpscr	invscbsw			0	xxx			0	0	cube		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	fq8desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx				0
FAQ Scroll	FAQ Scroll		1	0	0	0	1	1	0	1	1		fq9	fq9	fq9		16	1	1	0	0	0	flpscr	invscbsw			0	xxx			0	0	cube		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	fq9desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx				0
Tokenizer	Tokenizer		1	0	0	0	1	1	0	1	2500		tkz	tkz	tkz		16	1	1	0	0	0	flpkey	invtknzer			0	xxx			0	0	cube		item_amulet	12	item_amulet	0	0	5	0	0	0	0	0	0	0			0	-1												1	tkzdesc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx				0
Small Charm	Small Charm		0	100	14	0	4	1	0	1	1500	40000	cx1	rld	cm1		16	1	1	0	0	0	flpchm1	invch1			0	xxx			0	0	scha		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	8	0	xxx	xxx				0
Large Charm	Large Charm		0	100	7	0	4	1	0	1	1500	40000	cx2	rda	cm2		16	1	2	0	0	0	flpchm2	invch2			0	xxx			0	0	mcha		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	8	0	xxx	xxx				0
Grand Charm	Grand Charm		0	100	1	0	4	1	0	1	1500	40000	cx3	rgd	cm3		16	1	3	0	0	0	flpchm3	invch3			0	xxx			0	0	lcha		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	8	0	xxx	xxx				0
Diablo's Shard	Diablo's Shard		0	0	1	20	1	1	0	1	1		mc0	mc0	mc0		16	1	1	0	0	0	flpchm1	invch11			0	xxx			0	0	zcha		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	8	0	xxx	xxx				0
Wave's Shard	Wave's Shard		0	0	1	45	1	1	0	1	1		mc1	mc1	mc1		16	1	1	0	0	0	flpchm1	invch11			0	xxx			0	0	zcha		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	8	0	xxx	xxx				0
Ihsan's Shard	Ihsan's Shard		0	0	1	60	1	1	0	1	1		mc2	mc2	mc2		16	1	1	0	0	0	flpchm1	invch11			0	xxx			0	0	zcha		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	8	0	xxx	xxx				0
Lich's Shard	Lich's Shard		0	0	1	45	1	1	0	1	1		mc3	mc3	mc3		16	1	1	0	0	0	flpchm1	invch11			0	xxx			0	0	zcha		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	8	0	xxx	xxx				0
Angel's Shard	Angel's Shard		0	0	1	70	1	1	0	1	1		mc4	mc4	mc4		16	1	1	0	0	0	flpchm1	invch11			0	xxx			0	0	zcha		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	8	0	xxx	xxx				0
Kain's Shard	Kain's Shard		0	0	1	30	1	1	0	1	1		mc5	mc5	mc5		16	1	1	0	0	0	flpchm1	invch11			0	xxx			0	0	zcha		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	8	0	xxx	xxx				0
Sarevok's Shard	Sarevok's Shard		0	0	1	70	1	1	0	1	1		mc6	mc6	mc6		16	1	1	0	0	0	flpchm1	invch11			0	xxx			0	0	zcha		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	8	0	xxx	xxx				0
Jade's Shard	Jade's Shard		0	0	1	60	1	1	0	1	1		mc7	mc7	mc7		16	1	1	0	0	0	flpchm1	invch11			0	xxx			0	0	zcha		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	8	0	xxx	xxx				0
Arion's Shard	Arion's Shard		0	0	1	70	1	1	0	1	1		mc8	mc8	mc8		16	1	1	0	0	0	flpchm1	invch11			0	xxx			0	0	zcha		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	8	0	xxx	xxx				0
Danarak's Shard	Danarak's Shard		0	0	1	30	1	1	0	1	1		mc9	mc9	mc9		16	1	1	0	0	0	flpchm1	invch11			0	xxx			0	0	zcha		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	8	0	xxx	xxx				0
Nature's Shard	Nature's Shard		0	0	1	70	1	1	0	1	1		nc0	nc0	nc0		16	1	1	0	0	0	flpchm1	invch11			0	xxx			0	0	zcha		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	8	0	xxx	xxx				0
Cow King's Shard	Cow King's Shard		0	0	1	75	1	1	0	1	1		nc1	nc1	nc1		16	1	1	0	0	0	flpchm1	invch11			0	xxx			0	0	zcha		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	8	0	xxx	xxx				0
Broken Charm	Broken Charm		0	0	1	0	1	1	0	1	1		nc2	nc2	nc2		16	1	1	0	0	0	flpchm1	invch11			0	xxx			0	0	zcha		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	8	0	xxx	xxx				0
Broken Charm	Broken Charm		0	0	1	0	1	1	0	1	1		nc3	nc3	nc2		16	1	1	0	0	0	flpchm1	invch11			0	xxx			0	0	zcha		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	8	0	xxx	xxx				0
Broken Charm	Broken Charm		0	0	1	0	1	1	0	1	1		nc4	nc4	nc2		16	1	1	0	0	0	flpchm1	invch11			0	xxx			0	0	zcha		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	8	0	xxx	xxx				0
Broken Charm	Broken Charm		0	0	1	0	1	1	0	1	1		nc5	nc5	nc2		16	1	1	0	0	0	flpchm1	invch11			0	xxx			0	0	zcha		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	8	0	xxx	xxx				0
Broken Charm	Broken Charm		0	0	1	0	1	1	0	1	1		nc6	nc6	nc2		16	1	1	0	0	0	flpchm1	invch11			0	xxx			0	0	zcha		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	8	0	xxx	xxx				0
Broken Charm	Broken Charm		0	0	1	0	1	1	0	1	1		nc7	nc7	nc2		16	1	1	0	0	0	flpchm1	invch11			0	xxx			0	0	zcha		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	8	0	xxx	xxx				0
Broken Charm	Broken Charm		0	0	1	0	1	1	0	1	1		nc8	nc8	nc2		16	1	1	0	0	0	flpchm1	invch11			0	xxx			0	0	zcha		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	8	0	xxx	xxx				0
Broken Charm	Broken Charm		0	0	1	0	1	1	0	1	1		nc9	nc9	nc2		16	1	1	0	0	0	flpchm1	invch11			0	xxx			0	0	zcha		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	8	0	xxx	xxx				0
"Jewel (Old, Token)"	"Jewel (Old, Token)"		0	100	0	120	8	0	0	1	1000		jwe	cm1	tkn		16	1	1	0	0	0	flprun	invtok2_jew			0	xxx			0	0	sock		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx				0
Gambling Chit Weapon 1	Hand Axe		0	0	1	0	1	1	0	1	5000		a00	a00	a00		16	1	1	0	0	0	flprun	invcht_wpn			0	xxx			0	0	chw1		item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0	0	0	0	0			0	-1												1	gchit1		0	0	0	non	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	1					255			0	0	0	b85	d71				0
Gambling Chit Weapon 1	Axe		0	0	1	0	1	1	0	1	5500		a01	a01	a01		16	1	1	0	0	0	flprun	invcht_wpn			0	xxx			0	0	chw1		item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0	0	0	0	0			0	-1												1	gchit1		0	0	0	non	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	1					255			0	0	0	b86	d72				0
Gambling Chit Weapon 1	Double Axe		0	0	1	0	1	1	0	1	6000		a02	a02	a02		16	1	1	0	0	0	flprun	invcht_wpn			0	xxx			0	0	chw1		item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0	0	0	0	0			0	-1												1	gchit1		0	0	0	non	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	1					255			0	0	0	b87	d73				0
Gambling Chit Weapon 1	Military Pick		0	0	1	0	1	1	0	1	7000		a03	a03	a03		16	1	1	0	0	0	flprun	invcht_wpn			0	xxx			0	0	chw1		item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0	0	0	0	0			0	-1												1	gchit1		0	0	0	non	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	1					255			0	0	0	b88	d74				0
Gambling Chit Weapon 1	War Axe		0	0	1	0	1	1	0	1	9000		a04	a04	a04		16	1	1	0	0	0	flprun	invcht_wpn			0	xxx			0	0	chw1		item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0	0	0	0	0			0	-1												1	gchit1		0	0	0	non	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	1					255			0	0	0	b89	d75				0
Gambling Chit Weapon 1	Large Axe		0	0	1	0	1	1	0	1	6500		a05	a05	a05		16	1	1	0	0	0	flprun	invcht_wpn			0	xxx			0	0	chw1		item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0	0	0	0	0			0	-1												1	gchit1		0	0	0	non	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	1					255			0	0	0	b90	d76				0
Gambling Chit Weapon 1	Broad Axe		0	0	1	0	1	1	0	1	8000		a06	a06	a06		16	1	1	0	0	0	flprun	invcht_wpn			0	xxx			0	0	chw1		item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0	0	0	0	0			0	-1												1	gchit1		0	0	0	non	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	1					255			0	0	0	b91	d77				0
Gambling Chit Weapon 1	Battle Axe		0	0	1	0	1	1	0	1	9000		a07	a07	a07		16	1	1	0	0	0	flprun	invcht_wpn			0	xxx			0	0	chw1		item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0	0	0	0	0			0	-1												1	gchit1		0	0	0	non	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	1					255			0	0	0	b92	d78				0
Gambling Chit Weapon 1	Great Axe		0	0	1	0	1	1	0	1	11000		a08	a08	a08		16	1	1	0	0	0	flprun	invcht_wpn			0	xxx			0	0	chw1		item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0	0	0	0	0			0	-1												1	gchit1		0	0	0	non	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	1					255			0	0	0	b93	d79				0
Gambling Chit Weapon 1	Giant Axe		0	0	1	0	1	1	0	1	12000		a09	a09	a09		16	1	1	0	0	0	flprun	invcht_wpn			0	xxx			0	0	chw1		item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0	0	0	0	0			0	-1												1	gchit1		0	0	0	non	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	1					255			0	0	0	b94	d80				0
Gambling Chit Weapon 1	Short Bow		0	0	1	0	1	1	0	1	6000		a10	a10	a10		16	1	1	0	0	0	flprun	invcht_bow			0	xxx			0	0	chw1		item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0	0	0	0	0			0	-1												1	gchit1		0	0	0	non	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	1					255			0	0	0	b95	d81				0
Gambling Chit Weapon 1	Hunter's Bow		0	0	1	0	1	1	0	1	6500		a11	a11	a11		16	1	1	0	0	0	flprun	invcht_bow			0	xxx			0	0	chw1		item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0	0	0	0	0			0	-1												1	gchit1		0	0	0	non	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	1					255			0	0	0	b96	d82				0
Gambling Chit Weapon 1	Long Bow		0	0	1	0	1	1	0	1	7000		a12	a12	a12		16	1	1	0	0	0	flprun	invcht_bow			0	xxx			0	0	chw1		item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0	0	0	0	0			0	-1												1	gchit1		0	0	0	non	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	1					255			0	0	0	b97	d83				0
Gambling Chit Weapon 1	Composite Bow		0	0	1	0	1	1	0	1	7500		a13	a13	a13		16	1	1	0	0	0	flprun	invcht_bow			0	xxx			0	0	chw1		item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0	0	0	0	0			0	-1												1	gchit1		0	0	0	non	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	1					255			0	0	0	b98	d84				0
Gambling Chit Weapon 1	Short Battle Bow		0	0	1	0	1	1	0	1	9000		a14	a14	a14		16	1	1	0	0	0	flprun	invcht_bow			0	xxx			0	0	chw1		item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0	0	0	0	0			0	-1												1	gchit1		0	0	0	non	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	1					255			0	0	0	b99	d85				0
Gambling Chit Weapon 1	Long Battle Bow		0	0	1	0	1	1	0	1	10000		a15	a15	a15		16	1	1	0	0	0	flprun	invcht_bow			0	xxx			0	0	chw1		item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0	0	0	0	0			0	-1												1	gchit1		0	0	0	non	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	1					255			0	0	0	c00	d86				0
Gambling Chit Weapon 1	Short War Bow		0	0	1	0	1	1	0	1	12000		a16	a16	a16		16	1	1	0	0	0	flprun	invcht_bow			0	xxx			0	0	chw1		item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0	0	0	0	0			0	-1												1	gchit1		0	0	0	non	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	1					255			0	0	0	c01	d87				0
Gambling Chit Weapon 1	Long War Bow		0	0	1	0	1	1	0	1	13000		a17	a17	a17		16	1	1	0	0	0	flprun	invcht_bow			0	xxx			0	0	chw1		item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0	0	0	0	0			0	-1												1	gchit1		0	0	0	non	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	1					255			0	0	0	c02	d88				0
Gambling Chit Weapon 1	Light Crossbow		0	0	1	0	1	1	0	1	6000		a18	a18	a18		16	1	1	0	0	0	flprun	invcht_bow			0	xxx			0	0	chw1		item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0	0	0	0	0			0	-1												1	gchit1		0	0	0	non	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	1					255			0	0	0	c03	d89				0
Gambling Chit Weapon 1	Crossbow		0	0	1	0	1	1	0	1	7000		a19	a19	a19		16	1	1	0	0	0	flprun	invcht_bow			0	xxx			0	0	chw1		item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0	0	0	0	0			0	-1												1	gchit1		0	0	0	non	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	1					255			0	0	0	c04	d90				0
Gambling Chit Weapon 1	Heavy Crossbow		0	0	1	0	1	1	0	1	11000		a20	a20	a20		16	1	1	0	0	0	flprun	invcht_bow			0	xxx			0	0	chw1		item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0	0	0	0	0			0	-1												1	gchit1		0	0	0	non	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	1					255			0	0	0	c05	d91				0
Gambling Chit Weapon 1	Repeating Crossbow		0	0	1	0	1	1	0	1	9000		a21	a21	a21		16	1	1	0	0	0	flprun	invcht_bow			0	xxx			0	0	chw1		item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0	0	0	0	0			0	-1												1	gchit1		0	0	0	non	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	1					255			0	0	0	c06	d92				0
Gambling Chit Weapon 1	Dagger		0	0	1	0	1	1	0	1	5000		a22	a22	a22		16	1	1	0	0	0	flprun	invcht_wpn			0	xxx			0	0	chw1		item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0	0	0	0	0			0	-1												1	gchit1		0	0	0	non	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	1					255			0	0	0	c07	d93				0
Gambling Chit Weapon 1	Dirk		0	0	1	0	1	1	0	1	5500		a23	a23	a23		16	1	1	0	0	0	flprun	invcht_wpn			0	xxx			0	0	chw1		item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0	0	0	0	0			0	-1												1	gchit1		0	0	0	non	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	1					255			0	0	0	c08	d94				0
