skilldesc	SkillPage	SkillRow	SkillColumn	ListRow	ListPool	IconCel	str name	str short	str long	str alt	str mana	descdam	ddam calc1	ddam calc2	p1dmelem	p1dmmin	p1dmmax	p2dmelem	p2dmmin	p2dmmax	p3dmelem	p3dmmin	p3dmmax	descatt	descmissile1	descmissile2	descmissile3	descline1	desctexta1	desctextb1	desccalca1	desccalcb1	descline2	desctexta2	desctextb2	desccalca2	desccalcb2	descline3	desctexta3	desctextb3	desccalca3	desccalcb3	descline4	desctexta4	desctextb4	desccalca4	desccalcb4	descline5	desctexta5	desctextb5	desccalca5	desccalcb5	descline6	desctexta6	desctextb6	desccalca6	desccalcb6	dsc2line1	dsc2texta1	dsc2textb1	dsc2calca1	dsc2calcb1	dsc2line2	dsc2texta2	dsc2textb2	dsc2calca2	dsc2calcb2	dsc2line3	dsc2texta3	dsc2textb3	dsc2calca3	dsc2calcb3	dsc2line4	dsc2texta4	dsc2textb4	dsc2calca4	dsc2calcb4	dsc3line1	dsc3texta1	dsc3textb1	dsc3calca1	dsc3calcb1	dsc3line2	dsc3texta2	dsc3textb2	dsc3calca2	dsc3calcb2	dsc3line3	dsc3texta3	dsc3textb3	dsc3calca3	dsc3calcb3	dsc3line4	dsc3texta4	dsc3textb4	dsc3calca4	dsc3calcb4	dsc3line5	dsc3texta5	dsc3textb5	dsc3calca5	dsc3calcb5	dsc3line6	dsc3texta6	dsc3textb6	dsc3calca6	dsc3calcb6	dsc3line7	dsc3texta7	dsc3textb7	dsc3calca7	dsc3calcb7	eol
wearwolf	2	1	1	2	0	20	Skillname224	Skillsd224	Skillld224	Skillan224	StrSkill3																	1					12	StrSkill20		len		4	StrSkill277		ast4		2	StrSkill106	StrSkill23	ast3		2	StrSkill10	StrSkill23	toht		2	StrSkill42	StrSkill23	ast5		2	StrSkill21	StrSkill23	skill('Wearbear'.blvl)*par8		2	StrSkill4	StrSkill23	ast1												40	Sksyn	Skillname224	2		63	Skillname225	Damplev	7		63	Skillname225	Hpplev	3		63	Skillname229	Damplev	par7		63	Skillname229	Defplev	par8												0
shape shifting	2	2	2	2	0	52	Skillname225	Skillsd225	Skillld225	Skillan225	StrSkill3																	57	StrSkill20		ln12		2	StrSkill100	StrSkill23	pst1																						18	StrSkill284				18	StrSkill272																																																	0
firestorm	3	5	3	3	0	32	Skillname226	Skillsd226	Skillld226	Skillan226	StrSkill3	9																1					27																									5	ESkillMiss		clc1																	40	Sksyn	Skillname226	2		63	Skillname245	Firedplev	par8		63	Skillname230	Firedplev	par8		63	Skillname240	Firedplev	par8		63	Skillname232	Firedplev	par8		71	Skillname230	Missplev3	5							0
oak sage	1	2	1	1	0	16	Skillname227	Skillsd227	Skillld227	Skillan227	StrSkill3																	1					19	StrSkill18		ln78		2	StrSkill42	StrSkill23	ln56		5	StrSkill42		((1+(pst3/256))*(100+clc1))/100		3	StrMinionResElem	StrSkill23	ast1																																																														0
summon spirit wolf	1	2	2	1	0	6	Skillname228	Skillsd228	Skillld228	Skillan228	StrSkill3																	1					36	StrWolfTotal	ESkillWolves	pets		5	StrSkill208		800*(100+pst5)/100		35	StrSkill4		((1+pst4)*(100+pst2))/100	((2+pst4)*(100+pst2))/100	5	StrSkill21		((1+ast5)*(100+pst1))/100		5	StrSkill42		((1+(pst3/256))*(100+clc1))/100		3	StrMinionResElem	StrSkill23	ast1																	40	Sksyn	Skillname228	2		18	Skillname238																													0
wearbear	2	1	3	2	0	22	Skillname229	Skillsd229	Skillld229	Skillan229	StrSkill3																	1					12	StrSkill20		len		4	StrSkill275		ast4		2	StrSkill21	StrSkill23	ast2		2	StrSkill4	StrSkill23	ast1		2	StrSkill42	StrSkill23	ast5		2	StrSkill106	StrSkill23	ast3		2	StrSkill10	StrSkill23	ast6												40	Sksyn	Skillname229	2		63	Skillname225	Damplev	7		63	Skillname225	Hpplev	3		63	Skillname224	AttSpeedplev	par7		63	Skillname224	FRWplev	par7		63	Skillname224	AttRateplev	par8							0
molten boulder	3	3	3	3	0	34	Skillname230	Skillsd230	Skillld230	Skillan230	StrSkill3	5													moltenboulderfirepath			1					9					22					10																																			40	Sksyn	Skillname230	2		63	Skillname245	Alldplev	par8		63	Skillname226	Alldplev	par8		63	Skillname240	Alldplev	par8		63	Skillname232	Alldplev	par8												0
arctic blast	3	1	2	3	0	36	Skillname231	Skillsd231	Skillld231	Skillan231	StrSkill3	8																3	StrSkill3	StrSkill34	mps		19	StrSkill56		clc1/2		18	StrSkill213				11					26										5	StrSkill115		par3																	40	Sksyn	Skillname231	2		63	Skillname236	Alldplev	par8		63	Skillname251	Alldplev	par8		63	Skillname246	Alldplev	par8		63	Skillname387	Alldplev	par8		63	Skillname242	Alldplev	par8							0
cycle of life	1	3	3	1	0	8	Skillname232	Skillsd232	Skillld232	Skillan232	StrSkill3	5													verruption center			1					10					23	StrSkill20				5	StrSkill21		((1+ast5)*(100+pst1))/100		5	StrSkill42		((1+(pst3/256))*(100+clc1))/100		3	StrMinionResElem	StrSkill23	ast1		5	ESkillVines		1+(blvl/5)+stat('skill_extra_minion'.accr)		7	ModVineFirePierce		-(10+blvl)		18	StrSkillFireCreeper									40	Sksyn	Skillname232	2		63	Skillname245	Firedplev	par8		63	Skillname226	Firedplev	par8		63	Skillname223	Firedplev	par8		63	Skillname242	Firedplev	par8		63	Skillname389	Hpplev	par2							0
feral rage	2	3	1	2	0	54	Skillname233	Skillsd233	Skillld233	Skillan233	StrSkill3	7	clc1											2				2	StrSkill10	StrSkill23	toht		2	StrSkill4	StrSkill23	clc1		52	EskillLifeSteal	StrSkill23	4	8+ast2	52	StrSkill89	StrSkill23	19	((110*(par8+lvl/par7)) * (par4-par3))/(100 * ((par8+lvl/par7)+6)) + par3											12	StrSkill20		len		1															40	Sksyn	Skillname233	2		67	Skillname225	Secplev1	1		63	Skillname234	Damplev	10		63	Skillname239	Damplev	10		63	Skillname249	Damplev	10												0
maul	2	3	3	2	0	56	Skillname234	Skillsd234	Skillld234	Skillan234	StrSkill3	1												2				2	StrSkill10	StrSkill23	toht		52	StrSkill4	StrSkill23		ast1	12	StrSkill48		ast2																	12	StrSkill20		len		1															40	Sksyn	Skillname234	2		67	Skillname225	Secplev1	1		63	Skillname233	Damplev	5		63	Skillname388	Damplev	5		63	Skillname249	Damplev	5												0
eruption	3	4	1	3	0	38	Skillname235	Skillsd235	Skillld235	Skillan235	StrSkill3	5													erruption center			1					2	Cgslow	StrSkill23	ast1		10																				23	StrSkill20																			40	Sksyn	Skillname235	2		63	Skillname391	Magdplev	par8		63	Skillname250	Magdplev	par8		63	Skillname241	Magdplev	par8		63	Skillname231	Magdplev	par8		63	Skillname246	Magdplev	par8		63	Skillname387	Magdplev	par8		0
cyclone armor	3	1	1	3	0	40	Skillname236	Skillsd236	Skillld236	Skillan236	StrSkill3																	1					5	StrSkill153		edmn		3	StrSkill40	StrSkill41	ast1/256																																					40	Sksyn	Skillname236	2		63	Skillname251	Damabsplev	par8		63	Skillname246	Damabsplev	par8																						0
heart of wolverine	1	4	1	1	0	10	Skillname237	Skillsd237	Skillld237	Skillan237	StrSkill3																	1					19	StrSkill18		ln78		2	StrSkill10	StrSkill23	ln56		2	StrSkill4	StrSkill23	ln56		5	StrSkill42		((1+(pst3/256))*(100+clc1))/100		3	StrMinionResElem	StrSkill23	ast1																																																									0
summon fenris	1	4	2	1	0	12	Skillname238	Skillsd238	Skillld238	Skillan238	StrSkill3																	1					3	SynergyFenris	StrSkill23	ast6		36	StrWolfTotal	ESkillWolves	pets		5	StrSkill208		800*(100+pst5)/100		35	StrSkill4		((1+pst4)*(100+pst2))/100	((2+pst4)*(100+pst2))/100	5	StrSkill21		((1+ast5)*(100+pst1))/100		5	StrSkill42		((1+(pst3/256))*(100+clc1))/100		3	StrMinionResElem	StrSkill23	ast1												40	Sksyn	Skillname238	2		18	Skillname228																													0
rabies	2	5	1	2	0	24	Skillname239	Skillsd239	Skillld239	Skillan239	StrSkill3	23												2				14					2	StrSkill10	StrSkill23	toht																						1																				40	Sksyn	Skillname239	2		63	Skillname223	Poisdplev	par8		63	Skillname233	Poisdplev	par7		63	Skillname388	Poisdplev	par7		63	Skillname240	Poisdplev	par7		63	Skillname249	Poisdplev	par7		63	Skillname390	Poisdplev	par7		0
fire claws	2	4	2	2	0	26	Skillname240	Skillsd240	Skillld240	Skillan240	StrSkill3	5												1				2	StrSkill10	StrSkill23	toht		10																									1																				40	Sksyn	Skillname240	2		63	Skillname245	Firedplev	par8		63	Skillname230	Firedplev	par8		63	Skillname226	Firedplev	par8		63	Skillname388	Firedplev	par8		63	Skillname390	Firedplev	par8							0
twister	3	6	1	3	0	42	Skillname241	Skillsd241	Skillld241	Skillan241	StrSkill3	5																1					10					5	ESkillMiss		clc1																						12	StrSkill48		par2												40	Sksyn	Skillname241	2		63	Skillname391	Magdplev	par8		63	Skillname235	Magdplev	par8		63	Skillname250	Magdplev	par8		63	Skillname231	Magdplev	par8		63	Skillname246	Magdplev	par8		63	Skillname387	Magdplev	par8		0
vines	1	5	3	1	0	14	Skillname242	Skillsd242	Skillld242	Skillan242	StrSkill3	5																1					10					11					5	StrSkill21		((1+ast5)*(100+pst1))/100		5	StrSkill42		((1+(pst3/256))*(100+clc1))/100		3	StrMinionResElem	StrSkill23	ast1		5	ESkillVines		1+(blvl/5)+stat('skill_extra_minion'.accr)		7	ModVineColdPierce		-(10+blvl)		18	StrSkillColdCreeper									40	Sksyn	Skillname242	2		63	Skillname231	Colddplev	par8		63	Skillname251	Colddplev	par8		63	Skillname223	Colddplev	par8		63	Skillname232	Colddplev	par8		63	Skillname389	Hpplev	par2							0
hunger	2	5	2	2	0	58	Skillname243	Skillsd243	Skillld243	Skillan243	StrSkill3	14												1				2	StrSkill10	StrSkill23	toht		3	EskillManaSteal	StrSkill23	clc3		3	EskillLifeSteal	StrSkill23	clc2																	1					3	StrSkill4	StrSkill23	clc1																																															0
shock wave	2	5	3	2	0	28	Skillname244	Skillsd244	Skillld244	Skillan244	StrSkill3	5																1					10					9					12	StrSkill48		ln12												5	ESkillMiss		clc1																	40	Sksyn	Skillname244	2		63	Skillname234	Damplev	par8		63	Skillname243	Damplev	par8																						0
volcano	3	1	3	3	0	44	Skillname245	Skillsd245	Skillld245	Skillan245	StrSkill3	5																1					9					10																																								40	Sksyn	Skillname245	2		63	Skillname230	Alldplev	par8		63	Skillname226	Alldplev	par8		63	Skillname240	Alldplev	par8		63	Skillname232	Alldplev	par8												0
tornado	3	4	2	3	0	46	Skillname246	Skillsd246	Skillld246	Skillan246	StrSkill3	5																1					9																									5	ESkillMiss		clc1		18	StrSkill164														40	Sksyn	Skillname246	2		63	Skillname236	Damplev	par8		63	Skillname231	Damplev	par8		63	Skillname251	Damplev	par8		63	Skillname387	Damplev	par8												0
spirit of barbs	1	6	1	1	0	4	Skillname247	Skillsd247	Skillld247	Skillan247	StrSkill3																	1					19	StrSkill18		ln78		7	StrSkill55		ln56		5	StrSkill42		((1+(pst3/256))*(100+clc1))/100		3	StrMinionResElem	StrSkill23	ast1		35	BarbsMagicDmgBoost		50+lvl*27+skill('Summon Grizzly'.lvl)*35	75+lvl*27+skill('Summon Grizzly'.lvl)*35																					40	Sksyn	Skillname247	2		18	Skillname248																													0
summon grizzly	1	6	2	1	0	72	Skillname248	Skillsd248	Skillld248	Skillan248	StrSkill3																	1					3	SynergyDruidBear	StrSkill23	ast6		36	StrBearAmount2	StrBearAmount	pets		5	StrSkill208		1000*(100+pst5)/100		35	StrSkill4		((1+pst4)*(100+pst2))/100	((2+pst4)*(100+pst2))/100	5	StrSkill21		((1+ast5)*(100+pst1))/100		5	StrSkill42		((1+(pst3/256))*(100+clc1))/100		3	StrMinionResElem	StrSkill23	ast1																																															0
fury	2	6	1	2	0	30	Skillname249	Skillsd249	Skillld249	Skillan249	StrSkill3	7	clc2											2				2	StrSkill4	StrSkill23	clc2		2	StrSkill10	StrSkill23	toht		7	StrSkill11		clc1																	1																				40	Sksyn	Skillname249	2		63	Skillname233	Damplev	par8		63	Skillname234	Damplev	par8		63	Skillname239	Damplev	par8																	0
armageddon	3	5	1	3	0	50	Skillname250	Skillsd250	Skillld250	Skillan250	StrSkill3	5													armageddonfire			1					12	StrSkill20		len		10					22															19	StrSkill18		rng																	40	Sksyn	Skillname250	2		63	Skillname391	Alldplev	par8		63	Skillname235	Alldplev	par8		63	Skillname241	Alldplev	par8		63	Skillname231	Alldplev	par8		63	Skillname246	Alldplev	par8		63	Skillname387	Alldplev	par8		0
hurricane	3	2	2	3	0	48	Skillname251	Skillsd251	Skillld251	Skillan251	StrSkill3	5																1					12	StrSkill20		len		11					10															19	StrSkill18		rng		18	StrSkill245														40	Sksyn	Skillname251	2		63	Skillname236	Colddplev	par8		63	Skillname231	Colddplev	par8		63	Skillname246	Colddplev	par8		63	Skillname387	Colddplev	par8		63	Skillname242	Colddplev	par8		67	Skillname236	Secplev1	1		0
fire trauma	1	1	2	1	0	0	Skillname252	Skillsd252	Skillld252	Skillan252	StrSkill3	5																1					11					10																				19	StrSkill18		rng		18	StrSkill292														40	Sksyn	Skillname252	2		63	Skillname395	Colddplev	par8		63	Skillname396	Colddplev	par8																						0
claw mastery	2	1	1	2	0	20	Skillname253	Skillsd253	Skillld253	Skillan253	StrSkill3																	51	eskillincasemasteryX		macr		2	StrSkill10	StrSkill23	pst1		2	StrSkill4	StrSkill23	madm																																																																								0
psychic hammer	2	4	2	2	0	22	Skillname254	Skillsd254	Skillld254	Skillan254	StrSkill3	5																1					3	StrSkill212	StrSkill23	clc3		3	StrSkill211	StrSkill23	clc2		3	StrSkill210	StrSkill23	clc1		10					9																									40	Sksyn	Skillname254	2		63	Skillname525	Damplev	par8		63	Skillname274	Damplev	par8		63	Skillname525	Magdplev	par8		63	Skillname274	Magdplev	par8												0
tiger strike	3	1	3	3	0	40	Skillname255	Skillsd255	Skillld255	Skillan255	StrSkill3	5												2				8					2	Eskillpowerup3	Eskillpuddgmper	3*clc1		2	Eskillpowerup2	Eskillpuddgmper	2*clc1		2	Eskillpowerup1	Eskillpuddgmper	clc1												1					12	StrSkill20		len												40	Sksyn	Skillname255	2		63	Skillname261	Damplev	par8		63	Skillname256	Damplev	par8		63	Skillname271	Damplev	par8		63	Skillname276	Damplev	par8		63	Skillname394	Damplev	par8							0
dragon talon	3	1	1	3	0	42	Skillname256	Skillsd256	Skillld256	Skillan256	StrSkill3	15												5				8					2	Eskillkickdamage	StrSkill23	ln12																						1					36	EskillKickSing	EskillKickPlur	clc1																																															0
shock field	1	1	3	1	0	2	Skillname257	Skillsd257	Skillld257	Skillan257	StrSkill3	5													shock field on ground			1					19	StrSkill18		rng		38	StrSkill7	StrSkill34	edmn	edmx	5	ESkillSpikes		par1+lvl/par2+skill('Fire Trauma'.blvl)												23	StrSkill20																			40	Sksyn	Skillname257	2		63	Skillname262	Ltngdplev	par8		63	Skillname272	Ltngdplev	par8		63	Skillname273	Ltngdplev	par8		63	Skillname252	Ltngdplev	par7		63	Skillname395	Ltngdplev	par7		63	Skillname396	Ltngdplev	par7		0
blade sentinel	1	3	1	1	0	4	Skillname258	Skillsd258	Skillld258	Skillan258	StrSkill3	5																1					12	StrSkill20		clc4		9																				5	ESkillMiss		pets		72	WeapDamsk		3	8											40	Sksyn	Skillname258	2		71	Skillname278	Missplev3	4		15	Skillname278	StrSkill246			63	Skillname278	Damplev	par8		63	Skillname267	Damplev	par8		63	Skillname252	Damplev	par8		63	Skillname257	Damplev	par8		0
quickness	2	2	1	2	0	36	Skillname259	Skillsd259	Skillld259	Skillan259	StrSkill3																	1					12	StrSkill20		len		2	StrSkill89	StrSkill23	ast1		2	StrSkill106	StrSkill23	ast2																																40	Sksyn	Skillname259	2		67	Skillname268	Secplev2	par6/25		67	Skillname279	Secplev2	par6/25		67	Skillname392	Secplev2	par6/25																	0
fists of fire	3	2	3	3	0	44	Skillname260	Skillsd260	Skillld260	Skillan260	StrSkill3	20			fire	enma	exma	fire	enma	exma	fire	enma+m1eo*50/256	exma+m1ey*50/256	2	fistsoffirefirewall			1					8					17	Eskillfistsoffire1	Eskillpowerup3	m1eo*50/256	m1ey*50/256	19	Eskillfistsoffire2	Eskillpowerup2	par1		24	Eskillfistsoffire1	Eskillpowerup1								12	StrSkill20		len																	40	Sksyn	Skillname260	2		63	Skillname270	Firedplev	par8		63	Skillname275	Firedplev	par8		63	Skillname281	Firedplev	par8		63	Skillname261	Firedplev	par8		63	Skillname256	Firedplev	par8		63	Skillname276	Firedplev	par8		0
dragon claw	3	1	2	3	0	46	Skillname261	Skillsd261	Skillld261	Skillan261	StrSkill3	19	clc1											2				8					2	StrSkill4	StrSkill23	clc1																						1																				40	Sksyn	Skillname261	2		63	Skillname256	Damplev	par8		63	Skillname271	Damplev	par8		63	Skillname276	Damplev	par8		63	Skillname264	Damplev	par8		63	Skillname255	Damplev	par8		63	Skillname281	Damplev	par8		0
charged bolt sentry	1	2	3	1	0	8	Skillname262	Skillsd262	Skillld262	Skillan262	StrSkill3	5																1					10					3	StrSkill72	StrSkill27	"min(ln12,30)"																	3	ESkillShoots	ESkillTimes	clc4		5	StrSkill216		pets		18	StrSkill293									40	Sksyn	Skillname262	2		63	Skillname257	Firedplev	par8		63	Skillname272	Firedplev	par8		63	Skillname273	Firedplev	par8		63	Skillname277	Firedplev	par8												0
wake of fire sentry	2	2	3	2	0	72	Skillname263	Skillsd263	Skillld263	Skillan263	StrSkill3	5																2	StrSkill289	StrSkill23	pst1																											4	StrSkill290		pst2		18	StrSkill288																																																	0
weapon block	2	1	3	2	0	26	Skillname264	Skillsd264	Skillld264	Skillan264	StrSkill3																	7	StrSkill24		pst1																																																																																		0
cloak of shadows	0	0	0	0	0	24	Skillname265	Skillsd265	Skillld265	Skillan265	StrSkill3																	12	StrSkill20		len		2	StrSkill21	StrSkill23	ast1																						1					2	StrSkill151	StrSkill23	ast2		19	StrSkill18		rng							40	Sksyn	Skillname265	2		63	Skillname254	PhysResplev	-2		63	Skillname274	PhysResplev	-2																						0
cobra strike	3	4	2	3	0	70	Skillname266	Skillsd266	Skillld266	Skillan266	StrSkill3	7	clc2											2				2	StrSkill10	StrSkill23	toht		2	StrSkill4	StrSkill23	clc2																						1					7	StrSkill11		clc1												40	Sksyn	Skillname266	2		63	Skillname394	Damplev	par8		63	Skillname393	Damplev	par8		63	Skillname278	Damplev	par8		63	Skillname258	Damplev	par8												0
blade fury	1	5	1	1	0	10	Skillname267	Skillsd267	Skillld267	Skillan267	StrSkill3	5																61	StrSkill3	EskillPerBlade2	usmc	10	14																									5	StrSkill115		par3		72	WeapDamsk		1	2											40	Sksyn	Skillname267	2		63	Skillname278	Poisdplev	par8		63	Skillname258	Poisdplev	par8		63	Skillname252	Poisdplev	par8		63	Skillname257	Poisdplev	par8		63	Skillname279	Poisdplev	par8							0
fade	2	4	1	2	0	30	Skillname268	Skillsd268	Skillld268	Skillan268	StrSkill3																	1					12	StrSkill20		len		3	StrSkill85	StrSkill23	ast5		3	StrSkillRD	StrSkill23	ast6		2	StrSkill54	StrSkill23	ast1																											40	Sksyn	Skillname268	2		67	Skillname259	Secplev2	par6/25		67	Skillname279	Secplev2	par6/25		67	Skillname392	Secplev2	par6/25																	0
shadow warrior	2	3	3	2	0	38	Skillname269	Skillsd269	Skillld269	Skillan269	StrSkill3																	1					2	StrSkill54	StrSkill23	pst1		4	StrSkill208		ast1		2	StrSkill4	StrSkill23	ast3		2	StrSkill31	StrSkill23	ast2		13			(lvl-1)*par1		5	StrSkill156		"min(ln56-par6,99)"		18	StrSkill157				5	ESkillShadow		pets							40	Sksyn	Skillname269	2		63	Skillname280	Defplev	par3		67	Skillname280	AttRateplev	par2		67	Skillname280	StrDexplev	par4		63	Skillname263	CBplev	1		63	Skillname263	StrSkill249	2		71	Skillname263	Warrplev	15		0
claws of thunder	3	4	3	3	0	58	Skillname270	Skillsd270	Skillld270	Skillan270	StrSkill3	20			ltng	enma	exma	ltng	enma+m2en	exma+m2ex	ltng	enma+m2en+m3en	exma+m2ex+m3ex	2		clawsofthundernova	clawsofthunderbolt	1					8					62	Eskillpowerup3	Eskillthunder3	m3en	m3ex	62	Eskillpowerup2	Eskillthunder2	m2en	m2ex	24	Eskillthunder1	Eskillpowerup1								12	StrSkill20		len																	40	Sksyn	Skillname270	2		63	Skillname260	Ltngdplev	par8		63	Skillname275	Ltngdplev	par8		63	Skillname281	Ltngdplev	par8		63	Skillname261	Ltngdplev	par8		63	Skillname256	Ltngdplev	par8		63	Skillname276	Ltngdplev	par8		0
dragon tail	3	4	1	3	0	48	Skillname271	Skillsd271	Skillld271	Skillan271	StrSkill3	16												5				1					8					2	StrSkill5	StrSkill23	clc1																	19	StrSkill18		rng																																																				0
lightning sentry	1	4	3	1	0	12	Skillname272	Skillsd272	Skillld272	Skillan272	StrSkill3	5																1					10																									3	ESkillShoots	ESkillTimes	par1		5	StrSkill216		pets		18	StrSkill293									40	Sksyn	Skillname272	2		63	Skillname257	Ltngdplev	par8		63	Skillname262	Ltngdplev	par8		63	Skillname273	Ltngdplev	par8		63	Skillname277	Firedplev	par8												0
inferno sentry	1	5	3	1	0	14	Skillname273	Skillsd273	Skillld273	Skillan273	StrSkill3	5																1					10																									3	ESkillShoots	ESkillTimes	par1		5	StrSkill216		pets		18	StrSkill293									40	Sksyn	Skillname273	2		63	Skillname257	Firedplev	par8		63	Skillname262	Firedplev	par8		63	Skillname272	Firedplev	par8		63	Skillname277	Firedplev	par8												0
mind blast	2	6	2	2	0	34	Skillname274	Skillsd274	Skillld274	Skillan274	StrSkill3	5																3	StrSkill99	StrSkill23	dm56		12	StrSkill48		ln12												9										1					16	StrSkill20		par3	par3+par4	19	StrSkill56		rng							40	Sksyn	Skillname274	2		63	Skillname525	Damplev	par8		63	Skillname254	Damplev	par8		71	Skillname525	Rangpxlev	10		71	Skillname254	Rangpxlev	10												0
blades of ice	3	5	3	3	0	52	Skillname275	Skillsd275	Skillld275	Skillan275	StrSkill3	20			cold	enma	exma	cold	enma	exma	cold	enma	exma	2				1					8					12	Eskillbladesofice3	Eskillpowerup3	edln		19	Eskillbladesofice2	Eskillpowerup2	par1		24	Eskillbladesofice1	Eskillpowerup1	par1							12	StrSkill20		len																	40	Sksyn	Skillname275	2		63	Skillname260	Colddplev	par8		63	Skillname270	Colddplev	par8		63	Skillname281	Colddplev	par8		63	Skillname261	Colddplev	par8		63	Skillname256	Colddplev	par8		63	Skillname276	Colddplev	par8		0
dragon flight	3	5	1	3	0	54	Skillname276	Skillsd276	Skillld276	Skillan276	StrSkill3	15												5				8					2	Eskillkickdamage	StrSkill23	ln12																						1					19	StrSkill18		rng																																															0
death sentry	1	6	3	1	0	16	Skillname277	Skillsd277	Skillld277	Skillan277	StrSkill3	5																1					37	StrSkill18		rng		10																				38	Corexpdam	StrSkill215	skill('mon death sentry'.par1)	skill('mon death sentry'.par2)	3	ESkillShoots	ESkillTimes	par1		5	StrSkill216		pets		18	StrSkill293				40	Sksyn	Skillname277	2		63	Skillname257	Ltngdplev	par8		63	Skillname262	Ltngdplev	par8		63	Skillname272	Ltngdplev	par8																	0
blade shield	1	2	1	1	0	18	Skillname278	Skillsd278	Skillld278	Skillan278	StrSkill3	5																1					12	StrSkill20		len		10					9															72	WeapDamsk		1	4																40	Sksyn	Skillname278	2		67	Skillname258	Secplev2	par2/25		63	Skillname258	Alldplev	par8		63	Skillname267	Alldplev	par8		63	Skillname252	Alldplev	par8		63	Skillname257	Alldplev	par8							0
venom	2	5	1	2	0	28	Skillname279	Skillsd279	Skillld279	Skillan279	StrSkill3																	1					12	StrSkill20		len		14																																								40	Sksyn	Skillname279	2		67	Skillname259	Secplev2	par2/25		67	Skillname268	Secplev2	par2/25		67	Skillname392	Secplev2	par2/25		63	Skillname525	Poisdplev	par8		63	Skillname267	Poisdplev	par8							0
shadow master	2	5	3	2	0	32	Skillname280	Skillsd280	Skillld280	Skillan280	StrSkill3																	1					2	StrSkill54	StrSkill23	pst1		4	StrSkill208		ast1		2	StrSkill4	StrSkill23	ast3		2	StrSkill31	StrSkill23	ast2		13			(lvl-1)*par1		5	StrSkill156		"min(ln56-par6,99)"		18	StrSkill157				5	ESkillShadow		pets							40	Sksyn	Skillname280	2		63	Skillname269	Defplev	par3		67	Skillname269	AttRateplev	par2		67	Skillname269	StrDexplev	par4		63	Skillname263	CBplev	1		63	Skillname263	StrSkill249	2		71	Skillname263	Warrplev	25		0
royal strike	3	6	3	3	0	56	Skillname281	Skillsd281	Skillld281	Skillan281	StrSkill3	18			fire	m1en	m1ex	ltng	m2en	m2ex	cold	m3en	m3ex	2	royalstrikemeteor	royalstrikechainlightning	royalstrikechaosice	8					62	Eskillpowerup3	Eskillphoenix3	m3en	m3ex	62	Eskillpowerup2	Eskillphoenix2	m2en	m2ex	38	StrSkill83	StrSkill34	miss('royalstrikemeteorfire'.edns)*75/256	miss('royalstrikemeteorfire'.edxs)*75/256	62	Eskillpowerup1	Eskillphoenix1	m1en	m1ex						1					12	StrSkill20		len												40	Sksyn	Skillname281	2		63	Skillname260	Alldplev	par8		63	Skillname270	Alldplev	par8		63	Skillname275	Alldplev	par8		63	Skillname261	Alldplev	par8		63	Skillname276	Alldplev	par8		63	Skillname394	Alldplev	par8		0
delerium change	0	0	0	0	0	2	Runeword22	Runeword22	Runeword22	Runeword22	StrSkill3																																																																																																						0
eagleeye	2	5	2	2	0	60	Skillname362	Skillsd362	Skillld362	Skillan362	StrSkill3																	1					12	StrSkill20		len		2	StrSkill106	StrSkill23	"-max(50,80-lvl/2)"		2	StrSkill154	StrSkill23	ast3		2	StrSkill4	StrSkill23	ast2																											40	Sksyn	Skillname362	2		67	skillname8	Secplev2	par6/25		67	Skillname523	Secplev2	par6/25																						0
legendary arrow	1	5	1	1	0	64	Skillname363	Skillsd363	Skillld363	Skillan363	StrSkill3	7	clc1															2	StrSkill4	StrSkill23	clc1																											1					73	WeapDamsk		1	2											40	Sksyn	Skillname363	2		63	skillname6	Damplev	par8		63	skillname12	Damplev	par8		63	skillname22	Damplev	par8		63	skillname26	Damplev	par8												0
dance of death	3	5	1	3	0	62	Skillname364	Skillsd364	Skillld364	Skillan364	StrSkill3	1	clc1											1				1					12	StrSkill48		edln		2	StrSkill4	StrSkill23	clc1		8																																			40	Sksyn	Skillname364	2		63	skillname10	Damplev	par8		63	skillname14	Damplev	par8		63	skillname19	Damplev	par8		63	skillname34	Damplev	par8		63	skillname24	Damplev	par8							0
fire hawk	2	4	2	2	0	66	Skillname365	Skillsd365	Skillld365	Skillan365	StrSkill3																	7	StrSkill11		ln56		10					9					5	ESkillHawk		pets												2	StrSkill154	StrSkill23	pst1																	40	Sksyn	Skillname365	2		63	skillname16	Firedplev	par8		63	Skillname366	Firedplev	par8		63	skillname15	Firedplev	par8																	0
sfrost nova	2	1	2	2	0	68	Skillname366	Skillsd366	Skillld366	Skillan366	StrSkill3	5																1					12	StrSkill62		edln/4		10																																								40	Sksyn	Skillname366	2		63	skillname11	Colddplev	par8		63	skillname31	Colddplev	par8		63	skillname20	Colddplev	par8		63	Skillname365	Colddplev	par8		63	skillname28	Colddplev	par8							0
timestop	2	5	2	2	0	60	Skillname367	Skillsd367	Skillld367	Skillan367	StrSkill3																	1					12	StrSkill62		len		31	cooldowndesc		190-(skill('Time Stop'.blvl))*2																	19	StrSkill18		ln12																																																				0
