Id	hcIdx	BaseId	NextInClass	TransLvl	NameStr	MonStatsEx	MonProp	MonType	AI	DescStr	Code	enabled	rangedtype	placespawn	spawn	spawnx	spawny	spawnmode	minion1	minion2	SetBoss	BossXfer	PartyMin	PartyMax	MinGrp	MaxGrp	sparsePopulate	Velocity	Run	Rarity	Level	Level(N)	Level(H)	MonSound	UMonSound	threat	aidel	aidel(N)	aidel(H)	aidist	aidist(N)	aidist(H)	aip1	aip1(N)	aip1(H)	aip2	aip2(N)	aip2(H)	aip3	aip3(N)	aip3(H)	aip4	aip4(N)	aip4(H)	aip5	aip5(N)	aip5(H)	aip6	aip6(N)	aip6(H)	aip7	aip7(N)	aip7(H)	aip8	aip8(N)	aip8(H)	MissA1	MissA2	MissS1	MissS2	MissS3	MissS4	MissC	MissSQ	Align	isSpawn	isMelee	npc	interact	inventory	inTown	lUndead	hUndead	demon	flying	opendoors	boss	primeevil	killable	switchai	noAura	nomultishot	neverCount	petIgnore	deathDmg	genericSpawn	zoo	SendSkills	Skill1	Sk1mode	Sk1lvl	Skill2	Sk2mode	Sk2lvl	Skill3	Sk3mode	Sk3lvl	Skill4	Sk4mode	Sk4lvl	Skill5	Sk5mode	Sk5lvl	Skill6	Sk6mode	Sk6lvl	Skill7	Sk7mode	Sk7lvl	Skill8	Sk8mode	Sk8lvl	Drain	Drain(N)	Drain(H)	coldeffect	coldeffect(N)	coldeffect(H)	ResDm	ResMa	ResFi	ResLi	ResCo	ResPo	ResDm(N)	ResMa(N)	ResFi(N)	ResLi(N)	ResCo(N)	ResPo(N)	ResDm(H)	ResMa(H)	ResFi(H)	ResLi(H)	ResCo(H)	ResPo(H)	DamageRegen	SkillDamage	noRatio	NoShldBlock	ToBlock	ToBlock(N)	ToBlock(H)	Crit	minHP	maxHP	AC	Exp	A1MinD	A1MaxD	A1TH	A2MinD	A2MaxD	A2TH	S1MinD	S1MaxD	S1TH	MinHP(N)	MaxHP(N)	AC(N)	Exp(N)	A1MinD(N)	A1MaxD(N)	A1TH(N)	A2MinD(N)	A2MaxD(N)	A2TH(N)	S1MinD(N)	S1MaxD(N)	S1TH(N)	MinHP(H)	MaxHP(H)	AC(H)	Exp(H)	A1MinD(H)	A1MaxD(H)	A1TH(H)	A2MinD(H)	A2MaxD(H)	A2TH(H)	S1MinD(H)	S1MaxD(H)	S1TH(H)	El1Mode	El1Type	El1Pct	El1MinD	El1MaxD	El1Dur	El1Pct(N)	El1MinD(N)	El1MaxD(N)	El1Dur(N)	El1Pct(H)	El1MinD(H)	El1MaxD(H)	El1Dur(H)	El2Mode	El2Type	El2Pct	El2MinD	El2MaxD	El2Dur	El2Pct(N)	El2MinD(N)	El2MaxD(N)	El2Dur(N)	El2Pct(H)	El2MinD(H)	El2MaxD(H)	El2Dur(H)	El3Mode	El3Type	El3Pct	El3MinD	El3MaxD	El3Dur	El3Pct(N)	El3MinD(N)	El3MaxD(N)	El3Dur(N)	El3Pct(H)	El3MinD(H)	El3MaxD(H)	El3Dur(H)	TreasureClass1	TreasureClass2	TreasureClass3	TreasureClass4	TreasureClass1(N)	TreasureClass2(N)	TreasureClass3(N)	TreasureClass4(N)	TreasureClass1(H)	TreasureClass2(H)	TreasureClass3(H)	TreasureClass4(H)	TCQuestId	TCQuestCP	SplEndDeath	SplGetModeChart	SplEndGeneric	SplClientEnd	*eol
succubuswitch1	474	succubuswitch1	succubuswitch2	0	Dominus	succubuswitch1	epierce	succubus	SuccubusWitch		0C	1	1												2	3		7	7	1	33	62	84	succubus	succubus	10	15	14	13				90	90	90	25	25	25	0	0	0	0	8	12	90	90	90	15	14	13	80	80	80	66	66	66										1								1	1				1	1						1			Amplify Damage	S2	3	Weaken	S2	3	Defense Curse	S2	1	Blood Mana	S2	1	SuccubusBolt	S2	1										100	45	16	-50	-40	-30													20	20	73	90	115	40	2				46	46	46	10	144	228	107	244	46	86	137							136	204	172	280	75	135	180							180	270	230	580	100	180	240							A2	mag	100	40	75		100	40	75		100	40	75																														A5A Book	Act 5 Champ A	Act 5 Unique A		A5A Book (N)	Act 5 (N) Champ A	Act 5 (N) Unique A		A5A Book (H)	Act 5 (H) Champ A	Act 5 (H) Unique A								0
succubuswitch2	475	succubuswitch1	succubuswitch3	1	VileWitch	succubuswitch2	epierce	succubus	SuccubusWitch		0C	1	1												2	4		8	8	1	35	63	85	succubus	succubus	10	15	14	13				90	90	90	25	25	25	0	25	35	0	8	12	90	90	90	15	14	13	80	80	80	66	66	66										1								1	1				1	1						1			Amplify Damage	S2	3	Weaken	S2	3	Defense Curse	S2	1	Blood Mana	S2	1	SuccubusBolt	S2	1										100	45	16	-50	-40	-30													20	20	110	90	60	40	2				49	49	49	10	144	228	107	260	46	82	138							136	204	172	280	75	135	180							180	270	230	580	100	180	240							A2	mag	100	40	75		100	40	75		100	40	75																														A5A Book	Act 5 Champ A	Act 5 Unique A		A5A Book (N)	Act 5 (N) Champ A	Act 5 (N) Unique A		A5A Book (H)	Act 5 (H) Champ A	Act 5 (H) Unique A								0
succubuswitch3	476	succubuswitch1	succubuswitch4	2	StygianFury	succubuswitch3	epierce	succubus	SuccubusWitch		0C	1	1												3	4		9	9	1	36	64	86	succubus	succubus	10	15	14	13				90	90	90	25	25	25	0	30	40	0	8	12	90	90	90	15	14	13	80	80	80	66	66	66										1								1	1				1	1						1			Amplify Damage	S2	3	Weaken	S2	3	Defense Curse	S2	2	Blood Mana	S2	2	SuccubusBolt	S2	1										100	45	16	-50	-40	-30													100	20	40	90	60	40	2				50	50	50	10	144	228	107	266	46	87	139							136	204	172	280	75	135	180							180	270	230	580	100	180	240							A2	mag	100	40	75		100	40	75		100	40	75																														A5B Book	Act 5 Champ B	Act 5 Unique B		A5B Book (N)	Act 5 (N) Champ B	Act 5 (N) Unique B		A5B Book (H)	Act 5 (H) Champ B	Act 5 (H) Unique B								0
succubuswitch4	477	succubuswitch1	succubuswitch5	3	Blood Witch	succubuswitch4	epierce	succubus	SuccubusWitch		0C	1	1												3	5		10	10	1	41	65	87	succubus	succubus	10	15	14	13				90	90	90	25	25	25	0	30	50	0	8	12	90	90	90	15	14	13	80	80	80	66	66	66										1								1	1				1	1						1			Amplify Damage	S2	3	Weaken	S2	3	Defense Curse	S2	2	Blood Mana	S2	2	SuccubusBolt	S2	1										100	45	16	-50	-40	-30													20	20	120	90	60	40	2				50	50	50	10	144	228	107	306	45	85	138							136	204	172	280	75	135	180							180	270	230	580	100	180	240							A2	mag	100	40	75		100	40	75		100	40	75																														A5B Book	Act 5 Champ B	Act 5 Unique B		A5B Book (N)	Act 5 (N) Champ B	Act 5 (N) Unique B		A5B Book (H)	Act 5 (H) Champ B	Act 5 (H) Unique B								0
succubuswitch5	478	succubuswitch1	succubuswitch6	4	Hell Witch	succubuswitch5	epierce	succubus	SuccubusWitch		0C	1	1												4	5		12	12	1	43	66	88	succubus	succubus	10	15	14	13				90	90	90	25	25	25	0	30	50	0	8	12	90	90	90	15	14	13	80	80	80	66	66	66										1								1	1				1	1						1			Amplify Damage	S2	3	Weaken	S2	3	Defense Curse	S2	3	Blood Mana	S2	3	SuccubusBolt	S2	1										100	45	16	-50	-40	-30					80						100		35	20	40	90	125	40	2				50	50	50	10	144	228	107	322	47	85	138							136	204	172	280	75	135	180							180	270	230	580	100	180	240							A2	mag	100	40	75		100	40	75		100	40	75																														A5C Book	Act 5 Champ C	Act 5 Unique C		A5C Book (N)	Act 5 (N) Champ C	Act 5 (N) Unique C		A5C Book (H)	Act 5 (H) Champ C	Act 5 (H) Unique C								0
overseer1	479	overseer1	overseer2	0	OverSeer	overseer1		overseer	Overseer		OS	1							minion1		1		2	4	1	2		4	4	1	34	60	83	overseer	overseer	10	15	14	13				250	250	250	50	50	50	50	50	50	17	17	17	7	7	7	100	100	100	50	30	30													1								1					1	1									Cry Help	S1	1	Healing Vortex	S2	1	Overseer Whip	A2	1	Smite	seq_genericspawner	1													100	55	20	-50	-40	-30													45	20	46	40	120	20	3				43	43	43	10	570	570	84	242	62	120	126	101	205	93				338	428	135	310	90	165	202	135	240	157				450	570	180	500	120	220	270	180	320	668																																														A5A Spe	Act 5 Champ A	Act 5 Unique A		A5A Spe (N)	Act 5 (N) Champ A	Act 5 (N) Unique A		A5A Spe (H)	Act 5 (H) Champ A	Act 5 (H) Unique A								0
overseer2	480	overseer1	overseer3	1	Lasher	overseer2		overseer	Overseer		OS	1							minion2		1		2	4	1	2		4	4	1	35	61	84	overseer	overseer	10	15	14	13				250	250	250	55	55	55	50	50	50	17	17	17	7	7	7	100	100	100	50	40	40													1								1					1	1									Cry Help	S1	1	Healing Vortex	S2	1	Overseer Whip	A2	1	Smite	seq_genericspawner	1													100	55	20	-50	-40	-30													45	20	46	40	110	20	3				44	44	44	10	570	570	84	248	60	119	125	101	201	93				338	428	135	312	90	165	202	135	240	157				450	570	180	500	120	220	270	180	320	668																																														A5A Spe	Act 5 Champ A	Act 5 Unique A		A5A Spe (N)	Act 5 (N) Champ A	Act 5 (N) Unique A		A5A Spe (H)	Act 5 (H) Champ A	Act 5 (H) Unique A								0
overseer3	481	overseer1	overseer4	2	OverLord	overseer3		overseer	Overseer		OS	1							minion3		1		2	4	1	2		5	5	1	37	63	85	overseer	overseer	10	15	14	13				250	250	250	60	60	60	50	50	50	17	17	17	7	7	7	100	100	100	50	50	50													1								1					1	1									Cry Help	S1	1	Healing Vortex	S2	1	Overseer Whip	A2	1	Smite	seq_genericspawner	1													100	55	20	-50	-40	-30													45	20	46	40	115	20	3				47	47	47	10	570	570	84	262	61	118	125	101	201	94				338	428	135	314	90	165	202	135	240	157				450	570	180	500	120	220	270	180	320	668																																														A5B Spe	Act 5 Champ B	Act 5 Unique B		A5B Spe (N)	Act 5 (N) Champ B	Act 5 (N) Unique B		A5B Spe (H)	Act 5 (H) Champ B	Act 5 (H) Unique B								0
overseer4	482	overseer1	overseer5	3	BloodBoss	overseer4		overseer	Overseer		OS	1							minion4		1		2	4	1	2		5	5	1	38	64	86	overseer	overseer	10	15	14	13				250	250	250	65	65	65	50	50	50	17	17	17	7	7	7	100	100	100	50	45	45													1								1					1	1									Cry Help	S1	1	Healing Vortex	S2	1	Overseer Whip	A2	1	Smite	seq_genericspawner	1													100	55	20	-50	-40	-30													45	20	46	40	120	20	3				48	48	48	10	570	570	84	270	61	122	126	105	205	93				338	428	135	316	90	165	202	135	240	157				450	570	180	500	120	220	270	180	320	668																																														A5B Spe	Act 5 Champ B	Act 5 Unique B		A5B Spe (N)	Act 5 (N) Champ B	Act 5 (N) Unique B		A5B Spe (H)	Act 5 (H) Champ B	Act 5 (H) Unique B								0
overseer5	483	overseer1		4	HellWhip	overseer5		overseer	Overseer		OS	1							minion5		1		2	4	2	3		6	6	1	40	62	84	overseer	overseer	10	15	14	13				250	250	250	70	70	70	50	50	50	17	17	17	7	7	7	100	100	100	50	55	55													1								1					1	1									Cry Help	S1	1	Healing Vortex	S2	1	Overseer Whip	A2	1	Smite	seq_genericspawner	1													100	55	20	-50	-40	-30													45	20	46	40	125	20	2				50	50	50	10	570	570	84	284	61	117	126	101	201	93				338	428	135	318	90	165	202	135	240	157				450	570	180	500	120	220	270	180	320	668																																														A5C Spe	Act 5 Champ C	Act 5 Unique C		A5C Spe (N)	Act 5 (N) Champ C	Act 5 (N) Unique C		A5C Spe (H)	Act 5 (H) Champ C	Act 5 (H) Unique C								0
minionspawner1	484	minionspawner1	minionspawner2	0	MinionSpawner	minionspawner1			MinionSpawner		XA	1			minion1	0	3	NU							1	1		0	0	1	15	60	82			11	15	15	15				100	100	100	25	25	25	100	100	100	20	22	25	25	25	25																																1										MinionSpawner	A1	1																									-50	-40	-30																							15	15	15	10	228	160	84	186										114	204	112	250										150	270	150	400																																																				A5A None	Act 5 Champ A	Act 5 Unique A		A5A None (N)	Act 5 (N) Champ A	Act 5 (N) Unique A		A5A None (H)	Act 5 (H) Champ A	Act 5 (H) Unique A								0
minionspawner2	485	minionspawner1	minionspawner3	1	MinionSlayerSpawner	minionspawner2			MinionSpawner		XA	1			minion2	0	3	NU							1	1		0	0	1	15	61	82			11	15	15	15				100	100	100	25	25	25	100	100	100	20	22	25	25	25	25																																1										MinionSpawner	A1	1																									-50	-40	-30																							15	15	15	10	102	162	84	186										114	204	112	250										150	270	150	400																																																				A5A None	Act 5 Champ A	Act 5 Unique A		A5A None (N)	Act 5 (N) Champ A	Act 5 (N) Unique A		A5A None (H)	Act 5 (H) Champ A	Act 5 (H) Unique A								0
minionspawner3	486	minionspawner1	minionspawner4	2	MinionIce/fireBoarSpawner	minionspawner3			MinionSpawner		XA	1			minion3	0	3	NU							1	1		0	0	1	15	62	83			11	15	15	15				100	100	100	25	25	25	100	100	100	20	22	25	25	25	25																																1										MinionSpawner	A1	1																									-50	-40	-30																							15	15	15	10	102	162	84	186										114	204	112	250										150	270	150	400																																																				A5B None	Act 5 Champ B	Act 5 Unique B		A5B None (N)	Act 5 (N) Champ B	Act 5 (N) Unique B		A5B None (H)	Act 5 (H) Champ B	Act 5 (H) Unique B								0
minionspawner4	487	minionspawner1	minionspawner5	3	MinionIce/fireBoarSpawner	minionspawner4			MinionSpawner		XA	1			minion4	0	3	NU							1	1		0	0	1	15	63	83			11	15	15	15				100	100	100	25	25	25	100	100	100	20	22	25	25	25	25																																1										MinionSpawner	A1	1																									-50	-40	-30																							15	15	15	10	102	162	84	186										114	204	112	250										150	270	150	400																																																				A5B None	Act 5 Champ B	Act 5 Unique B		A5B None (H)	Act 5 (N) Champ B	Act 5 (N) Unique B		A5B None (H)	Act 5 (H) Champ B	Act 5 (H) Unique B								0
minionspawner5	488	minionspawner1	minionspawner6	4	Minionice/hellSpawnSpawner	minionspawner5			MinionSpawner		XA	1			minion5	0	3	NU							1	1		0	0	1	15	64	84			11	15	15	15				100	100	100	25	25	25	100	100	100	20	22	25	25	25	25																																1										MinionSpawner	A1	1																									-50	-40	-30																							15	15	15	10	102	162	84	186										114	204	112	250										150	270	150	400																																																				A5B None	Act 5 Champ B	Act 5 Unique B		A5B None (H)	Act 5 (N) Champ B	Act 5 (N) Unique B		A5B None (H)	Act 5 (H) Champ B	Act 5 (H) Unique B								0
minionspawner6	489	minionspawner1	minionspawner7	5	MinionIce/fireBoarSpawner	minionspawner6			MinionSpawner		XA	1			minion6	0	3	NU							1	1		0	0	1	15	66	84			11	15	15	15				100	100	100	25	25	25	100	100	100	20	22	25	25	25	25																																1										MinionSpawner	A1	1																									-50	-40	-30																							15	15	15	10	102	162	84	186										114	204	112	250										150	270	150	400																																																				A5B None	Act 5 Champ B	Act 5 Unique B		A5B None (H)	Act 5 (N) Champ B	Act 5 (N) Unique B		A5B None (H)	Act 5 (H) Champ B	Act 5 (H) Unique B								0
minionspawner7	490	minionspawner1	minionspawner8	6	MinionIce/fireBoarSpawner	minionspawner7			MinionSpawner		XA	1			minion7	0	3	NU							1	1		0	0	1	15	67	85			11	15	15	15				100	100	100	25	25	25	100	100	100	20	22	25	25	25	25																																1										MinionSpawner	A1	1																									-50	-40	-30																							15	15	15	10	102	162	84	186										114	204	112	250										150	270	150	400																																																				A5B None	Act 5 Champ B	Act 5 Unique B		A5B None (H)	Act 5 (N) Champ B	Act 5 (N) Unique B		A5B None (H)	Act 5 (H) Champ B	Act 5 (H) Unique B								0
minionspawner8	491	minionspawner1		7	Minionice/hellSpawnSpawner	minionspawner8			MinionSpawner		XA	1			minion8	0	3	NU							1	1		0	0	1	15	68	85			11	15	15	15				100	100	100	25	25	25	100	100	100	20	22	25	25	25	25																																1										MinionSpawner	A1	1																									-50	-40	-30																							15	15	15	10	102	162	84	186										114	204	112	250										150	270	150	400																																																				A5B None	Act 5 Champ B	Act 5 Unique B		A5B None (H)	Act 5 (N) Champ B	Act 5 (N) Unique B		A5B None (H)	Act 5 (H) Champ B	Act 5 (H) Unique B								0
imp1	492	imp1	imp2	0	Imp1	imp1	epierce	imp	Imp		IP	1	1												3	4		7	7	1	32	60	83	imp	imp	11	15	14	13				25	25	25	14	14	14	10	10	10	12	12	12													impmiss21									1								1		1			1	1						1	1		Imp Teleport	S1	1	ImpBolt	S2	1	Imp Fireball	S2	1	Imp Fire Missile	A1	1	Imp Inferno	SC	1										100	55	20	-50	-40	-30													20	50	100	40	46	20	2				30	30	30	10	68	98	84	226										102	146	165	300										136	196	220	480										A1	fire	100	40	70		100	80	110		100	90	140																														A5A Brz	Act 5 Champ A	Act 5 Unique A		A5A Brz (N)	Act 5 (N) Champ A	Act 5 (N) Unique A		A5A Brz (H)	Act 5 (H) Champ A	Act 5 (H) Unique A								0
imp2	493	imp1	imp3	1	Imp2	imp2	epierce	imp	Imp		IP	1	1												3	4		7	7	1	34	62	86	imp	imp	10	15	14	13				5	5	5	25	25	25	45	55	65	7	7	7													impmiss22									1								1		1			1	1						1	1		Imp Teleport	S1	1	ImpBolt	S2	1	Imp Fireball	S2	1	Imp Fire Missile	A1	1	Imp Inferno	SC	2										100	55	20	-50	-40	-30													20	50	105	40	46	20	2				32	32	32	10	68	98	84	238										102	146	165	300										136	196	220	480										A1	fire	100	40	70		100	80	110		100	90	140																														A5A Brz	Act 5 Champ A	Act 5 Unique A		A5A Brz (N)	Act 5 (N) Champ A	Act 5 (N) Unique A		A5A Brz (H)	Act 5 (H) Champ A	Act 5 (H) Unique A								0
imp3	494	imp1	imp4	2	Imp3	imp3	epierce	imp	Imp		IP	1	1												3	4		7	7	1	35	61	84	imp	imp	10	15	14	13				10	10	10	40	40	40	22	22	22	25	30	35													impmiss23									1								1		1			1	1						1	1		Imp Teleport	S1	1	ImpBolt	S2	1	Imp Fireball	S2	2	Imp Fire Missile	A1	1	Imp Inferno	SC	3										100	55	20	-50	-40	-30													20	50	110	40	46	20	2				33	33	33	10	68	98	84	244										102	146	165	300										136	196	220	480										A1	fire	100	40	70		100	80	110		100	90	140																														A5B Brz	Act 5 Champ B	Act 5 Unique B		A5B Brz (N)	Act 5 (N) Champ B	Act 5 (N) Unique B		A5B Brz (H)	Act 5 (H) Champ B	Act 5 (H) Unique B								0
imp4	495	imp1	imp5	3	Imp4	imp4	epierce	imp	Imp		IP	1	1												3	4		7	7	1	37	64	87	imp	imp	10	15	14	13										13	13	13	60	65	70													impmiss24									1								1		1			1	1						1	1		Imp Teleport	S1	1	ImpBolt	S2	1	Imp Fireball	S2	3	Imp Fire Missile	A1	1	Imp Inferno	SC	4										100	55	20	-50	-40	-30													20	50	115	40	46	20	2				35	35	35	10	68	98	84	258										102	146	165	300										136	196	220	480										A1	fire	100	40	70		100	80	110		100	90	140																														A5B Brz	Act 5 Champ B	Act 5 Unique B		A5B Brz (N)	Act 5 (N) Champ B	Act 5 (N) Unique B		A5B Brz (H)	Act 5 (H) Champ B	Act 5 (H) Unique B								0
imp5	496	imp1	imp6	4	Imp5	imp5	epierce	imp	Imp		IP	1	1												3	4		7	7	1	39	65	88	imp	imp	10	15	14	13																												impmiss25									1								1		1			1	1						1	1		Imp Teleport	S1	1	ImpBolt	S2	1	Imp Fireball	S2	3	Imp Fire Missile	A1	1	Imp Inferno	SC	5										100	55	20	-50	-40	-30													20	50	120	40	46	20	2				37	37	37	10	68	98	84	274										102	146	165	300										136	196	220	480										A1	fire	100	40	70		100	80	110		100	90	140																														A5C Brz	Act 5 Champ C	Act 5 Unique C		A5C Brz (N)	Act 5 (N) Champ C	Act 5 (N) Unique C		A5C Brz (H)	Act 5 (H) Champ C	Act 5 (H) Unique C								0
catapult1	497	catapult1	catapult2	0	CatapultS	catapult1			Catapult		65	1													1	1		0	0	0	35	62	83	catapult	catapult	7	15	15	15				20	22	25																						catapultchargedball on									1													1																																													1000						1000	40	45	20	20	20	1000									288	570	19	260										676	788	52	500										900	1050	70	800																																																				A5C None	Act 5 Champ C	Act 5 Unique C		A5C None (N)	Act 5 (N) Champ C	Act 5 (N) Unique C		A5C None (H)	Act 5 (H) Champ C	Act 5 (H) Unique C							1	0
catapult2	498	catapult1	catapult3	1	CatapultE	catapult2			Catapult		64	1													1	1		0	0	0	35	62	83	catapult	catapult	7	15	15	15				20	22	25																						catapultchargedball on									1													1																																													1000						1000	40	45	20	20	20	1000									288	570	19	260										676	788	52	500										900	1050	70	800																																																				A5C None	Act 5 Champ C	Act 5 Unique C		A5C None (N)	Act 5 (N) Champ C	Act 5 (N) Unique C		A5C None (H)	Act 5 (H) Champ C	Act 5 (H) Unique C							1	0
catapult3	499	catapult1	catapult4	2	CatapultSiege	catapult3			Catapult		64	1													1	1		0	0	0	33	62	83	catapult	catapult	7	15	15	15				20	22	25																						catapultchargedball on									1													1																																													1000						1000	40	45	20	20	20	1000									286	570	19	246										676	788	52	500										900	1050	70	800																																																				A5C None	Act 5 Champ C	Act 5 Unique C		A5C None (N)	Act 5 (N) Champ C	Act 5 (N) Unique C		A5C None (H)	Act 5 (H) Champ C	Act 5 (H) Unique C							1	0
catapult4	500	catapult1		3	CatapultW	catapult4			Catapult		UA	1													1	1		0	0	0	35	62	83	catapult	catapult	7	15	15	15				20	22	25																						catapultchargedball on									1													1																																													1000						1000	40	45	20	20	20	1000									288	570	19	260										676	788	52	500										900	1050	70	800																																																				A5C None	Act 5 Champ C	Act 5 Unique C		A5C None (N)	Act 5 (N) Champ C	Act 5 (N) Unique C		A5C None (H)	Act 5 (H) Champ C	Act 5 (H) Unique C							1	0
frozenhorror1	501	frozenhorror1	frozenhorror2	0	Frozen Horror1	frozenhorror1	epierce	frozenhorror	FrozenHorror		F0	1													2	3		3	3	1	38	63	85	frozenhorror	frozenhorror	10	15	14	13				60	65	70	40	45	50	60	60	60	10	10	10																						1													1	1						1			Horror Arctic Blast	seq_horrorarcticblast	4																						100	45	16	-25	0	33					75						100		35	20	20	46	120	46	2				48	48	48	10	428	570	101	484	61	96	126							428	518	150	300	90	165	150							570	690	200	480	120	220	200																																																	A5C None	Act 5 Champ C	Act 5 Unique C		A5C None (N)	Act 5 (N) Champ C	Act 5 (N) Unique C		A5C None (H)	Act 5 (H) Champ A	Act 5 (H) Unique C								0
frozenhorror2	502	frozenhorror1	frozenhorror3	1	Frozen Horror2	frozenhorror2	epierce	frozenhorror	FrozenHorror		F0	1													2	3		3	3	1	39	63	86	frozenhorror	frozenhorror	10	15	14	13				60	70	75	40	45	50	65	65	65	10	10	10																						1													1	1						1	1		Horror Arctic Blast	seq_horrorarcticblast	4																						100	45	16	-15	0	33					75						100		35	20	20	46	125	46	2				49	49	49	10	426	570	101	498	59	96	125							428	518	150	300	90	165	150							570	690	200	480	120	220	200																																																	A5C None	Act 5 Champ C	Act 5 Unique C		A5C None (N)	Act 5 (N) Champ C	Act 5 (N) Unique C		A5C None (H)	Act 5 (H) Champ C	Act 5 (H) Unique C								0
frozenhorror3	503	frozenhorror1	frozenhorror4	2	Frozen Horror3	frozenhorror3	epierce	frozenhorror	FrozenHorror		F0	1													2	3		3	3	1	40	63	87	frozenhorror	frozenhorror	10	15	14	13				60	75	80	40	45	50	70	70	70	10	10	10																						1													1	1						1	1		Horror Arctic Blast	seq_horrorarcticblast	5																						100	45	16	0	0	33					75						100		35	20	20	46	130	46	2				50	50	50	10	426	570	101	512	61	93	126							428	518	150	300	90	165	150							570	690	200	480	120	220	200																																																	A5C None	Act 5 Champ C	Act 5 Unique C		A5C None (N)	Act 5 (N) Champ C	Act 5 (N) Unique C		A5C None (H)	Act 5 (H) Champ C	Act 5 (H) Unique C								0
frozenhorror4	504	frozenhorror1	frozenhorror5	3	Frozen Horror4	frozenhorror4	epierce	frozenhorror	FrozenHorror		F0	1													2	3		3	3	1	41	65	87	frozenhorror	frozenhorror	10	15	14	13				60	80	85	40	45	50	75	75	75	10	10	10																						1													1	1						1	1		Horror Arctic Blast	seq_horrorarcticblast	5																						100	45	16	0	0	33					75						100		35	20	20	46	135	46	2				50	50	50	10	428	570	101	526	61	97	125							428	518	150	300	90	165	150							570	690	200	480	120	220	200																																																	A5C None	Act 5 Champ C	Act 5 Unique C		A5C None (N)	Act 5 (N) Champ C	Act 5 (N) Unique C		A5C None (H)	Act 5 (H) Champ C	Act 5 (H) Unique C								0
frozenhorror5	505	frozenhorror1	livingice	4	Frozen Horror5	frozenhorror5	epierce	frozenhorror	FrozenHorror		F0	1													2	3		3	3	1	42	66	88	frozenhorror	frozenhorror	10	15	14	13				60	85	90	40	45	50	80	80	80	10	10	10																						1													1	1						1	1		Horror Arctic Blast	seq_horrorarcticblast	6																						100	45	16	0	0	33					75						100		35	20	20	46	140	46	2				50	50	50	10	426	570	101	542	58	97	126							428	518	150	300	90	165	150							570	690	200	480	120	220	200																																																	A5C None	Act 5 Champ C	Act 5 Unique C		A5C None (N)	Act 5 (N) Champ C	Act 5 (N) Unique C		A5C None (H)	Act 5 (H) Champ C	Act 5 (H) Unique C								0
bloodlord1	506	bloodlord1	bloodlord2	0	Blood Lord1	bloodlord1		bloodlord	BloodLord		L3	1													1	2		9	9	1	34	63	85	bloodlord	bloodlord	10	15	14	13				90	90	90	85	85	85	50	55	60	10	10	10																						1	1												1	1									BloodLordFrenzy	A2	1																						100	45	16	-50	-40	-25													70	60	110	46	46	46	2				50	50	50	10	426	570	126	480	67	148	189	67	148	189				540	676	195	360	120	225	270	120	225	270				720	900	260	840	160	300	360	160	300	360																																														A5A Hrt	Act 5 Champ A	Act 5 Unique A		A5A Hrt (N)	Act 5 (N) Champ A	Act 5 (N) Unique A		A5A Hrt (H)	Act 5 (H) Champ A	Act 5 (H) Unique A								0
bloodlord2	507	bloodlord1	bloodlord3	1	Blood Lord2	bloodlord2		bloodlord	BloodLord		L3	1													1	2		9	9	1	36	63	85	bloodlord	bloodlord	10	15	14	13				90	90	90	85	85	85	60	65	65	10	10	10																						1	1												1	1									BloodLordFrenzy	A2	1																						100	45	16	-40	-30	-15													70	60	46	110	46	46	2				50	50	50	10	426	570	126	506	69	151	188	69	151	188				540	676	195	360	120	180	270	120	180	270				720	900	260	840	160	240	360	160	240	360				A1	ltng					33	60	90		33	60	90																														A5B Hrt	Act 5 Champ B	Act 5 Unique B		A5B Hrt (N)	Act 5 (N) Champ B	Act 5 (N) Unique B		A5B Hrt (H)	Act 5 (H) Champ B	Act 5 (H) Unique B								0
bloodlord3	508	bloodlord1	bloodlord4	2	Blood Lord3	bloodlord3		bloodlord	BloodLord		L3	1													1	2		9	9	1	37	63	85	bloodlord	bloodlord	10	15	14	13				90	90	90	85	85	85	70	70	70	10	10	10																						1	1												1	1									BloodLordFrenzy	A2	1																						100	45	16	-30	-20	-5													100	60	46	46	46	46	2				50	50	50	10	426	570	126	520	66	148	188	66	148	188				540	676	195	360	120	225	270	120	225	270				720	900	260	840	160	300	360	160	300	360																																														A5C Hrt	Act 5 Champ C	Act 5 Unique C		A5C Hrt (N)	Act 5 (N) Champ C	Act 5 (N) Unique C		A5C Hrt (H)	Act 5 (H) Champ C	Act 5 (H) Unique C								0
bloodlord4	509	bloodlord1	bloodlord5	3	Blood Lord4	bloodlord4		bloodlord	BloodLord		L3	1													1	2		9	9	1	41	65	87	bloodlord	bloodlord	10	15	14	13				90	90	90	85	85	85	75	75	75	10	10	10																						1	1												1	1									BloodLordFrenzy	A2	1																						100	45	16	-20	-10	0													70	105	46	46	115	46	2				50	50	50	10	428	570	126	582	69	153	188	69	153	188				540	676	195	360	120	180	270	120	180	270				720	900	260	840	160	240	360	160	240	360				A1	cold					33	30	60	125	33	30	60	175																													A5C Hrt	Act 5 Champ C	Act 5 Unique C		A5C Hrt (N)	Act 5 (N) Champ C	Act 5 (N) Unique C		A5C Hrt (H)	Act 5 (H) Champ C	Act 5 (H) Unique C								0
