name	type	type2	code	alternateGfx	namestr	version	compactsave	rarity	spawnable	mindam	maxdam	1or2handed	2handed	2handmindam	2handmaxdam	minmisdam	maxmisdam		rangeadder	speed	StrBonus	DexBonus	reqstr	reqdex	durability	nodurability	level	levelreq	cost	gamble cost	magic lvl	auto prefix	OpenBetaGfx	normcode	ubercode	ultracode	wclass	2handedwclass	component	hit class	invwidth	invheight	stackable	minstack	maxstack	spawnstack	flippyfile	invfile	uniqueinvfile	setinvfile	hasinv	gemsockets	gemapplytype	special	useable	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	quivered	lightradius	belt	quest	questdiffcheck	missiletype	durwarning	qntwarning	gemoffset	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HraltiMin	HraltiMax	HraltiMagicMin	HraltiMagicMax	HratliMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	DrehyaMin	DrehyaMax	DrehyaMagicMin	DrehyaMagicMax	DrehyaMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	Source Art	Game Art	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	Nameable	PermStoreItem
Dire Flail	mace		0fl	fla	0fl	0		4	1	25	74							14	3	-10	100		125	77	80		69	57	19532	767466		320	fla	fla	9fl	0fl	1hs	1hs	5	1hsl	2	3					flpfla	invfla			1	5	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	0	xxx	xxx	1	0
Military Hammer	hamm		0wh	whm	0wh	0		4	1	49	71							14	2	20	110		189	15	80		78	61	14388	616658		320	whm	whm	9wh	0wh	1hs	1hs	5	1hsl	2	3					flpwhm	invwhm			1	5	0		0	item_sword	12	item_sword	0	0	5	0	0	0			178	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	8	0	xxx	xxx	1	0
Ancient Maul	hamm	2hsw	0m0	mau	0m0	0		4	1				1	105	160			17	4	10	120		225	15	75		73	51	12156	442882		320	mau	mau	9m9	0m0	stf	stf	5	2hsl	2	4					flpmau	invmau			1	6	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
Titan's Maul	hamm	2hsw	0gm	mau	0gm	0		3	1				1	108	169			17	4	20	120		253	15	75		82	65	17821	784893		320	mau	gma	9gm	0gm	stf	stf	5	2hsl	2	3					flpgma	invgma	inv9gmu	inv9gmu	1	6	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	5	0	xxx	xxx	1	0
Gladiator Blade	swor		0ss	ssd	0ss	0		3	1	39	65							14	2		100		150	88	60		55	42	15680	459290		320	ssd	ssd	9ss	0ss	1hs	1hs	5	1hsl	1	3					flpssd	inv9ss			1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	0	xxx	xxx	1	0
Desert Sword	swor		0sm	scm	0sm	0		3	1	37	56							14	2	-20	100		138	95	60		59	45	16103	512642		320	scm	scm	9sm	0sm	1hs	1hs	5	1hsl	1	3					flpscm	inv9sm	invscmu	invscmu	1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	0	xxx	xxx	1	0
Rapier	swor		0sb	scm	0sb	0		3	1	40	59							14	2	-10	100		109	122	60		60	47	22785	739728		320	scm	sbr	9sb	0sb	1hs	1hs	5	1hsl	1	3					flpsbr	inv9sb	invsbru	invsbru	1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	0	xxx	xxx	1	0
Okrist	swor		0fc	flc	0fc	0		4	1	38	74							14	2	10	100		142	105	60		63	51	18479	661026		320	flc	flc	9fc	0fc	1hs	1hs	5	1hsl	1	3					flpflc	inv9fc	invflcu	invflcu	1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	0	xxx	xxx	1	0
Jeweled Edge	swor		0cr	crs	0cr	0		2	1	36	54							14	2	-30	100		136	136	15	1	65	54	25680	961820		320	crs	crs	9cr	0cr	1hs	1hs	5	1hsl	2	3					flpcrs	inv9cru	inv9cru	inv9cru	1	6	0		0	item_sword	12	item_sword	0	0	5	0	5	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			8	1	0	xxx	xxx	1	0
Viking Sword	swor		0bs	bsd	0bs	0		4	1	42	65							14	2		100		142	112	60		67	58	19044	768466		320	bsd	bsd	9bs	0bs	1hs	1hs	5	1hsl	2	3					flpbsd	invbsd			1	4	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	0	xxx	xxx	1	0
Arcane Sword	swor		0ls	lsd	0ls	0		4	1	27	75							14	2	-10	100		144	109	60		73	61	14306	613296		320	lsd	lsd	9ls	0ls	1hs	1hs	5	1hsl	2	3					flplsd	invbaseswordarcanesword	inv9lsu	inv9lsu	1	4	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	0	xxx	xxx	1	0
Trojan Sword	swor		0wd	flc	0wd	0		4	1	38	70							14	2		100		147	124	60		77	66	20187	885448		320	flc	wsd	9wd	0wd	1hs	1hs	5	1hsl	1	3					flpwsd	invwsd			1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	0	xxx	xxx	1	0
Judgement Blade	swor	2hsw	02h	clm	02h	0		4	1	28	65	1	1	71	159			17	3	-15	100		175	100	60		60	44	23789	722776		320	clm	2hs	92h	02h	1hs	2hs	5	2hss	1	4					flp2hs	inv2hsu	inv2hsu	inv2hsu	1	3	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	0	xxx	xxx	1	0
Titan's Dagger	swor	2hsw	0cm	clm	0cm	0		4	1	31	69	1	1	78	169			17	3	-5	100		171	104	65		67	49	14391	497653		320	clm	clm	9cm	0cm	1hs	2hs	5	2hss	1	4					flpclm	inv9cl			1	4	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	0	xxx	xxx	1	0
Lithe Blade	swor	2hsw	0gs	gsd	0gs	0		4	1	25	63	1	1	61	154			17	3	-30	100		185	87	65		71	53	16331	603751		320	gsd	gis	9gs	0gs	1hs	2hs	5	2hss	1	4					flpgis	invgisu	invgisu	invgisu	1	4	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	0	xxx	xxx	1	0
Dark Sword	swor	2hsw	0b0	clm	0b0	0		4	1	37	62	1	1	91	154			17	3	-10	100		163	103	60		74	57	19939	793152		320	clm	bsw	9b9	0b0	1hs	2hs	5	2hss	1	4					flpbsw	invbswu	invbswu	invbswu	1	4	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	0	xxx	xxx	1	0
Hellfire Sword	swor	2hsw	0fb	clm	0fb	0		4	1	38	74	1	1	91	178			17	3	10	100		182	95	65		79	60	24800	1018250		320	clm	flb	9fb	0fb	1hs	2hs	5	2hss	2	4					flpflb	invflb	inv9fbu	inv9fbu	1	5	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	0	xxx	xxx	1	0
Death Blade	swor	2hsw	0gd	gsd	0gd	0		4	1	40	69	1	1	95	163			17	3	5	100		189	110	65		83	63	22259	973508		320	gsd	gsd	9gd	0gd	1hs	2hs	5	2hss	2	4					flpgsd	invgsdu	invgsdu	invgsdu	1	6	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	0	xxx	xxx	1	0
Carved Bone	knif		0dg	dgr	0dg	0		2	1	30	62							14	1	-20	100	50	38	75	60		57	43	12429	381191		320	dgr	dgr	9dg	0dg	1ht	1ht	5	1ht	1	2					flpdgr	invdgr			1	2	0		0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	8	0	xxx	xxx	1	0
Mithral Knife	knif		0di	dir	0di	0		2	1	42	64							14	1	0	100	50	55	98	70		61	52	17988	653330		320	dir	dir	9di	0di	1ht	1ht	5	1ht	1	2					flpdir	invdir			1	2	0		0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	8	0	xxx	xxx	1	0
Fang Knife	knif		0kr	dir	0kr	0		2	1	27	64							14	1	-30	100	50	42	86	60		67	62	13729	596754		320	dir	kri	9kr	0kr	1ht	1ht	5	1ht	1	3					flpkrs	invkrs	invkrsu	invkrsu	1	3	0		0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	8	0	xxx	xxx	1	0
Ancient Spike	knif		0bl	dgr	0bl	0		3	1	41	61							14	1	-10	100	50	65	67	62		73	66	16076	710730		320	dgr	bld	9bl	0bl	1ht	1ht	5	1ht	1	3					flpbld	invbld	inv9blu	inv9blu	1	3	0		0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	8	0	xxx	xxx	1	0
Throwing Dagger	tkni		0tk	dgr	0tk	0		2	1	33	61					33	61	15	1		75	75	48	141	60		58	48	107	29130		311	dgr	tkf	9tk	0tk	1ht	1ht	5	1ht	1	2	1	420	1000	420	flptkn	invtkn			1	2	0	primarily thrown	0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0			36	7	4	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	0	xxx	xxx	1	0
Throwing Hatchet	taxe		0ta	hax	0ta	0		2	1	40	59					40	59	15	1	10	75	75	88	108	60		62	42	115	26690		311	hax	tax	9ta	0ta	1hs	1hs	5	1hsl	1	2	1	420	1000	420	flptax	invtax			1	2	0	primarily thrown	0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0			35	7	5	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	8	0	xxx	xxx	1	0
Balanced Dagger	tkni		0bk	dgr	0bk	0		2	1	25	60					25	60	15	1	-20	75	75	45	142	60		67	57	124	35048		311	dgr	bkf	9bk	0bk	1ht	1ht	5	1ht	1	2	1	420	1000	420	flpbkf	invbkf			1	2	0	primarily thrown	0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0			36	7	4	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	0	xxx	xxx	1	0
Balanced Hatchet	taxe		0b6	hax	0b6	0		2	1	24	62					24	62	15	2	-15	75	75	96	122	60		71	60	125	36290		311	hax	bal	9b8	0b6	1hs	1hs	5	1hsl	2	2	1	420	1000	420	flpbal	invbal			1	4	0	primarily thrown	0	item_sword	12	item_sword	0	0	5	0	0	0			35	7	5	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	0	xxx	xxx	1	0
Ancient Shards	jave		0ja	jav	0ja	0		4	1	29	57					29	57	14	2	-10	75	75	98	123	60		59	42	105	25447		311	jav	jav	9ja	0ja	1ht	1ht	5	1ht	1	3	1	360	1000	360	flpjav	invjav			1	3	0	primarily thrown	0	item_javelins	12	item_javelins	0	0	5	0	0	0			1	7	2	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
Dire Pilum	jave		0pi	pil	0pi	0		4	1	27	67					27	67	14	2		75	75	118	112	60		62	46	110	28570		311	pil	pil	9pi	0pi	1ht	1ht	5	1ht	1	3	1	360	1000	360	flppil	invpil			1	3	0	primarily thrown	0	item_javelins	12	item_javelins	0	0	5	0	0	0			371	7	2	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
Lissom Spear	jave		0s9	jav	0s9	0		4	1	36	64					36	64	14	2	10	75	75	127	95	60		65	53	116	32236		311	jav	ssp	9s9	0s9	1ht	1ht	5	1ht	1	3	1	360	1000	360	flpssp	invssp			1	3	0	primarily thrown	0	item_javelins	12	item_javelins	0	0	5	0	0	0			1	7	2	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
Ahab Spear	jave		0gl	glv	0gl	0		4	1	36	72					36	72	14	2	20	75	75	89	137	60		73	59	120	35520		311	glv	glv	9gl	0gl	1ht	1ht	5	1ht	1	4	1	360	1000	360	flpglv	invglv			1	4	0	primarily thrown	0	item_javelins	12	item_javelins	0	0	5	0	0	0			37	7	2	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
Whale Hunter	jave		0ts	pil	0ts	0		4	1	23	67					23	67	14	2	-10	75	75	76	145	60		79	65	99	35958		311	pil	tsp	9ts	0ts	1ht	1ht	5	1ht	1	4	1	360	1000	360	flptsp	invtsp			1	4	0	primarily thrown	0	item_javelins	12	item_javelins	0	0	5	0	0	0			371	7	2	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
Guisarme	spea	2hsw	0sr	spr	0sr	0		4	1				1	69	170			17	4	-10	100		135	100	60		58	43	15900	481850		320	spr	spr	9sr	0sr	2ht	2ht	5	2ht	2	4					flpspr	invspr			1	5	0	2 square reach	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	8	0	xxx	xxx	1	0
Grapnel	spea	2hsw	0tr	tri	0tr	0		4	1				1	64	186			17	4		100		148	97	60		61	49	17347	595201		320	tri	tri	9tr	0tr	2ht	2ht	5	2ht	2	4					flptri	invtriu	invtriu	invtriu	1	6	0	2 square reach	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	8	0	xxx	xxx	1	0
Dragon Spear	spea	2hsw	0br	brn	0br	0		4	1				1	73	155			17	5	-20	100		132	134	60		66	52	14658	567096		320	brn	brn	9br	0br	2ht	2ht	5	2ht	2	4					flpbrn	invbrn	inv9bru	inv9bru	1	6	0	2 square reach	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	8	0	xxx	xxx	1	0
Ranseur	spea	2hsw	0st	brn	0st	0		4	1				1	67	189			17	5		100		145	114	60		71	55	17248	742792		320	tri	spt	9st	0st	2ht	2ht	5	2ht	2	4					flpspt	invspt			1	6	0	2 square reach	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	8	0	xxx	xxx	1	0
Impaler	spea	2hsw	0p0	pik	0p0	0		4	1				1	74	203			17	5	20	100		165	106	60		80	66	16070	710475		320	pik	pik	9p9	0p0	2ht	2ht	5	2ht	2	4					flppik	invpik			1	6	0	3 square reach	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	0	xxx	xxx	1	0
Urgrosh	pole	2hsw	0b7	hal	0b7	0		4	1				1	60	180			17	3	10	100		158	75	65		59	45	9871	317380		320	hal	bar	9b7	0b7	stf	stf	5	2hsl	2	4					flpbar	invbar			1	5	0	2 square reach	0	item_woodweaponlarge	12	item_woodweaponlarge	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	0	xxx	xxx	1	0
Pole Gauche	pole	2hsw	0vo	hal	0vo	0		4	1				1	67	197			17	4	10	100		177	55	65		63	48	12822	432554		320	pax	vou	9vo	0vo	stf	stf	5	2hsl	2	4					flpvou	invvou			1	6	0	2 square reach	0	item_woodweaponlarge	12	item_woodweaponlarge	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	0	xxx	xxx	1	0
Shadow Scythe	pole	2hsw	0s8	scy	0s8	0		4	1				1	66	177			17	3	-10	100		82	82	80		65	53	11086	417553		320	scy	scy	9s8	0s8	stf	stf	5	2hsl	2	4					flpscy	invscyu	inv9s8u	inv9s8u	1	6	0	2 square reach	0	item_woodweaponlarge	12	item_woodweaponlarge	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	0	xxx	xxx	1	0
Royal Partizan	pole	2hsw	0pa	hal	0pa	0		4	1				1	78	190			17	4	10	100		165	103	80		71	59	16509	678106		320	pax	pax	9pa	0pa	stf	stf	5	2hsl	2	4					flppax	invpax			1	6	0	2 square reach	0	item_woodweaponlarge	12	item_woodweaponlarge	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	0	xxx	xxx	1	0
Guardian	pole	2hsw	0h0	pax	0h0	0		4	1				1	86	170			17	5		100		179	99	70		78	63	21554	932518		320	hal	hal	9h9	0h0	stf	stf	5	2hsl	2	4					flphal	invhal			1	6	0	2 square reach	0	item_woodweaponlarge	12	item_woodweaponlarge	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	8	0	xxx	xxx	1	0
Death Reaper	pole	2hsw	0wc	scy	0wc	0		3	1				1	86	161			17	5	-10	100		140	140	70		82	66	17692	779410		320	scy	wsc	9wc	0wc	stf	stf	5	2hsl	2	4					flpwsc	invscyu	inv9s8u	inv9s8u	1	6	0	2 square reach	0	item_woodweaponlarge	12	item_woodweaponlarge	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	0	xxx	xxx	1	0
Elder Cane	staf	2hsw	1ss	bst	1ss	0		2	1				1	97	142			17	2	-10	100		25	15	60		57	43	8154	257216	1	315	bst	sst	8ss	1ss	stf	stf	5	club	1	3					flpsst	invsst			1	2	1	magically charged	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	7					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
Mystic Staff	staf	2hsw	1ls	sst	1ls	0		2	1				1	99	151			17	3		100		63	35	60		62	49	5367	199861	1	315	sst	lst	8ls	1ls	stf	stf	5	staf	1	4					flplst	invlst		invcstu	1	3	1	magically charged	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	7					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
Petrified Staff	staf	2hsw	1cs	cst	1cs	0		2	1				1	102	165			17	3	10	100		44	37	60		64	55	9048	359526	1	315	cst	cst	8cs	1cs	stf	stf	5	staf	1	4					flpcst	invcst	invcstu	invcstu	1	4	1	magically charged	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	7					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
Mage Staff	staf	2hsw	1bs	sst	1bs	0		2	1				1	92	155			17	3	-10	100		52	27	60		67	62	7986	358419	1	315	sst	bst	8bs	1bs	stf	stf	5	staf	1	4					flpbst	invbst			1	4	1	magically charged	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	7					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
Arcane Staff	staf	2hsw	1ws	lst	1ws	0		2	1				1	96	160			17	4		100		34	15	60		74	66	10001	452543	1	315	lst	wst	8ws	1ws	stf	stf	5	staf	2	4					flpwst	invwst	inv8wsu	inv8wsu	1	6	1	magically charged	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	7					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
Spiderwoven Bow	bow		1sb	sbw	1sb	0		2	1				1	37	65			13		5		75	64	143		1	56	42	21091	600003			sbw	sbw	8sb	1sb	bow	bow	6	bow	2	3					flpsbw	invsbw			1	3	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
Sharp Bow	bow		1hb	sbw	1hb	0		2	1				1	38	57			13		-10		75	76	119		1	57	43	21350	661750			sbw	hbw	8hb	1hb	bow	bow	6	bow	2	3					flphbw	invhbw			1	4	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
Shade Bow	bow		1lb	lbw	1lb	0		2	1				1	33	67			13				75	52	188		1	60	47	25610	828715			lbw	lbw	8lb	1lb	bow	bow	6	bow	2	4					flplbw	invlbw	inv8lbu	inv8lbu	1	5	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
Dark Bow	bow		1cb	lbw	1cb	0		2	1				1	32	65			13		-10		75	121	107		1	62	51	17743	626512			lbw	cbw	8cb	1cb	bow	bow	6	bow	2	3					flpcbw	invsbbu	invcbwu	invcbwu	1	4	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
Rogue Bow	bow		1s8	sbb	1s8	0		2	1				1	41	60			13				75	89	132		1	68	54	24605	910030			sbb	sbb	8s8	1s8	bow	bow	6	bow	2	3					flpsbb	invcbwu	inv8s8u	inv8s8u	1	5	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
Marksman Bow	bow		1l8	lbb	1l8	0		2	1				1	35	71			13		10		75	97	121		1	73	57	18105	722543			lbb	lbb	8l8	1l8	bow	bow	6	bow	2	4					flplbb	invlbb			1	6	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
Arcane Bow	bow		1sw	sbb	1sw	0		2	1				1	34	69			13				75	72	146		1	77	60	15042	627930			sbb	swb	8sw	1sw	bow	bow	6	bow	2	3					flpswb	invswbu	invswbu	invswbu	1	5	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
Ancient Bow	bow		1lw	lbb	1lw	0		2	1				1	29	79			13		10		75	134	167		1	79	63	19375	850938			lbb	lwb	8lw	1lw	bow	bow	6	bow	2	4					flplwb	invlwb			1	6	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
Choice Crossbow	xbow		1lx	lxb	1lx	0		2	1				1	60	90			19		-20		75	83	155		1	60	42	19512	576592			lxb	lxb	8lx	1lx	xbw	xbw	5	xbow	2	3					flplxb	invlxbu	inv8lxu	inv8lxu	1	3	0	reload lag between shots	0	item_crossbow	12	item_crossbow	0	0	5	1	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
Marksman Crossbow	xbow		1mx	lxb	1mx	0		2	1				1	59	99			19		-10		75	117	105		1	67	50	22305	770218			lxb	mxb	8mx	1mx	xbw	xbw	5	xbow	2	3					flpmxb	invmxbu	inv8mxu	inv8mxu	1	4	0	reload lag between shots	0	item_crossbow	12	item_crossbow	0	0	5	1	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
Odysseus Crossbow	xbow		1hx	hxb	1hx	0		2	1				1	61	105			19		0		75	163	77		1	74	56	26065	1002438			hxb	hxb	8hx	1hx	xbw	xbw	5	xbow	2	4					flphxb	invhxbu	invhxbu	invhxbu	1	6	0	reload lag between shots	0	item_crossbow	12	item_crossbow	0	0	5	1	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
Assassin Crossbow	xbow		1rx	hxb	1rx	0		2	1				1	50	88			19		-40		75	141	98		1	78	63	25851	1112992			hxb	rxb	8rx	1rx	xbw	xbw	5	xbow	2	3					flprxb	invrxbu	invrxbu	invrxbu	1	5	0	fires 5 shots before reload	0	item_crossbow	12	item_crossbow	0	0	5	1	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
Magic Arrows	arrm		aq2	aqv	aqv	0		1	1											0						1	1	0	0	0	1	313							16	bow	1	3	1	500	1000	500	flpqvr	invqvr					0		0	item_quiver	12	item_quiver	0	0	5	0	0	0			0	7	1	0	3	1	1	1	1	1	1	1	1	1	1					255	1	1	1	1	20					255					255	1	1	1	1	20					255					255	1	1	1	1	20	1	1	1	1	20					255	1	1	1	1	20					255	1	1	1	1	20					20					255			5	8	0	xxx	xxx	1	1
