Name	Rune Name	complete	server	itype1	itype2	itype3	itype4	itype5	itype6	etype1	etype2	etype3	*runes	Rune1	Rune2	Rune3	Rune4	Rune5	Rune6	T1Code1	T1Param1	T1Min1	T1Max1	T1Code2	T1Param2	T1Min2	T1Max2	T1Code3	T1Param3	T1Min3	T1Max3	T1Code4	T1Param4	T1Min4	T1Max4	T1Code5	T1Param5	T1Min5	T1Max5	T1Code6	T1Param6	T1Min6	T1Max6	T1Code7	T1Param7	T1Min7	T1Max7	eol
Runeword502	Chilling	1		weap										glb	glb	glb	glb	glb	glb	hit-skill	Glacial Spike	15	9																									0
Runeword503	Chilling	1		weap										gpb	gpb	gpb	gpb	gpb	gpb	hit-skill	Glacial Spike	16	10																									0
Runeword504	Chilling	1		weap										gbb	gbb	gbb	gbb	gbb	gbb	hit-skill	Glacial Spike	18	12																									0
Runeword505	Ruin	1		tors	shld	helm	boot	belt						gck						gethit-skill	Twister	2	1																									0
Runeword506	Ruin	1		tors	shld	helm	boot	belt						gfk						gethit-skill	Twister	3	2																									0
Runeword507	Ruin	1		tors	shld	helm	boot	belt						gsk						gethit-skill	Twister	4	3																									0
Runeword508	Ruin	1		tors	shld	helm	boot	belt						gzk						gethit-skill	Twister	5	4																									0
Runeword509	Ruin	1		tors	shld	helm	boot	belt						gpk						gethit-skill	Twister	6	5																									0
Runeword510	Ruin	1		tors	shld	helm	boot	belt						gbk						gethit-skill	Twister	8	7																									0
Runeword511	Ruin	1		tors	shld	helm	boot	belt						gck	gck					gethit-skill	Twister	4	2																									0
Runeword512	Ruin	1		tors	shld	helm	boot	belt						gfk	gfk					gethit-skill	Twister	5	3																									0
Runeword513	Ruin	1		tors	shld	helm	boot	belt						gsk	gsk					gethit-skill	Twister	6	4																									0
Runeword514	Ruin	1		tors	shld	helm	boot	belt						gzk	gzk					gethit-skill	Twister	7	5																									0
Runeword515	Ruin	1		tors	shld	helm	boot	belt						gpk	gpk					gethit-skill	Twister	8	6																									0
Runeword516	Ruin	1		tors	shld	helm	boot	belt						gbk	gbk					gethit-skill	Twister	10	8																									0
Runeword517	Ruin	1		tors	shld	helm								gck	gck	gck				gethit-skill	Twister	6	3																									0
Runeword518	Ruin	1		tors	shld	helm								gfk	gfk	gfk				gethit-skill	Twister	7	4																									0
Runeword519	Ruin	1		tors	shld	helm								gsk	gsk	gsk				gethit-skill	Twister	8	5																									0
Runeword520	Ruin	1		tors	shld	helm								gzk	gzk	gzk				gethit-skill	Twister	9	6																									0
Runeword521	Ruin	1		tors	shld	helm								gpk	gpk	gpk				gethit-skill	Twister	10	7																									0
Runeword522	Ruin	1		tors	shld	helm								gbk	gbk	gbk				gethit-skill	Twister	12	9																									0
Runeword523	Ruin	1		tors	shld	helm								gck	gck	gck	gck			gethit-skill	Twister	8	4																									0
Runeword524	Ruin	1		tors	shld	helm								gfk	gfk	gfk	gfk			gethit-skill	Twister	9	5																									0
Runeword525	Ruin	1		tors	shld	helm								gsk	gsk	gsk	gsk			gethit-skill	Twister	10	6																									0
Runeword526	Ruin	1		tors	shld	helm								gzk	gzk	gzk	gzk			gethit-skill	Twister	11	7																									0
Runeword527	Ruin	1		tors	shld	helm								gpk	gpk	gpk	gpk			gethit-skill	Twister	12	8																									0
Runeword528	Ruin	1		tors	shld	helm								gbk	gbk	gbk	gbk			gethit-skill	Twister	14	10																									0
Runeword529	Ruin	1		tors										gck	gck	gck	gck	gck		gethit-skill	Twister	10	5																									0
Runeword530	Ruin	1		tors										gfk	gfk	gfk	gfk	gfk		gethit-skill	Twister	11	6																									0
Runeword531	Ruin	1		tors										gsk	gsk	gsk	gsk	gsk		gethit-skill	Twister	12	7																									0
Runeword532	Ruin	1		tors										gzk	gzk	gzk	gzk	gzk		gethit-skill	Twister	13	8																									0
Runeword533	Ruin	1		tors										gpk	gpk	gpk	gpk	gpk		gethit-skill	Twister	14	9																									0
Runeword534	Ruin	1		tors										gbk	gbk	gbk	gbk	gbk		gethit-skill	Twister	16	11																									0
Runeword535	Ruin	1		tors										gck	gck	gck	gck	gck	gck	gethit-skill	Twister	12	6																									0
Runeword536	Ruin	1		tors										gfk	gfk	gfk	gfk	gfk	gfk	gethit-skill	Twister	13	7																									0
Runeword537	Ruin	1		tors										gsk	gsk	gsk	gsk	gsk	gsk	gethit-skill	Twister	14	8																									0
Runeword538	Ruin	1		tors										gzk	gzk	gzk	gzk	gzk	gzk	gethit-skill	Twister	15	9																									0
Runeword539	Ruin	1		tors										gpk	gpk	gpk	gpk	gpk	gpk	gethit-skill	Twister	16	10																									0
Runeword540	Ruin	1		tors										gbk	gbk	gbk	gbk	gbk	gbk	gethit-skill	Twister	18	12																									0
Runeword541	Ruin	1		weap	glov	misl								gck						hit-skill	Static Field	2	1																									0
Runeword542	Ruin	1		weap	glov	misl								gfk						hit-skill	Static Field	3	2																									0
Runeword543	Ruin	1		weap	glov	misl								gsk						hit-skill	Static Field	4	3																									0
Runeword544	Ruin	1		weap	glov	misl								gzk						hit-skill	Static Field	5	4																									0
Runeword545	Ruin	1		weap	glov	misl								gpk						hit-skill	Static Field	6	5																									0
Runeword546	Ruin	1		weap	glov	misl								gbk						hit-skill	Static Field	8	7																									0
Runeword547	Ruin	1		weap	glov									gck	gck					hit-skill	Static Field	4	2																									0
Runeword548	Ruin	1		weap	glov									gfk	gfk					hit-skill	Static Field	5	3																									0
Runeword549	Ruin	1		weap	glov									gsk	gsk					hit-skill	Static Field	6	4																									0
Runeword550	Ruin	1		weap	glov									gzk	gzk					hit-skill	Static Field	7	5																									0
Runeword551	Ruin	1		weap	glov									gpk	gpk					hit-skill	Static Field	8	6																									0
Runeword552	Ruin	1		weap	glov									gbk	gbk					hit-skill	Static Field	10	8																									0
Runeword553	Ruin	1		weap										gck	gck	gck				hit-skill	Static Field	6	3																									0
Runeword554	Ruin	1		weap										gfk	gfk	gfk				hit-skill	Static Field	7	4																									0
Runeword555	Ruin	1		weap										gsk	gsk	gsk				hit-skill	Static Field	8	5																									0
Runeword556	Ruin	1		weap										gzk	gzk	gzk				hit-skill	Static Field	9	6																									0
Runeword557	Ruin	1		weap										gpk	gpk	gpk				hit-skill	Static Field	10	7																									0
Runeword558	Ruin	1		weap										gbk	gbk	gbk				hit-skill	Static Field	12	9																									0
Runeword559	Ruin	1		weap										gck	gck	gck	gck			hit-skill	Static Field	8	4																									0
Runeword560	Ruin	1		weap										gfk	gfk	gfk	gfk			hit-skill	Static Field	9	5																									0
Runeword561	Ruin	1		weap										gsk	gsk	gsk	gsk			hit-skill	Static Field	10	6																									0
Runeword562	Ruin	1		weap										gzk	gzk	gzk	gzk			hit-skill	Static Field	11	7																									0
Runeword563	Ruin	1		weap										gpk	gpk	gpk	gpk			hit-skill	Static Field	12	8																									0
Runeword564	Ruin	1		weap										gbk	gbk	gbk	gbk			hit-skill	Static Field	14	10																									0
Runeword565	Ruin	1		weap										gck	gck	gck	gck	gck		hit-skill	Static Field	10	5																									0
Runeword566	Ruin	1		weap										gfk	gfk	gfk	gfk	gfk		hit-skill	Static Field	11	6																									0
Runeword567	Ruin	1		weap										gsk	gsk	gsk	gsk	gsk		hit-skill	Static Field	12	7																									0
Runeword568	Ruin	1		weap										gzk	gzk	gzk	gzk	gzk		hit-skill	Static Field	13	8																									0
Runeword569	Ruin	1		weap										gpk	gpk	gpk	gpk	gpk		hit-skill	Static Field	14	9																									0
Runeword570	Ruin	1		weap										gbk	gbk	gbk	gbk	gbk		hit-skill	Static Field	16	11																									0
Runeword571	Ruin	1		weap										gck	gck	gck	gck	gck	gck	hit-skill	Static Field	12	6																									0
Runeword572	Ruin	1		weap										gfk	gfk	gfk	gfk	gfk	gfk	hit-skill	Static Field	13	7																									0
Runeword573	Ruin	1		weap										gsk	gsk	gsk	gsk	gsk	gsk	hit-skill	Static Field	14	8																									0
Runeword574	Ruin	1		weap										gzk	gzk	gzk	gzk	gzk	gzk	hit-skill	Static Field	15	9																									0
Runeword575	Ruin	1		weap										gpk	gpk	gpk	gpk	gpk	gpk	hit-skill	Static Field	16	10																									0
Runeword576	Ruin	1		weap										gbk	gbk	gbk	gbk	gbk	gbk	hit-skill	Static Field	18	12																									0
Runeword577	Rainbow	1		helm	tors	shld								ggb	grb	gbb	gyb			gethit-skill	Poison Nova	3	12	gethit-skill	Nova	3	12	gethit-skill	Frost Nova	3	12	gethit-skill	Charged Bolt	3	12													0
Runeword578	Rainbow	1		weap										ggb	grb	gbb	gyb			hit-skill	Poison Nova	3	12	hit-skill	Nova	3	12	hit-skill	Frost Nova	3	12	hit-skill	Charged Bolt	3	12													0
Runeword579	ArchDimeron	1		helm										gwb	skb	gbk	gbk			oskill	Might	10	10	oskill	Corpse Explosion	5	10	allskills		1	1																	0
Runeword580	Boar	1		weap	misl								I	r01						dmg%		50	50	crush		5	10	str		10	10																	0
Runeword581	Hare	1		weap	misl								U	r02						dmg-max		7	7	deadly		50	50	red-dmg		1	1	move1		15	15													0
Runeword582	Death	1		weap	misl								Shi	r03						dmg-max		10	10	dmg-pois	75	103	103	light		-1	-1	rip		1	1													0
Runeword583	Stone	1		armo									I Shi	r01	r03					ac		35	35	res-ltng		20	20	red-dmg		2	2	red-mag		2	2													0
Runeword584	Cow	1		weap									U Shi	r02	r03					dmg-min		10	10	hp		25	25	regen		5	5	dmg-ltng/lvl	12															0
Runeword585	Luck	1		shld									U N	r02	r05					ac		35	35	mag%		50	50	dex		10	10	block		13	13	balance1		15	15									0
Runeword586	Evolution	1		tors									Shi N Ka	r03	r05	r04				addxp		5	5	all-stats		5	5	dmg-fire		8	16	res-fire/lvl	8															0
Runeword587	Feel	1		helm									Ka N	r04	r05					cast1		20	20	swing1		20	20	hp		25	25	mana		25	25													0
Runeword588	Void	1		armo									Ku U	r06	r02					res-cold		15	15	res-ltng		15	15	res-pois-len		50	50	red-dmg%		5	5													0
Runeword589	Brandish	1		weap									I Ka Ku	r01	r04	r06				dmg%		60	60	dmg-ltng		1	20	openwounds		15	15	lifesteal		5	5													0
Runeword590	Brandish	1		weap									I Qa Ku	r01	r47	r06				dmg%		60	60	dmg-ltng		1	20	openwounds		15	15	lifesteal		5	5													0
Runeword591	Forefeel	1		tors	helm	char							Yo Ka N	r07	r04	r05				ac		70	70	mana%		20	20	mana-kill		5	5	cast1		20	20	extra-fire		10	10	extra-ltng		10	10	extra-cold		10	10	0
Runeword592	Greed	1		helm	boot								Yo Ku	r07	r06					gold%		50	50	mag%		25	25	att/lvl	3																			0
Runeword593	Machine	1		weap									Ki Ka I	r08	r04	r01				dmg%		35	35	dmg/lvl	8			swing3		15	15	move1		10	10	balance1		10	10									0
Runeword594	Machine	1		weap									Ki Qa I	r08	r47	r01				dmg%		35	35	dmg/lvl	8			swing3		15	15	move1		10	10	balance1		10	10									0
Runeword595	Gold	1		tors	shld	belt							Ki N	r08	r05					ac		25	50	gold%		100	100	light-thorns		20	20	abs-ltng		3	3													0
Runeword596	Composure	1		mele									U Ki Yo	r02	r08	r07				dmg/lvl	8			oskill	Claw Mastery	1	1	light		-4	-4	aura	Blessed Aim	1	1	deadly		10	10									0
Runeword597	Melody	1		miss									Ki Yo Ku	r08	r07	r06				dmg%		80	100	skilltab	0	1	1	skill	Critical Strike	2	2	skill	Dodge	2	2	skill	Slow Missiles	3	3	dmg-undead		300	300	aura	Defiance	3	6	0
Runeword598	Famine	1		tors									Ki Ki N	r08	r08	r05				ac/lvl	40			regen		-3	-3	lifesteal		5	5	manasteal		5	5	heal-kill		5	5	mana-kill		5	5	stamdrain		25	25	0
Runeword599	Insanity	1		tors									Ki Yo U Ki	r08	r07	r02	r08			ac/lvl	16			swing1		20	20	move2		20	20	block2		20	20	balance2		20	20	cast2		20	20	mana/lvl	8			0
Runeword600	Hunt	1		helm									Ka Ri	r04	r09					ac		20	20	bar		1	1	dru		1	1	heal-kill		5	5	hp		10	10	deadly		10	10					0
Runeword601	Wrath	1		mace	hamm	club							I Ka Ri	r01	r04	r09				dmg%		100	100	crush/lvl	2			swing3		30	30	deadly		50	50	thorns/lvl	40			hit-skill	Chain Lightning	5	6	gethit-skill	Static Field	8	4	0
Runeword602	Wrath	1		mace	hamm	club							I Qa Ri	r01	r47	r09				dmg%		100	100	crush/lvl	2			swing3		30	30	deadly		50	50	thorns/lvl	40			hit-skill	Chain Lightning	5	6	gethit-skill	Static Field	8	4	0
Runeword603	Fog	1		tors	helm								Ki Ri	r08	r09					ac%		60	90	dex		15	15	red-dmg		7	7	gethit-skill	Cloak of Shadows	11	5													0
Runeword604	Noir	1		h2h	swor	knif							Ki Ri Ka	r08	r09	r04				dmg%		125	150	allskills		1	1	swing3		20	20	deadly		30	30	move2		20	20	ac		100	100	att		200	400	0
Runeword605	Noir	1		h2h	swor	knif							Ki Ri Qa	r08	r09	r47				dmg%		125	150	allskills		1	1	swing3		20	20	deadly		30	30	move2		20	20	ac		100	100	att		200	400	0
Runeword606	Serpent	1		weap									Mi	r10						dmg%		66	66	dmg-min		12	12	freeze		2	2	manasteal		12	12													0
Runeword607	Hades	1		helm									Yo Mi	r07	r10					ac		30	60	skilltab	8	1	1	skill	Skeleton Mastery	1	3	enr		10	10	regen-mana		20	20									0
Runeword608	Darkness	1		tors									Ya Mi	r11	r10					ac%		50	75	nec		1	1	ass		1	1	dmg-pois	100	128	192	light		-3	-3	thorns		120	120	gethit-skill	Weaken	8	3	0
Runeword609	Red	1		weap									A Ka I	r12	r04	r01				dmg%		90	120	openwounds		100	100	bloody		1	1	lifesteal		9	9	swing2		25	25	hit-skill	Life Tap	6	8					0
Runeword610	Red	1		weap									A Qa I	r12	r47	r01				dmg%		90	120	openwounds		100	100	bloody		1	1	lifesteal		9	9	swing2		25	25	hit-skill	Life Tap	6	8					0
Runeword611	Exuberance	1		tors									A I Ka	r12	r01	r04				swing3		40	40	move3		40	40	balance3		30	30	hp		40	40	deadly		35	35	ac		200	200	dmg%		50	50	0
Runeword612	Evil	1		weap									A Ku	r12	r06					dmg/lvl	8			crush		5	5	lifesteal		6	6	manasteal		6	6	swing3		15	15									0
Runeword613	Malice	1		mele									A Ku I	r12	r06	r01				dmg%		50	50	openwounds		100	100	swing1		15	15	noheal		1	1	rip		1	1	crush		10	10	lifesteal		12	12	0
Runeword614	Autumn	1		belt	boot								A Ki	r12	r08					ac		15	15	move2		20	20	hp		15	15	lifesteal		4	4	regen		5	5									0
Runeword615	Light	1		spea	pole	axe							A Ka Ri	r12	r04	r09				dmg%		80	120	dmg-ltng		1	100	dmg-ltng/lvl	40			res-ltng		50	50	lifesteal		5	5	hit-skill	Chain Lightning	10	12	gethit-skill	Charged Bolt	9	12	0
Runeword616	Light	1		spea	pole	axe							A Qa Ri	r12	r47	r09				dmg%		80	120	dmg-ltng		1	100	dmg-ltng/lvl	40			res-ltng		50	50	lifesteal		5	5	hit-skill	Chain Lightning	10	12	gethit-skill	Charged Bolt	9	12	0
Runeword617	Beauty	1		tors	shld								U Tsu Ku Shi	r02	r13	r06	r03			ac/lvl	24			sor		2	2	ama		2	2	ass		2	2	hp%		25	25	enr		20	20	dex		20	20	0
Runeword618	Strength	1		mele									Tsu Yo I	r13	r07	r01				dmg%		150	150	str		25	25	vit		10	10	crush		15	15													0
Runeword619	Moon	1		armo									Tsu Ki	r13	r08					ac%		30	50	deadly		10	10	manasteal		5	5	mana		20	20	mag%		25	25									0
Runeword620	Sin	1		armo									Tsu Mi	r13	r10					ac%		30	50	openwounds		10	10	lifesteal		5	5	hp		20	20	mag%		25	25									0
Runeword621	Victory	1		tors									Shi Yo U Ri	r03	r07	r02	r09			ac%		75	100	mana-kill		5	5	heal-kill		8	8	gold%		120	120	mag%		60	60	str		20	20					0
Runeword622	Oath	1		tors									Chi Ka I	r14	r04	r01				ac%		85	110	vit		10	10	red-dmg		12	12	str		30	30	block		20	20	regen		20	20	allskills		1	1	0
Runeword623	Millenium	1		orb	mana								Chi Yo	r14	r07					ac/lvl	30			sor		1	1	res-all		15	20	cast3		15	15	mana%		20	20	skill	Warmth	2	2	aura	Prayer	2	2	0
Runeword624	Knowledge	1		helm									Chi Shi Ki	r14	r03	r08				dmg%		20	20	allskills		1	1	all-stats		10	10	att%		10	10	cast1		20	20									0
Runeword625	Fortress	1		shld									Yo U Sa I	r07	r02	r15	r01			ac%		100	100	block		23	23	block1		15	15	ac/lvl	8			gethit-skill	Bone Prison	12	9	res-all		30	30					0
Runeword626	Whisper	1		miss									Sa Sa Ya Ku	r15	r15	r11	r06			dmg%		110	150	move2		20	20	swing2		25	25	att		150	150	hit-skill	Tornado	7	7	ac%		50	50	skill	Dodge	2	2	0
Runeword627	Reason	1		helm									Ri Yu U	r09	r16	r02				ac/lvl	12			allskills		1	1	cast1		15	15	mana%		18	18	mana-kill		6	6	regen-mana		75	75	hp		30	30	0
Runeword628	Savant	1		armo									Yu Ri Ka	r16	r09	r04				ac%		80	80	allskills		1	1	balance1		15	15	block1		10	10	move1		15	15	cast1		10	10	res-all		18	18	0
Runeword629	Gloom	1		pole	spea	blun							Yu U U Tsu	r16	r02	r02	r13			dmg%		100	130	light		-4	-4	hit-skill	Weaken	7	7	gethit-skill	Poison Nova	10	8	lifesteal		7	7	att-skill	Bone Spirit	8	6	rep-dur	100			0
Runeword630	Hiten Misturugi Ryu	1		swor									Ke N Shi N	r17	r05	r03	r05			dmg%		70	110	dmg%/lvl	12			att		100	100	att/lvl	12			deadly		25	25	crush		5	10	swing3		30	30	0
Runeword631	Humble	1		miss									Ke N Ki Yo	r17	r05	r08	r07			dmg%		125	175	ama		1	1	att%		25	25	swing2		25	25	deadly		25	25	pierce		15	15					0
Runeword632	Ascend	1		tors									Shi Yo Ri Yu Ke N	r03	r07	r09	r16	r17	r05	ac%		100	100	allskills		3	3	all-stats		15	20	move1		20	20	swing2		30	30									0
Runeword633	Wisdom	1		helm									Chi E	r14	r18					ac		75	75	enr		15	15	vit		15	15	str		15	15	allskills		1	1	mana%		20	20	move1		10	10	0
Runeword634	Blood	1		swor	axe								Ke Tsu E Ki	r17	r13	r18	r08			allskills		1	1	dmg%		80	120	dmg/lvl	8			lifesteal		8	16	openwounds		33	33	noheal		1	1	rip		1	1	0
Runeword635	Eternity	1		tors									E I E N	r18	r01	r18	r05			ac%		90	120	indestruct		1	1	red-mag		15	15	red-dmg		15	15	res-all		18	18	regen		30	30	regen-mana		80	80	0
Runeword636	Royalty	1		helm									A E Ka	r12	r18	r04				ac/lvl	8			allskills		1	1	lifesteal		10	10	mag%		50	50	gold%		150	150	skilltab	10	1	1	skilltab	11	1	1	0
Runeword637	Fortune	1		weap									Ko U U N	r19	r02	r02	r05			dmg%		80	80	dmg-demon		150	150	att-demon		150	150	gold%		150	150	mag%		50	50	gold%/lvl	12			mag%/lvl	6			0
Runeword638	Fortune	1		tors									Ko U U N	r19	r02	r02	r05			ac%		80	80	cast2		20	20	mana/lvl	6			gold%		150	150	mag%		50	50	gold%/lvl	12			mag%/lvl	6		8	0
Runeword639	Faith	1		shld									Shi N Ko U	r03	r05	r19	r02			ac%		140	140	pal		2	2	skill	Prayer	6	6	skill	Holy Bolt	8	8	skill	Blessed Hammer	4	4	res-ltng		50	50	red-dmg%		13	13	0
Runeword640	Journey	1		tors									Ri Yo Ko U	r09	r07	r19	r02			ac/lvl	16			move3		30	30	stam		100	100	res-all		15	15	aura	Vigor	1	1	gold%		25	25					0
Runeword641	Efficiency	1		tors									Ko U Ri Tsu	r19	r02	r09	r13			ac%		110	190	move1		10	20	swing1		10	20	regen		15	30	regen-mana		30	60	res-all		20	20	addxp		5	5	0
Runeword642	Healthy	1		tors									Ke N Ko U	r17	r05	r19	r02			ac/lvl	40			hp%		20	20	regen		30	30	red-dmg%		20	20	red-mag		16	16	move1		15	15	stam		50	50	0
Runeword643	Glory	1		shld									E I Ko U	r18	r01	r19	r02			ac		60	60	block		15	15	block1		15	15	str		20	20	hp/lvl	16			allskills		1	1	res-all-max		1	5	0
Runeword644	Trust	1		weap									Shi N Ra I	r03	r05	r20	r01			dmg%		120	150	lifesteal		6	6	red-dmg%		15	15	swing1		15	15	res-all		20	20	mana-kill		4	6	dmg-norm		10	20	0
Runeword645	Trust	1		tors									Shi N Ra I	r03	r05	r20	r01			ac%		80	110	lifesteal		6	6	red-dmg%		15	15	balance1		15	15	res-all		20	20	mana-kill		4	6	dmg-norm		10	20	0
Runeword646	Storm	1		scep	bedg								A Ra Shi	r12	r20	r03				skill	Holy Shock	6	6	skill	Fist of the Heavens	4	4	hit-skill	Chain Lightning	6	8	dmg-ltng		32	128	res-ltng		40	40	res-ltng-max		10	10	dmg-ltng/lvl	48			0
Runeword647	Psychic	1		helm									A Ki Ra	r12	r08	r20				ac%		45	90	mana%		25	25	red-mag		15	15	red-dmg		3	3	skill	Telekinesis	30	30	oskill	Telekinesis	3	3	allskills		2	2	0
Runeword648	Cherry Blossom	1		helm									Sa Ku Ra	r15	r06	r20				ac%		100	100	hp		50	50	mag%		100	100	regen		25	25	regen-mana		85	85	res-all		15	25	allskills		1	1	0
Runeword649	Conquest	1		shld									Shi Shi O	r03	r03	r21				ac%		200	200	cast2		30	30	block		20	20	block2		20	20	res-all		42	42	red-dmg		15	15	oskill	Shiver Armor	3	3	0
Runeword650	Memory	1		mana	orb	char							Ki O Ku	r08	r21	r06				ac%		50	50	sor		2	2	mana%		20	20	red-mag		7	7	cast3		20	20	skill	Energy Shield	3	3	skill	Static Field	3	3	0
Runeword651	Ice	1		weap									Ko O Ri	r19	r21	r09				dmg%		120	140	dmg-cold	200	50	100	dmg-cold/lvl	56			att		100	100	deadly		15	15	hit-skill	Ice Bolt	20	18	swing1		25	25	0
Runeword652	Captive	1		tors									Ho Ri Yo	r22	r09	r07				ac%		100	125	move1		20	20	enr		15	15	str		15	15	oskill	Bone Prison	5	5	oskill	Revive	4	4	oskill	Skeleton Mastery	3	3	0
Runeword653	Radioactive	1		weap									Ho U Shi Ya	r22	r02	r03	r11			dmg%		120	160	dmg-pois	400	256	256	dmg-pois/lvl	48			regen		30	30	move3		40	40	swing3		40	40	hit-skill	Poison Nova	10	10	0
Runeword654	Law	1		scep	hamm	mace	axe	bedg					Ho U Ri Tsu	r22	r02	r09	r13			dmg%		100	100	dmg-undead		200	200	dmg-demon		200	200	skill	Vengeance	8	8	dmg-ltng		50	250	dmg/lvl	16			hit-skill	Blessed Hammer	10	15	0
Runeword655	Pride	1		tors									Ho Ko Ra Shi Sa	r22	r19	r20	r03	r15		ac%		150	190	vit		15	15	red-dmg		15	15	allskills		2	2	str		20	20	res-ltng/lvl	8			res-all		15	15	0
Runeword656	Destiny	1		swor									U N Me I	r02	r05	r23	r01			dmg%		150	200	allskills		2	2	att%		50	50	deadly		50	50	swing2		20	20	rep-dur	10			oskill	Conversion	6	6	0
Runeword657	Honor	1		mele									Me I Yo	r23	r01	r07				dmg%		160	160	allskills		2	2	lifesteal		7	7	att		200	200	deadly		25	25	str		20	20	dex		20	20	0
Runeword658	Rain	1		wand	knif								A Me	r12	r23					ac%		25	25	allskills		2	2	oskill	Thunder Storm	2	2	oskill	Lightning	6	12	enr		25	25	cast2		20	20	oskill	Ice Blast	6	12	0
Runeword659	Rain	1		glov	boot	belt							A Me	r12	r23					ac%		75	75	allskills		1	1	oskill	Thunder Storm	2	2	att-skill	Lightning	10	16	enr		10	10	cast1		15	15	att-skill	Ice Blast	10	18	0
Runeword660	Princess	1		helm									A Me Ri A	r12	r23	r09	r12			ac%		125	125	mag%		75	75	allskills		2	2	oskill	Cloak of Shadows	9	9	gold%		150	150	ease		-75	-75	dex		20	20	0
Runeword661	Dream	1		helm									Yu Me	r16	r23					ac		60	60	allskills		2	2	enr		15	15	cast2		20	20	dmg-to-mana		40	40	mana-kill		6	6	red-dmg%		8	8	0
Runeword662	Dream	1		glov									Yu Me	r16	r23					ac		60	60	allskills		1	1	dex		15	15	swing2		20	20	manasteal		6	6	mana-kill		6	6	red-dmg%		5	5	0
Runeword663	Dream	1		belt									Yu Me	r16	r23					ac		60	60	allskills		1	1	str		15	15	balance2		20	20	mana/lvl	6			mana-kill		6	6	red-dmg%		5	5	0
Runeword664	Thunder	1		scep	bedg								Ra I Me I	r20	r01	r23	r01			dmg%		110	110	dmg-ltng		1	200	dmg-ltng/lvl	64			res-ltng		75	75	res-ltng-max		20	20	skill	Holy Shock	4	4	hit-skill	Chain Lightning	14	14	0
Runeword665	Gheeds Lost Treasure	1		helm									P-Top Ru P-Top	gyb	r24	gyb				mag%/lvl	8	0	0	gold%/lvl	12	0	0																					0
Runeword666	Monkey	1		weap									Sa Ru	r15	r24					dru		3	3	ass		3	3	mana%		15	15	dex/lvl	4			mana-kill		4	6	heal-kill		4	6	swing3		60	60	0
Runeword667	Praise	1		tors									Ho Me Ru	r22	r23	r24				ac%		140	160	res-all		30	30	hp		50	50	str		20	20	balance3		30	30	mag%		25	25	allskills		2	2	0
Runeword668	Painful	1		mele									I Ta I	r01	r25	r01				dmg%		300	300	regen		-10	-10	thorns		125	125	thorns/lvl	64			gethit-skill	Iron Maiden	15	11	vit		-15	-15					0
Runeword669	Hawk	1		helm									Ta Ka	r25	r04					att%		50	50	deadly/lvl	4			allskills		1	1	charged	Teleport	30	1	dex/lvl	6			dmg%		50	50	swing2		30	30	0
Runeword670	Absolute	1		miss									Ta Shi Ka	r25	r03	r04				dmg%		125	175	ama		2	2	att%		30	30	crush		5	10	dmg/lvl	5			dex		25	25	swing2		30	30	0
Runeword671	Absolute	1		miss									Ta Shi Qa	r25	r03	r47				dmg%		125	175	ama		2	2	att%		30	30	crush		5	10	dmg/lvl	5			dex		25	25	swing2		30	30	0
Runeword672	Dragon	1		mele									Ta Tsu	r25	r13					dmg%		160	220	crush		10	10	abs-ltng%		15	15	skill	Dragon Talon	5	5	skill	Dragon Claw	5	5	skill	Dragon Tail	5	5	skill	Dragon Flight	5	5	0
Runeword673	Courage	1		tors									Ka Mi Ya Ta I Chi	r04	r10	r11	r25	r01	r14	ac%		180	230	red-dmg%		18	18	allskills		1	1	dmg-norm		10	15	crush		10	10	balance3		30	30	res-fire/lvl	12			0
Runeword674	Tradition	1		mele									I I Tsu Ta E	r01	r01	r13	r25	r18		dmg%		145	195	swing2		30	30	att		200	200	ac%		100	100	block		10	10	rep-dur	10			dmg-mag/lvl	16			0
Runeword675	Bird	1		mele									To Ri	r26	r09					dmg%		190	230	oskill	Royal Strike	12	12	ass		1	1	extra-fire		5	15	extra-cold		5	15	extra-ltng		5	15	abs-fire%		15	15	0
Runeword676	Wealth	1		tors									To Mi	r26	r10					ac%		100	100	gold%		175	175	mag%		100	100	gold%/lvl	14			mag%/lvl	8			regen		-2	-2					0
Runeword677	Wealth	1		glov	belt								To Mi	r26	r10					ac%		75	75	gold%		125	125	mag%		75	75	gold%/lvl	10			mag%/lvl	6			regen		-2	-2					0
Runeword678	Opposing Destiny	1		mace	hamm	club	swor						A Ki To	r12	r08	r26				dmg%		220	260	bar		2	2	dru		2	2	skill	Sword Mastery	8	8	skill	Mace Mastery	8	8	skill	Feral Rage	8	8	skill	Maul	8	8	0
Runeword679	Jealousy	1		helm									Shi Tsu To	r03	r13	r26				ac%		100	100	addxp		7	7	heal-kill		30	30	lifesteal		6	6	manasteal		6	6	mag%		100	100	res-all		30	45	0
Runeword680	Tiger	1		weap									To Ra	r26	r20					dmg%		200	240	deadly		40	40	swing2		25	25	oskill	Tiger Strike	12	12	ass		1	1	red-dmg%		8	8	str		10	10	0
Runeword681	Achieve	1		shld									Ka Chi To Ru	r04	r14	r26	r24			ac%		75	150	addxp		5	5	block2		25	25	block		20	20	red-dmg		15	20	red-mag		15	20	res-all		35	35	0
