Name	version	spawnable	rare	level	maxlevel	levelreq	classspecific	class	classlevelreq	frequency	group	mod1code	mod1param	mod1min	mod1max	mod2code	mod2param	mod2min	mod2max	mod3code	mod3param	mod3min	mod3max	transform	transformcolor	itype1	itype2	itype3	itype4	itype5	itype6	itype7	etype1	etype2	etype3	etype4	etype5	divide	multiply	add
Assailant's	100	1	1	55		29				2	104	dmg/lvl	2													lcha												0	0	0
Assailant's	100	1		85		44				1	104	dmg/lvl	3													lcha												0	0	0
Assailant's	100	1	1	45		23				2	104	dmg/lvl	1													mcha												0	0	0
Assailant's	100	1		85		46				1	104	dmg/lvl	2													mcha												0	0	0
Assailant's	100	1		85		48				1	104	dmg/lvl	1													scha												0	0	0
Striker's	100	1	1	10		8				2	152	att/lvl	1													lcha												0	0	0
Striker's	100	1	1	20		15				2	152	att/lvl	2													lcha												0	0	0
Striker's	100	1	1	30		22				2	152	att/lvl	3													lcha												0	0	0
Striker's	100	1	1	40		29				2	152	att/lvl	4													lcha												0	0	0
Striker's	100	1	1	50		35				1	152	att/lvl	5													lcha												0	0	0
Striker's	100	1		60		42				1	152	att/lvl	6													lcha												0	0	0
Striker's	100	1	1	15		12				2	152	att/lvl	1													mcha												0	0	0
Striker's	100	1	1	30		23				2	152	att/lvl	2													mcha												0	0	0
Striker's	100	1	1	45		34				2	152	att/lvl	3													mcha												0	0	0
Striker's	100	1		60		45				1	152	att/lvl	4													mcha												0	0	0
Striker's	100	1	1	32		24				2	152	att/lvl	1													scha												0	0	0
Striker's	100	1		64		48				1	152	att/lvl	2													scha												0	0	0
Clever	100	1	1	10		6				2	153	mana/lvl	1													lcha												0	0	0
Clever	100	1	1	20		13				2	153	mana/lvl	2													lcha												0	0	0
Clever	100	1	1	30		20				2	153	mana/lvl	3													lcha												0	0	0
Clever	100	1	1	40		27				2	153	mana/lvl	4													lcha												0	0	0
Clever	100	1	1	50		33				1	153	mana/lvl	5													lcha												0	0	0
Clever	100	1		60		40				1	153	mana/lvl	6													lcha												0	0	0
Clever	100	1	1	15		10				2	153	mana/lvl	1													mcha												0	0	0
Clever	100	1	1	30		21				2	153	mana/lvl	2													mcha												0	0	0
Clever	100	1	1	45		32				2	153	mana/lvl	3													mcha												0	0	0
Clever	100	1		60		43				1	153	mana/lvl	4													mcha												0	0	0
Clever	100	1	1	32		22				2	153	mana/lvl	1													scha												0	0	0
Clever	100	1		64		46				1	153	mana/lvl	2													scha												0	0	0
Jewels																																						0	0	0
Blanched	100	1	1	1		1				8	101	ac		10	30											jewl												0	0	0
Eburin	100	1	1	16		12				8	101	ac		31	60											jewl												0	0	0
Bone	100	1	1	32		24				8	101	ac		61	90											jewl												0	0	0
Ivory	100	1		64		56				8	101	ac		91	180											jewl												0	0	0
Scarlet	100	1	1	8		6				10	103	dmg-min		1	5											jewl												0	0	0
Crimson	100	1	1	38		30				10	103	dmg-min		6	10											jewl												0	0	0
Carbuncle	100	1	1	12		9				10	104	dmg-max		1	7											jewl												0	0	0
Carmine	100	1	1	35		27				10	104	dmg-max		8	15											jewl												0	0	0
Vermillion	100	1		58		45				10	104	dmg-max		16	25											jewl												0	0	0
Cinnabar	100	1	1	1		1				12	105	dmg%		6	12											jewl												0	0	0
Rusty	100	1	1	13		9				12	105	dmg%		13	25											jewl												0	0	0
Realgar	100	1	1	45		37				10	105	dmg%		26	40											jewl												0	0	0
Ruby	100	1		66		58				8	105	dmg%		41	60											jewl												0	0	0
Dun	100	1	1	7		5				10	107	dmg-to-mana		10	20											jewl												0	0	0
Brown	100	1	1	39		31				8	108	regen-stam		15	30											jewl												0	0	0
Chestnut	100	1	1	1		1				8	109	stam		10	15											jewl												0	0	0
Maroon	100	1	1	17		12				8	109	stam		16	30											jewl												0	0	0
Nickel	100	1	1	1		1				8	110	att		10	20	dmg/lvl	2									jewl												0	0	0
Tin	100	1	1	8		6				8	110	att		21	40	dmg/lvl	2									jewl												0	0	0
Silver	100	1	1	25		18				8	110	att		41	60	dmg/lvl	2									jewl												0	0	0
Argent	100	1		44		36				8	110	att		61	120	dmg/lvl	2									jewl												0	0	0
Bright	100	1	1	1		1				8	112	light		1	1	att/lvl	4									jewl												0	0	0
Emerald	100	1	1	16		12				10	114	mag%		10	30											jewl												0	0	0
Zircon	100	1	1	1		1				10	115	mana		3	16											jewl												0	0	0
Jacinth	100	1	1	28		21				10	115	mana		17	32											jewl												0	0	0
Turquoise	100	1		45		37				10	115	mana		33	64											jewl												0	0	0
Shimmering	100	1	1	16		12				8	116	res-all		5	10											jewl												0	0	0
Scintillating	100	1		34		26				8	116	res-all		11	15											jewl												0	0	0
Lapis Lazuli	100	1	1	2		1				10	117	res-cold		10	20											jewl												0	0	0
Sapphire	100	1	1	19		14				10	117	res-cold		21	40											jewl												0	0	0
Garnet	100	1	1	2		1				10	117	res-fire		10	20											jewl												0	0	0
Ruby	100	1	1	18		13				10	117	res-fire		21	40											jewl												0	0	0
Camphor	100	1	1	2		1				10	117	res-ltng		10	20											jewl												0	0	0
Ambergris	100	1	1	19		14				10	117	res-ltng		21	40											jewl												0	0	0
Beryl	100	1	1	2		1				10	117	res-pois		10	20											jewl												0	0	0
Jade	100	1	1	19		14				10	117	res-pois		21	40											jewl												0	0	0
Aureolin	100	1	1	22		16				10	121	mana-kill		4	12											jewl												0	0	0
Diamond	100	1	1	16		19				8	123	att-demon		50	75	dmg-demon		50	75							jewl												0	0	0
Maiden's	100	1	1	72		48	ama			6	125	ama		1	1	jewelflag		1	1							jewl												0	0	0
Monk's	100	1	1	72		48	pal			6	125	pal		1	1	jewelflag		2	2							jewl												0	0	0
Summoner's	100	1	1	72		48	nec			6	125	nec		1	1	jewelflag		3	3							jewl												0	0	0
Angel's	100	1	1	72		48	sor			6	125	sor		1	1	jewelflag		4	4							jewl												0	0	0
Slayer's	100	1	1	72		48	bar			6	125	bar		1	1	jewelflag		5	5							jewl												0	0	0
Shaman's	100	1	1	72		48	dru			6	125	dru		1	1	jewelflag		6	6							jewl												0	0	0
Magekiller's	100	1	1	72		48	ass			6	125	ass		1	1	jewelflag		7	7							jewl												0	0	0
Pearl	100	1	1	8		13				8	142	att-undead		50	75	dmg-undead		50	75							jewl												0	0	0
Quality	100	1	1	13		9				8	143	att%		10	10	dmg%		8	15							jewl												0	0	0
Superior	100	1	1	45		27				8	143	att%		15	15	dmg%		16	30							jewl												0	0	0
Excellent	100	1		66		45				8	143	att%		20	20	dmg%		31	45							jewl												0	0	0
Dazzling	100	1	1	29		25				8	144	regen-mana		15	30											jewl												0	0	0
Fascinating	100	1		50		50				8	144	regen-mana		31	60											jewl												0	0	0
Colorful	100	1		20		15				8	145	dmg-fire		20	30	dmg-cold		20	30	dmg-ltng		20	30			jewl												0	0	0
Colorful	100	1		35		30				8	145	dmg-fire		40	60	dmg-cold		40	60	dmg-ltng		40	60			jewl												0	0	0
Colorful	100	1		50		45				8	145	dmg-fire		80	120	dmg-cold		80	120	dmg-ltng		80	120			jewl												0	0	0
Brisk	100	1	1	18		18				8	146	move1		5	10											jewl												0	0	0
Swift	100	1	1	38		25				8	146	move1		11	15											jewl												0	0	0
Strengthening	100	1	1	23		20				8	147	str		10	18											jewl												0	0	0
Empowering	100	1	1	26		24				8	147	str		19	25											jewl												0	0	0
Titan's	100	1		45		38				8	147	str		26	30											jewl												0	0	0
Bright	100	1	1	16		12				8	148	hp%		5	8											jewl												0	0	0
Solar	100	1	1	27		23				8	148	hp%		9	12											jewl												0	0	0
Vivid	100	1		38		34				8	148	hp%		13	16											jewl												0	0	0
Omniscient	100	1	1	16		12				8	149	mana%		5	8											jewl												0	0	0
Sage	100	1	1	27		23				8	149	mana%		9	12											jewl												0	0	0
Shrewd	100	1		38		34				8	149	mana%		13	16											jewl												0	0	0
Crystal	100	1	1	21	61	20				8	150	red-dmg		4	6											jewl												0	0	0
Crystal	100	1	1	21		41				8	150	red-dmg		6	8											jewl												0	0	0
Brilliant	100	1	1	60		61				8	151	red-mag		8	10											jewl												0	0	0
Brilliant	100	1	1	80		81				8	151	red-mag		10	12											jewl												0	0	0
Vile	100		1	6		5				2	152	dmg%/lvl	1													jewl												0	0	0
Vile	100		1	12		10				2	152	dmg%/lvl	2													jewl												0	0	0
Vile	100		1	24		20				2	152	dmg%/lvl	3													jewl												0	0	0
Vile	100		1	48		40				1	152	dmg%/lvl	4													jewl												0	0	0
Vile	100			72		60				1	152	dmg%/lvl	5													jewl												0	0	0
Looter's	100	1	1	6		5				2	153	mag%/lvl	1													jewl												0	0	0
Looter's	100	1	1	18		15				2	153	mag%/lvl	2													jewl												0	0	0
Looter's	100	1	1	36		30				2	153	mag%/lvl	3													jewl												0	0	0
Looter's	100	1		54		45				2	153	mag%/lvl	4													jewl												0	0	0
Looter's	100	1		72		60				2	153	mag%/lvl	5													jewl												0	0	0
Knowledgeable	100	0		85		67				12	158	allskills		1	1	jewelflag		8	8							jewl												0	0	0
Quivers																																						0	0	0
Burning	0	1	1	15	30	10				1	152	dmg-fire		1	6											arrm	boqm											0	0	0
Freezing	0	1	1	15	30	10				1	153	dmg-cold	100	1	4											arrm	boqm											0	0	0
Shocking	0	1	1	15	30	10				1	154	dmg-ltng		1	12											arrm	boqm											0	0	0
Toxic	0	1	1	15	30	10				1	155	dmg-pois	25	103	103											arrm	boqm											0	0	0
Colorful	0	1	1	15	30	10				1	156	dmg-fire		1	4	dmg-cold	100	1	3	dmg-ltng		1	8			arrm	boqm											0	0	0
Burning	0	1	1	30	45	20				1	152	dmg-fire		6	10											arrm	boqm											0	0	0
Freezing	0	1	1	30	45	20				1	153	dmg-cold	75	4	8											arrm	boqm											0	0	0
Shocking	0	1	1	30	45	20				1	154	dmg-ltng		1	16											arrm	boqm											0	0	0
Toxic	0	1	1	30	45	20				1	155	dmg-pois	25	206	206											arrm	boqm											0	0	0
Colorful	0	1	1	30	45	20				1	156	dmg-fire		3	5	dmg-cold	50	2	4	dmg-ltng		1	8			arrm	boqm											0	0	0
Burning	0	1	1	45		30				1	152	dmg-fire		12	20											arrm	boqm											0	0	0
Freezing	0	1	1	45		30				1	153	dmg-cold	75	8	16											arrm	boqm											0	0	0
Shocking	0	1	1	45		30				1	154	dmg-ltng		1	32											arrm	boqm											0	0	0
Toxic	0	1	1	45		30				1	155	dmg-pois	25	309	309											arrm	boqm											0	0	0
Colorful	0	1	1	45		30				1	156	dmg-fire		6	10	dmg-cold	50	4	8	dmg-ltng		1	16			arrm	boqm											0	0	0
Burning	0	1	1	60		40				1	152	dmg-fire		18	30											arrm	boqm											0	0	0
Freezing	0	1	1	60		40				1	153	dmg-cold	75	12	24											arrm	boqm											0	0	0
Shocking	0	1	1	60		40				1	154	dmg-ltng		1	48											arrm	boqm											0	0	0
Toxic	0	1	1	60		40				1	155	dmg-pois	25	412	412											arrm	boqm											0	0	0
Colorful	0	1	1	60		40				1	156	dmg-fire		9	15	dmg-cold	50	6	12	dmg-ltng		1	24			arrm	boqm											0	0	0
Charms																																						0	0	0
Dummy	100	1	1	1		1				1	101	oskill	406	1	1	vit-h		-790	-790							zcha												0	0	0
																																						0	0	0
																																						0	0	0
																																						0	0	0
																																						0	0	0
																																						0	0	0
Jeweler's	100			66		72				24	122	sock		5	5																							0	0	0
Dummy	100	1	1	1		1				1	101	oskill	437	1	1	oskill	438	1	1	oskill	439	1	1			ycha												0	0	0
Skillful	100	1	1	38		1	ama			2	125	skill-rand	1	6	35											mcha												0	0	0
Skillful	100	1	1	38		1	sor			2	125	skill-rand	1	36	65											mcha												0	0	0
Skillful	100	1	1	38		1	nec			2	125	skill-rand	1	66	95											mcha												0	0	0
Skillful	100	1	1	38		1	pal			2	125	skill-rand	1	96	125											mcha												0	0	0
Skillful	100	1	1	38		1	bar			2	125	skill-rand	1	126	155											mcha												0	0	0
Skillful	100	1	1	38		1	dru			2	125	skill-rand	1	221	250											mcha												0	0	0
Skillful	100	1	1	38		1	ass			2	125	skill-rand	1	251	280											mcha												0	0	0
Skillful	100	1	1	57		1	ama			1	125	skill-rand	1	6	35	skill-rand	1	6	35							mcha												0	0	0
Skillful	100	1	1	57		1	sor			1	125	skill-rand	1	36	65	skill-rand	1	36	65							mcha												0	0	0
Skillful	100	1	1	57		1	nec			1	125	skill-rand	1	66	95	skill-rand	1	66	95							mcha												0	0	0
Skillful	100	1	1	57		1	pal			1	125	skill-rand	1	96	125	skill-rand	1	96	125							mcha												0	0	0
Skillful	100	1	1	57		1	bar			1	125	skill-rand	1	126	155	skill-rand	1	126	155							mcha												0	0	0
Skillful	100	1	1	57		1	dru			1	125	skill-rand	1	221	250	skill-rand	1	221	250							mcha												0	0	0
Adjudging	100	1	1	72		48				4	125	pierce-fire		1	1											jewl												0	0	0
Adjudging	100	1	1	72		48				4	125	pierce-cold		1	1											jewl												0	0	0
Adjudging	100	1	1	72		48				4	125	pierce-ltng		1	1											jewl												0	0	0
Adjudging	100	1	1	72		48				4	125	pierce-pois		1	1											jewl												0	0	0
Adjudging	100	1	1	72		48				4	125	pierce-phys		1	1											jewl												0	0	0
Adjudging	100	1	1	72		48				4	125	pierce-mag		1	1											jewl												0	0	0
Intensifying	100	1	1	64		42				6	125	extra-fire		2	4											jewl												0	0	0
Intensifying	100	1	1	64		42				6	126	extra-cold		2	4											jewl												0	0	0
Intensifying	100	1	1	64		42				6	126	extra-ltng		2	4											jewl												0	0	0
Intensifying	100	1	1	64		42				6	126	extra-pois		2	4											jewl												0	0	0
Intensifying	100	1	1	64		42				6	126	extra-mag2		1	3											jewl												0	0	0
Intensifying	100	1	1	64		42				6	126	extra-wind		1	3											jewl												0	0	0
Commander's	100	0	1	64		42				6	126	extra-summ		4	8											jewl												0	0	0
Warrior's	100	1	1	20	50	30				2	101	str%		2	4											tors												0	0	0
Warrior's	100	1	1	30	60	40				2	101	str%		4	6											tors												0	0	0
Warrior's	100	1	1	40	70	50				2	101	str%		6	8											tors												0	0	0
Warrior's	100	1	1	50		60				2	101	str%		8	10											tors												0	0	0
Warrior's	100	1	1	60		70				2	101	str%		10	12											tors												0	0	0
Warrior's	100	1	1	70		80				2	101	str%		12	14											tors												0	0	0
Rogue's	100	1	1	20	50	30				2	101	dex%		2	4											tors												0	0	0
Rogue's	100	1	1	30	60	40				2	101	dex%		4	6											tors												0	0	0
Rogue's	100	1	1	40	70	50				2	101	dex%		6	8											tors												0	0	0
Rogue's	100	1	1	50		60				2	101	dex%		8	10											tors												0	0	0
Rogue's	100	1	1	60		70				2	101	dex%		10	12											tors												0	0	0
Rogue's	100	1	1	70		80				2	101	dex%		12	14											tors												0	0	0
Highlander's	100	1	1	20	50	30				2	101	vit%		2	4											tors												0	0	0
Highlander's	100	1	1	30	60	40				2	101	vit%		4	6											tors												0	0	0
Highlander's	100	1	1	40	70	50				2	101	vit%		6	8											tors												0	0	0
Highlander's	100	1	1	50		60				2	101	vit%		8	10											tors												0	0	0
Highlander's	100	1	1	60		70				2	101	vit%		10	12											tors												0	0	0
Highlander's	100	1	1	70		80				2	101	vit%		12	14											tors												0	0	0
Mage's	100	1	1	20	50	30				2	101	enr%		2	4											tors												0	0	0
Mage's	100	1	1	30	60	40				2	101	enr%		4	6											tors												0	0	0
Mage's	100	1	1	40	70	50				2	101	enr%		6	8											tors												0	0	0
Mage's	100	1	1	50		60				2	101	enr%		8	10											tors												0	0	0
Mage's	100	1	1	60		70				2	101	enr%		10	12											tors												0	0	0
Mage's	100	1	1	70		80				2	101	enr%		12	14											tors												0	0	0
Godly	100	1	1	70		48				7	101	ac%		201	250											tors												0	0	0
Maiden's	100	1	1	36		30	ama		18	8	125	ama		1	1											tors												0	0	0
Valkyrie's	100	1	1	70		67	ama		45	5	125	ama		2	2											tors												0	0	0
Angel's	100	1	1	36		30	sor		18	8	125	sor		1	1											tors												0	0	0
Arch-Angel's	100	1	1	70		67	sor		45	5	125	sor		2	2											tors												0	0	0
Summoner's	100	1	1	36		30	nec		18	8	125	nec		1	1											tors												0	0	0
Necromancer's	100	1	1	36		67	nec		45	5	125	nec		2	2											tors												0	0	0
Monk's	100	1	1	36		30	pal		18	8	125	pal		1	1											tors												0	0	0
Priest's	100	1	1	70		67	pal		45	5	125	pal		2	2											tors												0	0	0
Slayer's	100	1	1	36		30	bar		18	8	125	bar		1	1											tors												0	0	0
Berserker's	100	1	1	70		67	bar		45	5	125	bar		2	2											tors												0	0	0
Shaman's	100	1	1	36		30	dru		18	8	125	dru		1	1											tors												0	0	0
Hierophant's	100	1	1	70		67	dru		45	5	125	dru		2	2											tors												0	0	0
Magekiller's	100	1	1	36		30	ass		18	8	125	ass		1	1											tors												0	0	0
Witch-hunter's	100	1	1	70		67	ass		45	5	125	ass		2	2											tors												0	0	0
Knowledgeable	100	1	1	65		70				3	158	allskills		2	2											tors												0	0	0
Kron's	100	1	1	50		40				12	166	maxdmg%/kill	1													weap							wand	mana				0	0	0
Ronal's	100	1	1	50		37				12	168	maxdmg/kill	1													weap							wand	mana				0	0	0
Furozun	100	1	1	50		40				14	170	dmg-cold/kill		1	1											weap							wand	mana				0	0	0
Shokku	100	1	1	50		40				14	170	dmg-ltng/kill		1	1											weap							wand	mana				0	0	0
Nensho	100	1	1	50		40				14	170	dmg-fire/kill		1	1											weap							wand	mana				0	0	0
Furozun	100	1	1	50		40				10	171	dmg-cold/coldres		15	16											weap							wand	mana				0	0	0
Furozun	100	1	1	70		60				10	171	dmg-cold/coldres		17	18											weap							wand	mana				0	0	0
Shokku	100	1	1	50		40				10	171	dmg-ltng/ltngres		10	20											weap							wand	mana				0	0	0
Shokku	100	1	1	70		60				10	171	dmg-ltng/ltngres		12	22											weap							wand	mana				0	0	0
Nensho	100	1	1	50		40				10	171	dmg-fire/fireres		14	18											weap							wand	mana				0	0	0
Nensho	100	1	1	70		60				10	171	dmg-fire/fireres		16	20											weap							wand	mana				0	0	0
