id	Name	Rare	Lvl	Req Lvl	Rarity	Stats	Item Type
702	of Flames	1	6 - 12	6	4	extra-fire (1 - 3)  	staf mana h2h glov
703	of Flames	1	12 - 18	12	4	extra-fire (1 - 4)  	staf mana h2h glov
704	of Immolation	1	18 - 24	18	4	extra-fire (2 - 5)  	staf mana h2h glov
705	of Immolation	1	24 - 30	24	4	extra-fire (2 - 6)  	staf mana h2h glov
706	of Immolation	1	30 - 36	30	4	extra-fire (3 - 7)  	staf mana h2h glov
707	of Incineration	1	36 - 42	36	4	extra-fire (3 - 8)  	staf mana h2h
708	of Incineration	1	42	42	4	extra-fire (4 - 9)  	staf mana h2h
709	of Incineration	1	48	48	4	extra-fire (4 - 10)  	staf mana h2h
710	of the Volcano	1	72	72	2	extra-fire (5 - 15)  	staf mana h2h
711	of Shock	1	6 - 12	6	4	extra-ltng (1 - 3)  	staf mana h2h glov
712	of Shock	1	12 - 18	12	4	extra-ltng (1 - 4)  	staf mana h2h glov
713	of Zapping	1	18 - 24	18	4	extra-ltng (2 - 5)  	staf mana h2h glov
714	of Zapping	1	24 - 30	24	4	extra-ltng (2 - 6)  	staf mana h2h glov
715	of Zapping	1	30 - 36	30	4	extra-ltng (3 - 7)  	staf mana h2h glov
716	of Electrocution	1	36 - 42	36	4	extra-ltng (3 - 8)  	staf mana h2h
717	of Electrocution	1	42	42	4	extra-ltng (4 - 9)  	staf mana h2h
718	of Electrocution	1	48	48	4	extra-ltng (4 - 10)  	staf mana h2h
719	of Storms	1	72	72	2	extra-ltng (5 - 15)  	staf mana h2h glov
720	of Chilling	1	6 - 12	6	4	extra-cold (1 - 3)  	staf mana h2h glov
721	of Chilling	1	12 - 18	12	4	extra-cold (1 - 4)  	staf mana h2h glov
722	of Freezing	1	18 - 24	18	4	extra-cold (2 - 5)  	staf mana h2h glov
723	of Freezing	1	24 - 30	24	4	extra-cold (2 - 6)  	staf mana h2h glov
724	of Freezing	1	30 - 36	30	4	extra-cold (3 - 7)  	staf mana h2h
725	of Frost	1	36 - 42	36	4	extra-cold (3 - 8)  	staf mana h2h
726	of Frost	1	42	42	4	extra-cold (4 - 9)  	staf mana h2h
727	of Frost	1	48	48	4	extra-cold (4 - 10)  	staf mana h2h
728	of Blizzards	1	72	72	2	extra-cold (5 - 15)  	staf mana h2h
729	of Blight	1	6 - 12	6	4	extra-pois (1 - 3)  	wand ndgr glov
730	of Blight	1	12 - 18	12	4	extra-pois (1 - 4)  	wand ndgr glov
731	of Venom	1	18 - 24	18	4	extra-pois (2 - 5)  	wand ndgr glov
732	of Venom	1	24 - 30	24	4	extra-pois (2 - 6)  	wand ndgr glov
733	of Venom	1	30 - 36	30	4	extra-pois (3 - 7)  	wand ndgr glov
734	of Pestilence	1	36 - 42	36	4	extra-pois (3 - 8)  	wand ndgr
735	of Pestilence	1	42	42	4	extra-pois (4 - 9)  	wand ndgr
736	of Pestilence	1	48	48	4	extra-pois (4 - 10)  	wand ndgr
737	of Anthrax	1	72	72	2	extra-pois (5 - 15)  	wand ndgr
738	of Reassembling	1	36 - 42	36	4	extra-summ (4 - 8)  	wand ndgr dclb
739	of Reassembling	1	42	42	4	extra-summ (8 - 16)  	wand ndgr dclb
740	of Reassembling	1	48	48	4	extra-summ (16 - 32)  	wand ndgr dclb
741	of the Underworld	1	72	72	2	extra-summ (16 - 32) sum-skills (1 - 2) 	wand ndgr dclb
742	of the Abyss	1	12 - 45	12	8	res-mag (4 - 6)  	amul belt helm tors
743	of the Abyss	1	45 - 65	45	8	res-mag (7 - 12)  	amul belt helm tors
744	of the Abyss	1	65 - 90	65	8	res-mag (13 - 19)  	amul belt helm tors
745	of the Abyss	1	90	90	8	res-mag (20 - 25)  	amul belt helm tors
746	of Breaking	1	6 - 12	6	4	pierce-phys (0 - 1)  	mele       staf
747	of Breaking	1	12 - 18	12	4	pierce-phys (0 - 1)  	mele       staf
748	of Destroying	1	18 - 24	18	4	pierce-phys (0 - 2)  	mele       staf
749	of Destroying	1	24 - 30	24	4	pierce-phys (0 - 2)  	mele       staf
750	of Destroying	1	30 - 36	30	4	pierce-phys (1 - 3)  	mele       staf
751	of Bone Rattling	1	36 - 42	36	4	pierce-phys (1 - 3)  	mele       staf
752	of Bone Rattling	1	42	42	4	pierce-phys (2 - 4)  	mele       staf
753	of Bone Rattling	1	48	48	4	pierce-phys (2 - 4)  	mele       staf
754	of Atomizing	1	72	72	2	pierce-phys (5 - 7)  	mele       staf
755	of Weak Magic	1	6 - 12	6	4	pierce-mag (0 - 1)  	staf orb wand mana h2h
756	of Weak Magic	1	12 - 18	12	4	pierce-mag (0 - 1)  	staf orb wand mana h2h
757	of Theurgy	1	18 - 24	18	4	pierce-mag (0 - 2)  	staf orb wand mana h2h
758	of Theurgy	1	24 - 30	24	4	pierce-mag (0 - 2)  	staf orb wand mana h2h
759	of Theurgy	1	30 - 36	30	4	pierce-mag (1 - 3)  	staf orb wand mana h2h
760	of Conjuration	1	36 - 42	36	4	pierce-mag (1 - 3)  	staf orb wand mana h2h
761	of Conjuration	1	42	42	4	pierce-mag (2 - 4)  	staf orb wand mana h2h
762	of Conjuration	1	48	48	4	pierce-mag (2 - 4)  	staf orb wand mana h2h
763	of Diablery	1	72	72	2	pierce-mag (5 - 7)  	staf orb wand mana h2h
764
