id	Name	Rare	Lvl	Req Lvl	Rarity	Stats	Item Type
760	Warrior's	1	50	60	2	str% (8 - 10)  	tors
761	Warrior's	1	60	70	2	str% (10 - 12)  	tors
762	Warrior's	1	70	80	2	str% (12 - 14)  	tors
763	Rogue's	1	20 - 50	30	2	dex% (2 - 4)  	tors
764	Rogue's	1	30 - 60	40	2	dex% (4 - 6)  	tors
765	Rogue's	1	40 - 70	50	2	dex% (6 - 8)  	tors
766	Rogue's	1	50	60	2	dex% (8 - 10)  	tors
767	Rogue's	1	60	70	2	dex% (10 - 12)  	tors
768	Rogue's	1	70	80	2	dex% (12 - 14)  	tors
769	Highlander's	1	20 - 50	30	2	vit% (2 - 4)  	tors
770	Highlander's	1	30 - 60	40	2	vit% (4 - 6)  	tors
771	Highlander's	1	40 - 70	50	2	vit% (6 - 8)  	tors
772	Highlander's	1	50	60	2	vit% (8 - 10)  	tors
773	Highlander's	1	60	70	2	vit% (10 - 12)  	tors
774	Highlander's	1	70	80	2	vit% (12 - 14)  	tors
775	Mage's	1	20 - 50	30	2	enr% (2 - 4)  	tors
776	Mage's	1	30 - 60	40	2	enr% (4 - 6)  	tors
777	Mage's	1	40 - 70	50	2	enr% (6 - 8)  	tors
778	Mage's	1	50	60	2	enr% (8 - 10)  	tors
779	Mage's	1	60	70	2	enr% (10 - 12)  	tors
780	Mage's	1	70	80	2	enr% (12 - 14)  	tors
781	Godly	1	70	48	7	ac% (201 - 250)  	tors
782	Maiden's	1	36	30	8	ama (1 - 1)  	tors
783	Valkyrie's	1	70	67	5	ama (2 - 2)  	tors
784	Angel's	1	36	30	8	sor (1 - 1)  	tors
785	Arch-Angel's	1	70	67	5	sor (2 - 2)  	tors
786	Summoner's	1	36	30	8	nec (1 - 1)  	tors
787	Necromancer's	1	36	67	5	nec (2 - 2)  	tors
788	Monk's	1	36	30	8	pal (1 - 1)  	tors
789	Priest's	1	70	67	5	pal (2 - 2)  	tors
790	Slayer's	1	36	30	8	bar (1 - 1)  	tors
791	Berserker's	1	70	67	5	bar (2 - 2)  	tors
792	Shaman's	1	36	30	8	dru (1 - 1)  	tors
793	Hierophant's	1	70	67	5	dru (2 - 2)  	tors
794	Magekiller's	1	36	30	8	ass (1 - 1)  	tors
795	Witch-hunter's	1	70	67	5	ass (2 - 2)  	tors
796	Knowledgeable	1	65	70	3	allskills (2 - 2)  	tors
797	Kron's	1	50	40	12	1 maxdmg%/kill  	weap       wand
798	Ronal's	1	50	37	12	1 maxdmg/kill  	weap       wand
799	Furozun	1	50	40	14	dmg-cold/kill (1 - 1)  	weap       wand
800	Shokku	1	50	40	14	dmg-ltng/kill (1 - 1)  	weap       wand
801	Nensho	1	50	40	14	dmg-fire/kill (1 - 1)  	weap       wand
802	Furozun	1	50	40	10	dmg-cold/coldres (15 - 16)  	weap       wand
803	Furozun	1	70	60	10	dmg-cold/coldres (17 - 18)  	weap       wand
804	Shokku	1	50	40	10	dmg-ltng/ltngres (10 - 20)  	weap       wand
805	Shokku	1	70	60	10	dmg-ltng/ltngres (12 - 22)  	weap       wand
806	Nensho	1	50	40	10	dmg-fire/fireres (14 - 18)  	weap       wand
807	Nensho	1	70	60	10	dmg-fire/fireres (16 - 20)  	weap       wand
808
